"meas","pred"
217.6870748,210.786974701642
209.1503268,227.070806261761
209.1503268,226.723792587048
186.0465116,181.792169984086
193.9393939,193.130694640038
226.9503546,224.250897625911
206.4516129,204.752989256674
206.4516129,202.43741748559
181.8181818,202.123358294608
200,206.63665992376
202.5316456,207.340752796763
166.6666667,163.944167122482
191.6167665,188.244827779744
182.8571429,208.762587226448
164.9484536,171.254418924025
180.7909605,183.442156091577
167.539267,171.983686350102
165.8031088,168.030973618157
181.8181818,189.520973586441
187.1345029,190.523329316377
170.212766,181.470535690851
230.2158273,232.572842748087
251.9685039,235.341464661748
220.6896552,220.772272228472
246.1538462,230.739545083149
223.7762238,212.482935083157
235.2941176,218.839117190797
191.6167665,198.197650189644
214.7651007,216.578054138116
225.3521127,222.670414824888
209.1503268,204.529739320971
214.7651007,200.675787991113
183.908046,188.634688253691
191.0447761,179.000542614024
240.6015038,233.527652839757
207.7922078,214.698783372375
207.7922078,199.464128156349
186.0465116,202.532735953437
186.0465116,184.19844816313
195.1219512,194.080411458432
206.4516129,207.78658593304
220.6896552,216.880055859927
167.539267,179.940294810833
206.4516129,203.754726681852
144.7963801,127.617868208454
228.5714286,212.221005268956
202.5316456,199.989875418043
177.7777778,179.937139214228
217.6870748,204.472396168232
228.5714286,218.295441838116
195.1219512,188.88113349785
278.2608696,251.613299579315
226.9503546,219.958092465033
149.5327103,146.856066812638
266.6666667,256.59894888432
140.969163,109.507585553779
220.6896552,226.745264557003
228.5714286,222.918442748826
174.863388,163.644587119559
172.0430108,169.37775740845
217.6870748,190.624507561512
174.863388,182.674254206327
39.50617284,189.799678387628
210.5263158,216.940509603776
205.1282051,212.538673337553
222.2222222,216.240557613232
209.1503268,206.921298740163
283.1858407,266.657310465542
216.2162162,224.161481278096
220.6896552,218.373059726885
223.7762238,214.391426912633
200,191.626030113446
202.5316456,205.231485239367
201.2578616,208.851370284914
207.7922078,198.469201961037
202.5316456,199.813619649239
209.1503268,211.838243461397
231.884058,229.681074921631
226.9503546,238.337956924982
189.3491124,183.734036068141
238.8059701,233.462046562146
214.7651007,211.229974860291
223.7762238,229.461301243447
220.6896552,223.99983532567
189.3491124,193.265249015933
190.4761905,187.806936785194
198.757764,201.663894056149
197.5308642,189.000943990668
148.1481481,143.275088263557
170.212766,156.348079550163
181.8181818,181.017213679231
179.7752809,178.86560170686
151.6587678,155.18484944266
182.8571429,193.807764944776
195.1219512,203.659169806084
183.908046,182.196565381626
181.8181818,198.77688462595
177.7777778,187.310905687184
184.9710983,182.157083791391
211.9205298,214.586370334793
200,203.386942138792
226.9503546,225.37290847142
197.5308642,193.239277975366
240.6015038,234.722167369888
230.2158273,193.586351134767
211.9205298,207.869131325648
190.4761905,187.489700353948
205.1282051,208.333322475014
192.7710843,204.051970813561
187.1345029,199.156011543707
197.5308642,204.264857241489
182.8571429,185.461557754993
211.9205298,218.730714477187
178.7709497,163.845333943152
189.3491124,199.299226941491
188.2352941,195.670117250367
200,216.727441562346
220.6896552,217.167654680926
184.9710983,183.495626425371
203.8216561,217.371666871245
203.8216561,219.411228991651
235.2941176,220.985559479118
188.2352941,201.737824250799
153.8461538,158.837367026156
200,190.006779484038
220.6896552,220.333193708297
226.9503546,216.778974329024
164.1025641,175.963078825413
175.8241758,153.962784985474
176.7955801,182.072524118796
167.539267,176.619511004119
170.212766,163.145731433788
179.7752809,182.534900556078
207.7922078,201.369388420682
184.9710983,188.268243122448
196.3190184,195.806676340185
205.1282051,197.957271406364
201.2578616,195.42847529286
176.7955801,178.169705758804
183.908046,189.453813425912
198.757764,205.439490426564
187.1345029,193.151362980498
142.2222222,137.125757172399
140.969163,147.587655084327
135.021097,147.092602150502
188.2352941,179.485724409628
237.037037,216.794498993059
244.2748092,243.776306688676
186.0465116,189.013517977381
176.7955801,174.227964481982
222.2222222,214.843855262508
214.7651007,223.544209506808
207.7922078,205.097805055159
225.3521127,224.08683778662
242.4242424,248.639261626763
166.6666667,178.240936781645
197.5308642,199.330396994098
190.4761905,193.233838505686
202.5316456,201.360543077042
206.4516129,192.463378915645
183.908046,196.254943515507
197.5308642,207.565332678574
206.4516129,202.22367240833
189.3491124,193.027398861477
180.7909605,183.162378252086
211.9205298,216.067925319819
166.6666667,173.083056550645
153.1100478,160.221279314487
171.1229947,170.441934234541
188.2352941,198.169044141203
171.1229947,171.933806356319
220.6896552,226.80136548527
246.1538462,241.468986068081
231.884058,229.181538452967
231.884058,226.060069948812
171.1229947,193.739132018978
162.4365482,168.39725015922
165.8031088,177.067167708433
190.4761905,190.98620296004
198.757764,189.807182802835
179.7752809,171.423868419764
198.757764,192.647807031768
182.8571429,195.261773966757
202.5316456,205.738675380695
162.4365482,163.308966747798
179.7752809,178.24843444328
173.9130435,184.812789128021
164.1025641,165.704677815073
