"meas","pred"
9.4,8.64955010672086
12.12,8.63622490508459
16.44,8.39361847805731
9.06,8.53881697919082
13.485,8.77541347683858
11.06,8.7096496308339
4.4,8.65671373751369
14.23,8.60491221506534
5.80666666666667,8.8234037627405
4.44,8.9152586143735
11.135,8.91076804054003
5.23,8.70723788120229
9.645,8.90215979277887
6.6,8.63277424961048
5.93,8.80249978789601
6.39333333333333,8.5083516826016
12.12,8.67597814706928
6.13333333333333,8.81655399341864
12.46,8.59640131984132
10.155,8.62347324346893
10.12,8.72355915123764
5.755,8.717939597876
9.91,8.83130835914943
9.11,8.63619893622269
13.41,8.76919537448679
3.07,8.68308885044624
9.49,8.89983185583651
13.45,8.73942540273056
6.725,8.45081503393029
12.135,8.58382311033726
5.28,8.56478262342051
13.3266666666667,8.91135193558056
10.8666666666667,8.67956581813931
7.56333333333333,8.47750157093004
6.52,8.70839369689539
8.03,8.69225503127081
9.63,8.89816737235703
7.08,8.68851813145507
6.87,8.60963320978032
7.01,8.77000187462763
6.145,8.71714506042671
7.77,8.57389530266986
3.545,8.58299203761036
18.095,8.6669085820974
9.32,8.83815501314342
11.25,8.64234693445925
7.03,8.77301272556818
12.165,8.62945352189252
8.14,8.74315389475046
18.92,8.58787622975607
8.81,8.59878658173512
9.12,8.83751183319336
6.48,8.78163785126413
5.535,8.71482448318262
8.065,8.76206163325127
3.365,8.62885417774482
6.72666666666667,8.5444589982195
5.65,8.88586783487463
10.845,9.01092266377532
4.185,8.80990216747641
9.82,8.79446190646868
14.64,8.52352056329907
7.8,8.73941877874836
12.46,8.95551882438904
8.52,8.73213774540981
21.4433333333333,8.82380319371295
7.575,8.62892904401531
7.92,8.79474563640353
13.86,8.90292241853867
10.985,8.83385913091129
6.325,8.50561119436858
10.495,8.46003794028265
9.85,8.55613066769735
7.6,8.50673965045244
7.655,8.7388438335244
6.44,8.76733703667503
11.7,8.58310205154046
12.76,8.74640300165286
14.5833333333333,8.45768476016556
9.64,8.58793045565509
14.31,8.64370883018673
9.03,8.51934106967197
10.42,8.72519978716291
8.01,8.74582979395585
8.855,8.45550564016254
9.57666666666667,8.7800349518022
15.56,8.77146547320924
8.88,8.56541980710334
7.88,8.71199423901627
5.60666666666667,8.79333396664061
12.18,8.79696536139452
11.165,8.85676524863023
9.63333333333333,8.56044370613403
7.58,8.57344011429448
8.76,8.53998292436703
11.8433333333333,8.90466796067988
12.9566666666667,8.52534239859574
8.19666666666667,8.78616336032208
3.445,8.7013612003958
7.23666666666667,8.72419571189564
8.005,8.65706688069275
10.43,8.51291600981816
9.61,8.91955104811914
7.055,8.84179512696028
7.28,8.59401852322455
8.51666666666667,8.78195470702343
11.54,8.88900887130005
14.53,8.80835820685128
10.05,8.80290954962318
6.89666666666667,8.48576736748795
14.5566666666667,8.77109177099376
6.75333333333333,8.83447493779166
8.54,8.54815866290478
5.82,8.51407506437294
8.35,8.42145872636723
7.29,8.53362601970766
3.99,8.56998496330441
5.71,8.43021671559171
9.35,8.55646320497445
4.8,8.49483590983807
16.68,8.551465342163
5.945,8.75486045590469
7.8,8.52234163402335
8.37,8.70761026780012
16.095,8.50975206200561
11.32,8.47787629638009
9.29666666666667,8.74958648878162
8.545,8.72022331655924
7.87,8.66223254749843
9.51,8.54848018986307
8.87,8.81580262948284
10.4966666666667,8.38308427306333
5.795,8.72000398686857
5.955,8.8935471668938
9.18,8.93072032181986
4.47,8.86004483516641
6.445,8.8750018234653
7.85666666666667,8.48931388982006
4.225,8.42197368239221
7.17,8.61402596243429
5.92,8.60059414345244
9.41,8.48838451748075
6.11,8.50977197553866
6.97,8.81259291219144
7.025,8.78384972254182
7.81,8.73112659502415
12.49,8.44711221123548
6.88333333333333,8.93463130168669
7.04,8.73834432880055
9.35,8.85553742129438
12.64,8.51157223075127
10.4266666666667,8.77205657956925
11.355,8.87074696255328
6.415,8.80777966004417
5.49,8.66690401254609
8.04,8.57119559118899
4.885,8.78286345007027
7.55,8.41799621472149
7.73666666666667,8.52453052542145
12.43,8.54530639435027
5.69,8.68403630242841
9.47,8.81631396084398
10.935,8.94529679255538
14.15,8.80356844512011
16.375,8.8193310863555
7.02,8.81532390759558
12.225,8.74342992821661
13.69,8.88987564430165
18.8333333333333,8.70582815282964
9.43666666666667,8.76038714260176
4.16,8.38088640314004
14.77,8.83570621442507
11.32,8.67023415567237
8.29,8.76537926018094
5.17666666666667,8.54358690099659
8.415,8.88175402878197
6.89,8.71114267404784
10.11,8.5560464039989
7.55,8.85030560555979
8.21666666666667,8.85976794355141
6.035,8.63314480267317
7.72,8.69001090526216
7.68,8.40598944171176
10.93,8.77185002789285
8.41,8.33876247974215
4.475,8.62395884029811
5.365,8.79271602028523
13.52,8.9094695026678
10.09,8.47797086688424
4.86,8.28963825343862
9.83666666666667,8.74703451594319
7.17666666666667,8.80856968680178
6.935,8.81250450669757
3.905,8.83964450483356
5.655,8.89602619582537
14.4133333333333,8.77929114602096
5.945,8.61762186578223
7.275,8.80160645950897
6.82,8.77354898507369
3.2,8.45874971020821
9.84,8.64320696931233
9.31,8.59312644638581
6.28333333333333,8.52226825771822
3.50333333333333,8.57928569970095
9.4,8.72824552845646
9.75,8.52502920930042
10.8,8.77701271583263
8.635,8.64863410855695
5.655,8.49887929384755
6.98,8.47927783736956
10.9166666666667,8.74777759198416
7.295,8.64394601201105
8.89,8.73032975967425
11.565,8.21559642803216
9.56333333333333,8.65394282512015
8.17,8.76637684408345
2.965,8.52550563966122
5.765,8.45018927435479
8.88,8.81510146009411
8.81333333333333,8.85698179847947
9.18,8.70927756651376
6.46,8.57879887633339
6.29,8.69012323467519
6.09,8.64567890961555
7.04,8.52687323486808
11.6,8.57722531278515
9.51,8.77231237480785
6.50333333333333,8.79285726861768
4.90666666666667,8.63710948012915
7.685,8.79180916175222
12.7,8.71474099261435
12.35,8.67957222168255
5.015,8.70165946473043
7.28,8.69275066741461
11.1933333333333,8.78728966807811
4.52,8.54694841184519
4.02666666666667,8.65425737709455
4.44,8.44898951915026
8.55,8.88204326816756
3.335,8.60254130961401
3.555,8.59752466496519
3.17,8.79174586082202
9.205,8.66127578580422
7.28,8.51802743184664
5.305,8.57341161618848
4.33666666666667,8.59203879937809
7.235,8.50366358980724
6.865,8.53465297025789
6.24666666666667,8.4956841783996
