Plot,Repeat,NPQ_ind_amp,NPQ_ind_rate,NPQ_rel_amp,NPQ_rel_rate,NPQ_rel_res,phiPSII_ind_amp,phiPSII_ind_rate,phiPSII_ind_res,NPQ_ind_linear,maxNPQ,endNPQ,endFvFm
1084,1,3.366527034,0.010011719,3.132705853,0.02086335,0.426257325,0.274360432,0.015589124,0.478959011,0.044166667,3.56,0.37,0.76
1084,2,3.393177159,0.010403077,2.977969449,0.018699027,0.457951792,0.248910401,0.013717928,0.515777033,0.040333333,3.5,0.38,0.77
1086,2,3.491088912,0.010229885,3.041043658,0.01527408,0.489685871,0.246742073,0.011626644,0.533917647,0.0435,3.6,0.4,0.79
1087,3,3.733633315,0.014668772,3.084051905,0.016638458,0.52799503,0.247985979,0.01005653,0.52145279,0.050333333,3.79,0.25,0.79
1089,1,3.436286052,0.007722053,3.259652441,0.019104591,0.364938537,0.282133072,0.013293148,0.478629561,0.044,3.62,0.28,0.77
1089,2,3.205644804,0.007728007,2.937586506,0.022067635,0.423557266,0.258978208,0.015862134,0.498717938,0.042166667,3.38,0.31,0.77
1089,3,3.383296655,0.009200255,3.082996145,0.01828418,0.455834922,0.2587902,0.01262632,0.508311927,0.046666667,3.62,0.3,0.78
1090,1,3.018754029,0.007113757,2.704408826,0.022429163,0.34668101,0.240330156,0.017078366,0.545376316,0.032166667,3.1,0.24,0.8
1090,2,3.961440815,0.003301642,2.941448553,0.030047644,0.419283641,0.254762229,0.022856787,0.525620318,0.023,3.42,0.29,0.79
1090,3,3.158736715,0.011276404,2.869167993,0.01740871,0.377758619,0.240792737,0.012541338,0.547988193,0.043,3.33,0.25,0.8
1091,1,3.131742552,0.007885225,2.792828834,0.016913477,0.416351245,0.251349521,0.011685599,0.488568414,0.041333333,3.33,0.3,0.75
1091,2,3.030565683,0.009456685,2.682687202,0.019157317,0.402718793,0.235464274,0.01376837,0.54117548,0.037166667,3.18,0.27,0.79
1091,3,2.993292757,0.010010696,2.749465758,0.025483351,0.388158369,0.243927707,0.017367534,0.531143101,0.040333333,3.23,0.24,0.79
1093,1,3.179447983,0.007995786,2.901355374,0.016624433,0.42198944,0.254745513,0.012241622,0.524448382,0.038333333,3.37,0.31,0.79
1093,2,3.422015996,0.009898933,3.118246698,0.015216845,0.441786886,0.258996591,0.010678503,0.522102318,0.041666667,3.6,0.33,0.79
1093,3,3.5551977,0.0070466,3.129568509,0.016853939,0.415640476,0.268871982,0.012205506,0.496633856,0.034,3.61,0.31,0.77
1094,1,3.607612275,0.00830561,3.247819608,0.018326169,0.346033655,0.268875516,0.012842041,0.534379903,0.038833333,3.7,0.26,0.81
1094,2,3.819126444,0.005786168,3.332660044,0.018663878,0.427862357,0.268369049,0.012987103,0.509770812,0.0395,3.87,0.31,0.79
1094,3,3.588356544,0.007172248,3.209146701,0.026703366,0.413733399,0.262785609,0.019941073,0.525925606,0.038666667,3.7,0.31,0.8
1095,1,3.154994779,0.006618025,2.775642299,0.020700412,0.348370981,0.253696205,0.014958798,0.506884103,0.033,3.2,0.25,0.77
1095,2,3.58514802,0.007152758,3.186513211,0.017599663,0.438040343,0.266269045,0.012594947,0.515809892,0.037333333,3.7,0.33,0.79
1095,3,3.298100871,0.007099383,3.021417298,0.020755769,0.383625492,0.263522146,0.015456981,0.514459857,0.039833333,3.48,0.28,0.79
1096,1,3.728895255,0.010700183,3.315739372,0.013730692,0.489042087,0.270471831,0.009040957,0.499444997,0.0435,3.93,0.34,0.78
1096,3,4.111113655,0.006374073,3.389548744,0.019697363,0.549312512,0.267485197,0.013546059,0.49406747,0.031833333,4.08,0.35,0.78
1097,1,3.814323189,0.009243934,3.427563242,0.019125915,0.455882326,0.278059117,0.012404448,0.480004816,0.051333333,3.99,0.31,0.77
1097,3,3.584869293,0.004987934,3.021761026,0.02086118,0.391285461,0.256016912,0.014481653,0.517750686,0.034166667,3.5,0.3,0.78
1098,1,3.504908436,0.005192268,2.989704307,0.023588765,0.432835625,0.245627396,0.017074747,0.536151182,0.0375,3.51,0.32,0.79
1098,3,3.362312475,0.010371288,2.997285615,0.021062215,0.486607289,0.249961657,0.014977511,0.520461409,0.046166667,3.59,0.32,0.79
1099,2,3.468356442,0.006049106,2.976615048,0.021573658,0.446905656,0.248726054,0.0152058,0.527366424,0.036666667,3.51,0.32,0.79
1100,1,3.783692478,0.005110833,3.074361507,0.028317108,0.472920123,0.243724095,0.02040478,0.529897577,0.028833333,3.64,0.3,0.79
1100,2,4.281814219,0.003077907,2.97239538,0.02994789,0.437696645,0.239943431,0.022572178,0.544735366,0.012833333,3.46,0.29,0.8
1101,1,3.663744267,0.008258595,3.340763455,0.014103201,0.382707017,0.288891483,0.009368647,0.463456984,0.047666667,3.78,0.26,0.76
1101,3,3.883763512,0.005709329,3.458526373,0.013625162,0.413947692,0.293012041,0.00908327,0.468140109,0.042166667,3.91,0.3,0.77
1102,1,3.309042664,0.011232339,3.04995266,0.015958001,0.404393558,0.27375856,0.010294525,0.486907863,0.046833333,3.54,0.27,0.77
1103,1,4.490550922,0.00412628,3.76815925,0.01756915,0.354086961,0.307886291,0.012393983,0.475303405,0.036166667,4.19,0.28,0.79
1103,2,4.02943569,0.005215419,3.478525942,0.016113568,0.381890075,0.291885111,0.010947125,0.469428912,0.034666667,3.91,0.28,0.77
1103,3,3.180015136,0.006038472,2.616850983,0.016935263,0.410936427,0.230113318,0.012450254,0.558487677,0.0235,3.13,0.28,0.8
1104,1,4.277299505,0.004322271,3.417137339,0.028823973,0.456802827,0.274621152,0.020478665,0.506374693,0.024833333,3.95,0.32,0.79
1104,2,3.740491046,0.009169759,3.339372547,0.019196236,0.454267456,0.271239686,0.01299624,0.504537881,0.040166667,3.87,0.33,0.78
1104,3,3.58305637,0.004712477,3.043121673,0.029547668,0.393184454,0.262777024,0.020849739,0.507570873,0.030166667,3.5,0.27,0.78
1105,1,4.378088633,0.003101347,3.043673734,0.026093741,0.511277122,0.244896089,0.018428499,0.529389385,0.015666667,3.65,0.34,0.79
1105,2,4.550136383,0.004300695,3.440802718,0.022472564,0.577421477,0.25860591,0.014732578,0.51753506,0.020833333,4.12,0.36,0.79
1105,3,4.156472967,0.005182705,3.195623348,0.024175902,0.571375985,0.25352825,0.017253936,0.500262371,0.020333333,3.87,0.37,0.77
1106,1,3.619847731,0.007244999,3.101401743,0.041590469,0.485837509,0.250937519,0.029427456,0.517852386,0.037,3.64,0.33,0.78
1106,2,3.331087378,0.012425618,2.956873978,0.015762942,0.449267941,0.255458315,0.011343403,0.511682223,0.0445,3.45,0.3,0.78
1107,1,3.478263142,0.006243959,2.905366084,0.024828156,0.512649363,0.23823125,0.017613706,0.53904775,0.026833333,3.5,0.33,0.79
1107,2,2.859632112,0.008463354,2.383479032,0.017567713,0.511469793,0.209363629,0.012478492,0.538437677,0.030666667,2.96,0.37,0.76
1107,3,2.824997748,0.010638859,2.512269239,0.019840553,0.423701899,0.22252242,0.014855405,0.562572174,0.035666667,2.99,0.33,0.79
1108,1,3.085829,0.010001262,2.764816132,0.016320795,0.411989503,0.243095964,0.011390176,0.517060989,0.0375,3.26,0.31,0.77
1108,2,2.74447709,0.012078368,2.464000621,0.021925893,0.388286706,0.225087249,0.016179453,0.544499499,0.036833333,2.91,0.28,0.78
1108,3,3.102380246,0.009437654,2.749034119,0.016042157,0.377359247,0.265144836,0.011222368,0.474962104,0.029833333,3.19,0.27,0.75
1109,2,3.584478486,0.008624686,2.795342911,0.025702818,0.63549992,0.231623335,0.016363845,0.506276416,0.036333333,3.56,0.36,0.76
1109,3,3.291949694,0.009496252,2.783132672,0.021437932,0.496901523,0.244532262,0.013220892,0.496795885,0.038333333,3.42,0.29,0.76
1110,2,2.852808618,0.008684931,2.540327636,0.018679054,0.395377183,0.220004064,0.013357486,0.566908593,0.031666667,3,0.27,0.8
1111,1,3.626473629,0.015144468,3.336588216,0.007342963,0.447550953,0.280919509,0.004982892,0.493110966,0.0515,3.86,0.38,0.77
1112,2,3.125607469,0.00982348,2.684433496,0.027749556,0.505280328,0.240673915,0.015743064,0.470388594,0.042,3.3,0.28,0.73
1113,1,3.627613452,0.006845409,3.162477304,0.01386516,0.391690958,0.281525936,0.009384272,0.474429805,0.0295,3.63,0.27,0.76
1113,2,3.889165861,0.004224154,3.120644999,0.019921999,0.453183606,0.2587902,0.01262632,0.508311927,0.0325,3.64,0.3,0.78
1114,1,3.268935948,0.007413028,2.754130023,0.025140855,0.489808181,0.244094125,0.016055074,0.500643933,0.033833333,3.34,0.31,0.76
1114,2,3.194564043,0.011821897,2.753906322,0.018335169,0.460875648,0.239156967,0.012985428,0.528789151,0.0425,3.31,0.31,0.78
1114,3,3.429458142,0.00993686,3.048793125,0.019664638,0.459928971,0.267957219,0.013868807,0.467182159,0.045333333,3.59,0.32,0.75
1115,1,3.195944283,0.013105338,2.661073123,0.020049718,0.583383935,0.226889429,0.011973709,0.522029894,0.046333333,3.42,0.32,0.77
1115,2,3.032559399,0.015341048,2.74220479,0.013712251,0.361273649,0.254364477,0.009750827,0.524483605,0.045166667,3.14,0.24,0.79
1116,1,3.008291941,0.005917726,2.638454526,0.019670678,0.390185177,0.233660164,0.014905632,0.549401309,0.032333333,3.08,0.31,0.79
1116,2,3.269343582,0.004623095,2.659088872,0.023103783,0.420799567,0.236114626,0.018225713,0.543755786,0.023666667,3.13,0.33,0.79
1116,3,3.104037628,0.0061913,2.629561415,0.015657644,0.405091775,0.227346395,0.01174255,0.552476774,0.025166667,3.11,0.3,0.79
1117,1,3.66770324,0.00636132,3.00865907,0.01923439,0.469348635,0.2500405,0.013477379,0.530191764,0.0225,3.59,0.29,0.8
1117,2,3.830388434,0.002007864,2.266045628,0.037052827,0.354934529,0.232608653,0.026383208,0.497437979,0.013833333,2.68,0.27,0.74
1117,3,3.095712472,0.006845275,2.616354506,0.022272292,0.430848736,0.228623975,0.015524309,0.539103226,0.029333333,3.13,0.28,0.78
1118,1,3.842529274,0.007297818,3.441698464,0.018721268,0.373111324,0.279195174,0.013375353,0.514717589,0.034,3.9,0.25,0.8
1118,2,3.618594811,0.004978206,2.928208807,0.028006176,0.443107094,0.241250144,0.019891314,0.551462761,0.023333333,3.48,0.26,0.81
1118,3,3.632408491,0.004985795,2.997671269,0.022023291,0.429933356,0.246835519,0.015433562,0.538067388,0.024,3.52,0.27,0.8
1120,1,3.611025813,0.006195521,3.020261094,0.015033592,0.475504967,0.260554859,0.010604502,0.484780424,0.0385,3.6,0.37,0.75
1120,2,3.790624798,0.004670699,3.002023604,0.021166735,0.517430178,0.250986409,0.014685542,0.488332367,0.028,3.61,0.38,0.75
1121,1,3.525901303,0.011055905,3.083647082,0.012778044,0.464103736,0.257730366,0.008988718,0.531662359,0.045166667,3.69,0.3,0.8
1121,2,3.358250585,0.010779641,2.937364247,0.01132037,0.456475915,0.257021942,0.007862438,0.51596459,0.041833333,3.48,0.33,0.78
1121,3,3.478715717,0.008376857,2.942428439,0.015460493,0.520492691,0.245422137,0.010289675,0.518713612,0.038166667,3.57,0.35,0.78
1123,1,3.017259471,0.009619299,2.612616102,0.016754859,0.437943228,0.239706138,0.010931226,0.495299686,0.039166667,3.17,0.29,0.75
1123,2,3.649603873,0.003672594,2.830333962,0.03000566,0.378492348,0.258758338,0.021027918,0.494608468,0.025833333,3.25,0.31,0.76
1124,1,3.294559523,0.008886426,2.877714428,0.02027897,0.48485925,0.242536883,0.013515254,0.530566141,0.043166667,3.48,0.33,0.78
1124,2,3.239570384,0.00306701,2.43504646,0.027412972,0.333969089,0.250475563,0.020002339,0.483533601,0.02,2.81,0.27,0.74
1124,3,3.270892591,0.004389287,2.668032006,0.027830534,0.430167204,0.243736226,0.020252627,0.494597511,0.033,3.15,0.32,0.75
1126,1,3.41261541,0.003955847,2.688156091,0.031245383,0.426353771,0.243802371,0.02128345,0.48614275,0.028,3.16,0.32,0.74
1126,2,2.83330955,0.006853385,2.521276407,0.025862372,0.395329131,0.229129731,0.018232227,0.525328117,0.036333333,2.97,0.27,0.77
1126,3,3.269633533,0.009774671,2.973856297,0.026368475,0.376936097,0.270899454,0.017764108,0.489199621,0.043666667,3.43,0.24,0.77
1127,1,3.618118234,0.009736641,2.979301385,0.018836268,0.571912378,0.242842117,0.012318754,0.504050167,0.037666667,3.68,0.42,0.76
1127,3,3.62029699,0.00976513,2.996131702,0.017271305,0.560139437,0.252990892,0.011907054,0.502292382,0.040333333,3.72,0.43,0.76
1129,1,3.13537252,0.014508045,2.660474498,0.011923015,0.463639355,0.24120035,0.008075936,0.510407988,0.042666667,3.25,0.32,0.76
1129,2,3.557003692,0.01047509,3.266778423,0.010140578,0.36956774,0.270669113,0.007513481,0.517140824,0.039166667,3.64,0.31,0.79
1130,1,3.44276433,0.006259318,2.959004024,0.022782261,0.473229368,0.252815963,0.015893467,0.50284791,0.036166667,3.47,0.32,0.77
1130,2,3.773102266,0.006261917,3.201925286,0.021633388,0.523702285,0.25663675,0.013768422,0.501638313,0.041666667,3.83,0.32,0.78
1130,3,3.662031171,0.008337533,3.11054844,0.015874019,0.462673866,0.267750177,0.009245773,0.480000708,0.040166667,3.79,0.28,0.76
1131,2,3.192620675,0.014223871,2.875639709,0.014334507,0.441932854,0.249232032,0.010401633,0.524810102,0.044,3.38,0.32,0.78
1131,3,2.955429067,0.00690887,2.754025192,0.015433637,0.266919789,0.260347946,0.011842618,0.507844497,0.029166667,3.02,0.24,0.77
1132,1,3.467385765,0.007761659,2.745280483,0.015334018,0.506936682,0.23539126,0.010058039,0.540215111,0.032,3.48,0.29,0.79
1132,2,2.988507919,0.017099491,2.379089846,0.014493031,0.471545132,0.214157675,0.009518309,0.562943011,0.047333333,3.08,0.27,0.79
1132,3,3.812236647,0.005728142,2.955250639,0.016012297,0.537014811,0.251377574,0.009246462,0.49971326,0.027,3.68,0.31,0.77
1133,3,3.052483107,0.006939135,2.707961744,0.018906837,0.377930373,0.235834141,0.014188593,0.555346427,0.031666667,3.14,0.3,0.8
1134,1,3.651251,0.004446819,2.924925718,0.019335795,0.42016691,0.262385554,0.01427592,0.499648908,0.023333333,3.36,0.32,0.77
1134,2,3.627317941,0.006514429,2.934144346,0.021516437,0.456210488,0.238053173,0.015158837,0.556921794,0.023,3.49,0.32,0.8
1134,3,3.890787508,0.003809554,2.90693663,0.02265638,0.460269828,0.237515081,0.016765721,0.551336511,0.0195,3.42,0.35,0.8
1136,1,3.566099613,0.008800624,3.212089758,0.031003753,0.508982401,0.266021953,0.021354782,0.476533862,0.0445,3.77,0.34,0.76
1136,2,3.563330201,0.006162272,3.050763953,0.024525549,0.466541181,0.258045614,0.016214105,0.50625188,0.031,3.58,0.31,0.78
1136,3,3.126074114,0.006492786,2.600651656,0.01512457,0.516828779,0.238219879,0.010972103,0.492740702,0.029333333,3.17,0.4,0.74
1137,1,3.180701891,0.011253607,2.746244399,0.019230223,0.545922385,0.231774847,0.014441344,0.527392065,0.0375,3.36,0.4,0.77
1137,2,2.840356498,0.00713745,2.357038385,0.020677404,0.490697058,0.206898305,0.015201086,0.563438336,0.0215,2.9,0.36,0.78
1138,1,3.291195142,0.009840397,2.601390427,0.019722366,0.658399812,0.220650432,0.013951003,0.513822729,0.038833333,3.39,0.37,0.76
1138,2,3.432865361,0.011316828,2.745321252,0.021215846,0.752009671,0.221608501,0.014219567,0.495842935,0.0475,3.63,0.43,0.75
1138,3,3.338917913,0.009723669,2.553414791,0.017771154,0.746913045,0.209453704,0.011631261,0.528602464,0.044666667,3.45,0.44,0.77
1139,2,2.99456747,0.011747292,2.560551474,0.02429919,0.436499998,0.221349823,0.016163504,0.562652462,0.038,3.11,0.27,0.8
1139,3,3.357940336,0.006727929,2.802577143,0.029723658,0.503752807,0.235667723,0.019387379,0.523018179,0.037,3.41,0.31,0.78
1140,1,3.777779301,0.005052008,2.967391343,0.020631443,0.609347414,0.246832377,0.012603599,0.488335035,0.0375,3.71,0.36,0.76
1141,1,2.873319764,0.00699098,2.438507864,0.015523864,0.386131487,0.217469068,0.012361794,0.572441289,0.020666667,2.86,0.3,0.8
1141,2,2.8453252,0.007598673,2.430116098,0.014173213,0.40485243,0.216025733,0.011253926,0.568973077,0.021166667,2.85,0.32,0.79
1141,3,3.181371545,0.00777475,2.886875247,0.010991684,0.280915403,0.255715271,0.008341433,0.544000213,0.0245,3.13,0.23,0.8
1142,1,3.248469774,0.009461432,3.001819039,0.016057141,0.421396235,0.243712372,0.011841382,0.535089717,0.043166667,3.5,0.31,0.79
1143,1,3.29035268,0.007448203,2.732273178,0.026246377,0.600858413,0.230083858,0.016854458,0.506288014,0.039333333,3.44,0.35,0.76
1143,2,3.466336759,0.007112574,2.90650865,0.025174044,0.564418038,0.241498542,0.015914466,0.511640665,0.0395,3.58,0.35,0.77
1143,3,3.24848738,0.006076139,2.651649423,0.026389555,0.494684816,0.226698749,0.019063631,0.537756366,0.0325,3.23,0.34,0.78
1144,1,2.975254238,0.013786744,2.764556257,0.016806328,0.389009273,0.253551674,0.012709256,0.515868988,0.043166667,3.13,0.29,0.78
1144,2,3.177879135,0.011522992,2.813726277,0.014009773,0.42666771,0.241809738,0.010753899,0.539105491,0.0375,3.28,0.31,0.79
1144,3,3.163592587,0.014491034,2.94573912,0.012142554,0.441171191,0.256276283,0.009602703,0.517343694,0.045,3.38,0.35,0.78
1145,1,3.473189923,0.004511084,2.816910753,0.022586758,0.413975807,0.234989849,0.016689176,0.552136682,0.0265,3.26,0.3,0.8
1145,2,3.52261888,0.004691106,2.886381187,0.022860762,0.407088479,0.242582032,0.016655874,0.541411758,0.022166667,3.34,0.31,0.79
1146,1,3.624462272,0.009737453,3.14729325,0.016348274,0.43652506,0.261869091,0.011956893,0.514236799,0.029666667,3.65,0.29,0.79
1146,2,4.202349358,0.007063998,3.413180627,0.015248449,0.571881976,0.261106927,0.010714379,0.512871072,0.026166667,4.08,0.42,0.79
1146,3,3.597136403,0.010412698,3.142783942,0.013277036,0.477412549,0.259182047,0.009454558,0.520743997,0.032333333,3.64,0.36,0.79
1147,1,3.795326486,0.004748797,3.200637691,0.024153919,0.405254811,0.282189012,0.016872063,0.454619286,0.033833333,3.65,0.3,0.75
1147,2,3.139508205,0.008165455,2.867066773,0.01481346,0.307575666,0.276185752,0.010612409,0.475100368,0.033666667,3.24,0.23,0.76
1147,3,3.200842482,0.005678359,2.779098627,0.021736367,0.38456038,0.246753962,0.01528951,0.527375446,0.03,3.26,0.27,0.78
1148,2,3.466007629,0.005604238,2.963760794,0.015495553,0.371361284,0.267337068,0.011318975,0.495425113,0.031166667,3.41,0.26,0.77
1149,1,2.895302974,0.009008579,2.599744555,0.015579901,0.308138716,0.248839307,0.011121685,0.512224269,0.028166667,2.96,0.23,0.77
1149,2,3.398770537,0.005517112,2.889343836,0.022298359,0.370711592,0.251814541,0.016175487,0.535065472,0.028333333,3.31,0.26,0.8
1149,3,3.197751583,0.008929946,3.025011991,0.011605008,0.330919691,0.265080902,0.008466279,0.520135425,0.034166667,3.37,0.26,0.79
1150,1,3.412218701,0.013596116,3.064782365,0.017499089,0.412040101,0.259651495,0.013344691,0.522073077,0.046,3.52,0.29,0.79
1150,3,3.697624924,0.009433507,3.153935183,0.01928916,0.497734026,0.262058696,0.01393347,0.505332362,0.038166667,3.72,0.35,0.78
1151,1,3.010615391,0.015525127,2.700550035,0.015323757,0.442187853,0.227346395,0.01174255,0.552476773,0.044166667,3.19,0.33,0.79
1151,3,3.339016563,0.005777767,2.723918992,0.027261728,0.551920056,0.230483663,0.018669931,0.531335473,0.027833333,3.37,0.35,0.78
1152,1,3.405029823,0.010682962,2.861499764,0.018200771,0.540422512,0.233508793,0.011867454,0.531489849,0.040333333,3.52,0.33,0.78
1153,2,2.9868064,0.018027705,2.689750397,0.009602193,0.329647949,0.250152868,0.006894512,0.535817686,0.048,3.08,0.26,0.79
1155,2,3.777509113,0.004855412,3.226885468,0.027322685,0.416807318,0.284462957,0.018399372,0.448199429,0.037666667,3.72,0.31,0.74
1156,1,3.899505003,0.0096178,3.550032509,0.014806297,0.516670455,0.279116837,0.010287899,0.495881645,0.046666667,4.17,0.38,0.78
1156,2,3.765281377,0.007892857,3.393441633,0.017179953,0.469926767,0.272648794,0.012211312,0.513081632,0.0445,3.93,0.36,0.79
1156,3,3.196725207,0.008445642,2.896425951,0.020313763,0.39478081,0.242062216,0.015821493,0.552587751,0.0345,3.34,0.3,0.8
1157,1,2.697398342,0.013135559,2.319176128,0.01194421,0.36607169,0.215855085,0.009154334,0.555615398,0.035666667,2.78,0.25,0.78
1157,2,2.681783257,0.012086023,2.428830993,0.010593014,0.330539961,0.236690776,0.007760913,0.533554912,0.036,2.79,0.23,0.78
1158,1,3.020720198,0.010527087,2.652590074,0.020061441,0.468222464,0.228502394,0.013685763,0.548217122,0.037166667,3.2,0.32,0.79
1158,2,3.216137926,0.009097174,2.772801167,0.022096807,0.531584132,0.23123611,0.01569437,0.538044976,0.038,3.4,0.37,0.78
1158,3,2.95338646,0.006082337,2.393887604,0.02546885,0.487412004,0.213810236,0.018852833,0.559491738,0.024666667,2.95,0.32,0.79
1159,1,3.354969577,0.007691001,2.970698046,0.020995407,0.439226718,0.244332009,0.015317317,0.533389842,0.036833333,3.49,0.32,0.79
1159,2,3.767461205,0.004719819,3.064567347,0.02147662,0.413305269,0.266071112,0.015252089,0.499954665,0.027,3.52,0.33,0.77
1159,3,3.172840046,0.00948511,2.854000862,0.013051606,0.457006883,0.253795927,0.010212877,0.509470793,0.035333333,3.32,0.38,0.77
1160,1,3.523130673,0.020604429,3.056169219,0.014327022,0.587086746,0.25746089,0.009343039,0.465636869,0.059666667,3.72,0.42,0.74
1160,2,4.10706278,0.009933934,3.675721536,0.018894956,0.583173312,0.290942759,0.011049664,0.444001474,0.0545,4.38,0.38,0.75
1160,3,3.819622968,0.012278282,3.424801717,0.015017148,0.492084599,0.28773853,0.009869016,0.470438748,0.0525,4.04,0.33,0.77
1161,1,3.547868842,0.01010392,3.050552855,0.014168017,0.504617947,0.264157348,0.009735346,0.487543315,0.040666667,3.66,0.38,0.76
1162,2,3.280468829,0.009986889,3.052766737,0.017448158,0.390984877,0.25418532,0.013232149,0.531560775,0.0435,3.48,0.33,0.79
1163,1,3.039517277,0.007610885,2.585496196,0.023319042,0.491146603,0.231462161,0.014110972,0.522902736,0.040833333,3.18,0.3,0.77
1163,2,2.99262443,0.00950174,2.548417179,0.01570574,0.501104289,0.22146355,0.010387005,0.547461967,0.039833333,3.21,0.3,0.79
1163,3,3.026279343,0.009437243,2.719050899,0.012822939,0.383927443,0.245803097,0.009230985,0.52642653,0.041166667,3.18,0.28,0.78
1164,3,3.281855796,0.012461884,2.771554055,0.013690971,0.592812865,0.230280889,0.009653017,0.523843749,0.047833333,3.48,0.38,0.77
1165,1,3.469031717,0.004944208,2.737616984,0.018202172,0.530471971,0.224790366,0.013749909,0.551606117,0.028166667,3.38,0.38,0.79
1166,1,3.427545877,0.010475524,3.119823512,0.013923473,0.382682956,0.273292394,0.009132174,0.501746492,0.043666667,3.63,0.26,0.78
1166,2,3.209385145,0.008720402,2.785989198,0.023946145,0.443516701,0.242662444,0.015638506,0.524841547,0.036833333,3.35,0.27,0.78
1166,3,3.042342442,0.0079236,2.678083396,0.024966271,0.414113572,0.239514338,0.015992773,0.511702378,0.0335,3.18,0.27,0.76
1167,2,3.225236371,0.004922927,2.57137921,0.024612817,0.468201229,0.222263556,0.017360931,0.550695911,0.028,3.12,0.3,0.79
1168,3,2.743599887,0.017092768,2.503019646,0.012366737,0.453770251,0.227763514,0.01012987,0.532352218,0.042166667,2.89,0.43,0.76
1169,1,4.316137598,0.003448363,3.324774565,0.015445454,0.349403192,0.29014979,0.01039199,0.477520322,0.025833333,3.79,0.28,0.77
1169,2,4.084379738,0.005808488,3.370422954,0.016251085,0.514800382,0.27887397,0.010409264,0.474360033,0.039166667,4.04,0.35,0.76
1169,3,3.908865159,0.006474507,3.342250029,0.018763,0.519914683,0.272761357,0.012402739,0.481197008,0.0405,3.98,0.33,0.77
1170,1,2.385001433,0.008314521,1.990692484,0.01598448,0.413213569,0.187407812,0.013935208,0.593657359,0.026166667,2.46,0.3,0.79
1170,2,3.305940459,0.004378579,2.493288911,0.022856541,0.527137114,0.208096436,0.016069604,0.568596007,0.0235,3.11,0.4,0.79
1170,3,3.081927234,0.00386639,2.272343302,0.021854272,0.465460562,0.204258299,0.01715892,0.578049659,0.020833333,2.81,0.35,0.79
1171,1,3.325686892,0.008529565,3.058733143,0.014775272,0.366802501,0.267291497,0.010788308,0.495398745,0.036,3.43,0.29,0.77
1171,2,3.37931797,0.010468246,3.09911481,0.015738131,0.412140057,0.265144832,0.011222365,0.504962118,0.044,3.57,0.29,0.78
1172,1,3.415420803,0.007605566,2.875281109,0.020557828,0.500109209,0.240709793,0.015451349,0.526624855,0.0335,3.47,0.34,0.78
1172,2,3.313714182,0.009114971,2.900068587,0.013036424,0.423742654,0.248016982,0.00960297,0.514520352,0.033166667,3.4,0.34,0.77
1172,3,3.573016498,0.008008668,3.147869869,0.015077726,0.404303192,0.25703807,0.011399781,0.533808773,0.034666667,3.61,0.33,0.8
1173,2,3.19095326,0.011330506,2.771083461,0.009629903,0.412942453,0.263766304,0.006412344,0.474217845,0.046,3.39,0.32,0.74
1174,2,2.967907353,0.007162082,2.540679169,0.016386372,0.426996134,0.221753693,0.012123036,0.557069705,0.033833333,3.05,0.32,0.79
1175,1,3.546842731,0.004573721,2.786463665,0.015467148,0.411885526,0.23988383,0.011528509,0.54081848,0.019166667,3.25,0.3,0.79
1175,2,3.35667818,0.004832462,2.926097031,0.015326206,0.330615429,0.265360774,0.011705508,0.518506876,0.025,3.27,0.27,0.79
1175,3,3.156366802,0.008471629,3.025989753,0.011726618,0.278053403,0.266537506,0.009295918,0.531580003,0.031833333,3.23,0.27,0.8
1176,1,3.475527619,0.006525695,3.129714987,0.012877707,0.330771853,0.276380347,0.009816339,0.494229311,0.028166667,3.46,0.29,0.77
1176,3,2.952332785,0.006531675,2.603717905,0.015598846,0.296251891,0.258787427,0.011915846,0.491904156,0.020166667,2.92,0.22,0.76
1177,2,2.953712416,0.013560599,2.554853026,0.013245769,0.41513461,0.225377115,0.010822247,0.544597639,0.037333333,3.02,0.31,0.78
1177,3,3.438312983,0.013672579,2.851489988,0.018869153,0.568732683,0.241361596,0.012087694,0.495757765,0.049166667,3.55,0.41,0.75
1178,3,3.297224451,0.008372305,3.102112092,0.023249291,0.355331427,0.283518637,0.017134618,0.470806417,0.0435,3.49,0.28,0.76
1179,1,2.769478852,0.009913772,2.56724005,0.015476071,0.341403257,0.237179644,0.011954447,0.539978052,0.030666667,2.93,0.28,0.78
1179,3,3.195038709,0.006379076,2.756064824,0.025220088,0.433816366,0.247383749,0.017111113,0.508184815,0.033833333,3.26,0.3,0.77
1180,1,3.364190733,0.011791822,3.034154024,0.016795497,0.521168033,0.256702598,0.012800157,0.492417982,0.0455,3.59,0.37,0.76
1180,3,3.112419531,0.015512694,2.789510493,0.014839383,0.459337986,0.249260842,0.011332572,0.511172524,0.047333333,3.26,0.31,0.78
1181,1,3.899602738,0.006151819,3.478551514,0.015358799,0.361358166,0.285293004,0.011258363,0.512182791,0.034166667,3.91,0.29,0.8
1181,2,2.972443868,0.004975066,2.530990298,0.026920599,0.364009752,0.237685085,0.019949531,0.535028801,0.025833333,2.95,0.28,0.78
1181,3,3.766006189,0.005269759,3.329681475,0.015893661,0.328282956,0.28539758,0.011540197,0.496488287,0.031833333,3.7,0.25,0.79
1182,1,3.872198829,0.005842337,3.193737977,0.026717023,0.558789881,0.26995106,0.016773808,0.441112343,0.040166667,3.85,0.37,0.73
