Plot,Repeat,NPQ_ind_amp,NPQ_ind_rate,NPQ_rel_amp,NPQ_rel_rate,NPQ_rel_res,phiPSII_ind_amp,phiPSII_ind_rate,phiPSII_ind_res,NPQ_ind_linear,maxNPQ,endNPQ,endFvFm
1182,2,4.559068402,0.005660802,3.897450096,0.019160601,0.544583916,0.286443472,0.012662608,0.491416921,0.044166667,4.56,0.4,0.79
1182,3,5.192831437,0.004159908,4.140722437,0.028366681,0.608018289,0.288670116,0.017419345,0.474280426,0.040166667,4.89,0.39,0.78
1183,2,4.248108231,0.006543837,3.558238793,0.015503344,0.539804868,0.276939581,0.011191243,0.491033967,0.029833333,4.14,0.45,0.77
1185,1,3.009287735,0.005084553,2.395509422,0.022302198,0.449109486,0.207736213,0.016872582,0.575056478,0.021666667,2.89,0.33,0.79
1185,2,2.890930515,0.004907114,2.185311578,0.022633252,0.474095964,0.194818176,0.017951943,0.592164044,0.0155,2.7,0.36,0.8
1185,3,2.910988948,0.005399265,2.275108068,0.021033128,0.458993152,0.197866914,0.016388476,0.58277682,0.015833333,2.78,0.35,0.79
1186,1,2.458248237,0.003842962,1.876394086,0.024756503,0.375538879,0.195350049,0.020667556,0.555512245,0.017833333,2.29,0.3,0.76
1187,1,3.930829805,0.006628256,3.207677934,0.014830969,0.51759063,0.256081105,0.010870867,0.512017924,0.023333333,3.8,0.36,0.78
1187,2,3.641647806,0.00701354,3.057693479,0.012986984,0.473577081,0.257425591,0.009613068,0.514383754,0.026166667,3.61,0.36,0.78
1187,3,3.891189109,0.005785448,3.317143138,0.017084006,0.513683065,0.264622269,0.011704244,0.494535195,0.036833333,3.91,0.36,0.77
1188,2,3.062360634,0.011101324,2.686600902,0.014420102,0.388581118,0.233583362,0.010333325,0.55467757,0.0375,3.16,0.26,0.8
1189,1,3.525428258,0.009388136,3.242559386,0.014066798,0.482113507,0.264908002,0.010173053,0.502862931,0.048,3.78,0.4,0.77
1189,2,3.803722506,0.009423426,3.352099078,0.010546202,0.499830828,0.295028649,0.006176405,0.427575281,0.0515,4.01,0.35,0.73
1189,3,2.801386298,0.006878825,2.344779397,0.028896953,0.547927735,0.214357029,0.020213097,0.506911843,0.032166667,2.94,0.42,0.73
1190,1,3.003733436,0.008678894,2.633535854,0.017086082,0.407164244,0.233969705,0.013206746,0.542631177,0.030333333,3.09,0.32,0.78
1190,2,3.286141149,0.008463305,2.925947121,0.016735461,0.415143035,0.262703285,0.01223455,0.496038069,0.039333333,3.4,0.3,0.77
1190,3,3.533590849,0.006090371,2.909885511,0.018281467,0.46024688,0.244406728,0.013166232,0.533709584,0.025666667,3.43,0.35,0.79
1191,1,3.513278978,0.007015024,3.00929543,0.020069269,0.434562789,0.270563659,0.014179201,0.476717673,0.031166667,3.53,0.3,0.76
1191,2,3.703584633,0.004683957,3.067786564,0.018020239,0.421407415,0.256702597,0.012800156,0.512417986,0.032,3.54,0.31,0.78
1191,3,3.004749269,0.007832231,2.669804477,0.01751358,0.37390344,0.242027914,0.012995923,0.533555302,0.029833333,3.09,0.28,0.78
1192,1,4.558531469,0.006935808,3.994730227,0.018929953,0.500474158,0.30464471,0.012215534,0.472563231,0.037833333,4.64,0.32,0.79
1192,2,3.730171064,0.015013728,3.416091727,0.013144524,0.410729468,0.286017563,0.008741842,0.495305058,0.053333333,3.89,0.29,0.79
1192,3,3.940196161,0.008067202,3.574158181,0.016732313,0.452602612,0.283590039,0.010857571,0.496097605,0.042166667,4.13,0.32,0.79
1194,1,3.539129229,0.00922875,2.964176349,0.019231237,0.480972629,0.244937719,0.012992237,0.531672427,0.035333333,3.59,0.3,0.79
1194,2,3.71047439,0.009639518,3.059257108,0.019583467,0.548429265,0.246384599,0.014571063,0.519503372,0.034666667,3.72,0.37,0.78
1194,3,3.142161663,0.011074827,2.703823042,0.017678208,0.49635506,0.226210298,0.013127936,0.554590122,0.038666667,3.27,0.38,0.79
1195,2,3.526628644,0.007339013,3.091005662,0.019674478,0.45813947,0.261029586,0.011770301,0.505455527,0.041,3.66,0.28,0.78
1195,3,3.372934208,0.006062255,3.009097178,0.016014222,0.400071502,0.255555428,0.011527088,0.53093256,0.038666667,3.45,0.3,0.79
1196,3,3.483748048,0.007826153,3.04633523,0.021421174,0.46825476,0.25538781,0.016011592,0.511907624,0.035166667,3.57,0.36,0.78
1197,2,1.859028148,0.009899996,1.589130427,0.0189636,0.350262207,0.166177708,0.015274206,0.589734959,0.022166667,1.95,0.3,0.76
1197,3,1.682460248,0.00513785,1.196163169,0.031903625,0.462421146,0.141614334,0.026619672,0.563859144,0.019833333,1.68,0.39,0.71
1198,1,3.985297607,0.005559049,3.335940786,0.024748816,0.521650212,0.262445081,0.017433793,0.51031053,0.034666667,3.94,0.37,0.79
1198,2,3.783624236,0.005374396,3.100292516,0.032963479,0.565571933,0.243970948,0.022869301,0.520219635,0.0365,3.74,0.36,0.78
1198,3,3.509669165,0.007343721,3.012709418,0.025613877,0.52925892,0.24142481,0.017318879,0.531879079,0.039833333,3.65,0.34,0.79
1200,1,3.394112494,0.009445832,3.026716116,0.016163399,0.509980867,0.24826944,0.011611634,0.521893997,0.0385,3.57,0.4,0.78
1200,2,3.960214487,0.004159783,3.104639118,0.034109359,0.549223016,0.254046799,0.024500553,0.477063242,0.035,3.71,0.43,0.74
1200,3,3.520461778,0.006655076,3.165978462,0.014407577,0.352218536,0.266058577,0.011462161,0.52122218,0.025166667,3.46,0.33,0.79
1201,1,2.677678277,0.008700652,2.414251643,0.022665155,0.358448008,0.213969977,0.017845578,0.573359363,0.030333333,2.8,0.25,0.8
1201,2,2.86458984,0.009592012,2.48815254,0.019124752,0.387105048,0.219391897,0.016019746,0.579855185,0.024,2.9,0.31,0.81
1201,3,3.175805033,0.007213892,2.706641853,0.018209911,0.432038904,0.231224828,0.015294853,0.558988108,0.022833333,3.15,0.34,0.8
1202,1,3.118418257,0.013766567,2.673684014,0.011316733,0.433283743,0.245788914,0.007351788,0.507513457,0.043,3.31,0.28,0.76
1202,2,3.282847339,0.0092555,2.756380224,0.018780319,0.487786647,0.237752843,0.011593811,0.516383109,0.036833333,3.41,0.29,0.77
1203,1,3.270458666,0.003868247,2.609592598,0.02718129,0.33942204,0.253764235,0.019630743,0.470756927,0.0225,2.98,0.26,0.73
1203,2,2.889550575,0.005615309,2.288708599,0.020076303,0.549876838,0.206946277,0.014373671,0.539688836,0.0285,2.92,0.39,0.76
1203,3,2.488831359,0.007967403,2.182275391,0.02150123,0.413585915,0.219275935,0.01587374,0.51469165,0.030166667,2.63,0.34,0.74
1205,1,2.962281818,0.00878386,2.66178374,0.028815129,0.422280784,0.248115535,0.020289558,0.491380447,0.040333333,3.15,0.26,0.76
1205,2,3.123304942,0.010542152,2.768238809,0.015816393,0.387412183,0.252426056,0.011017596,0.512605028,0.041166667,3.28,0.28,0.77
1205,3,3.345086936,0.005324648,2.897781029,0.019085883,0.34350953,0.274993838,0.012976985,0.461049523,0.033166667,3.29,0.26,0.74
1206,1,3.828122139,0.004021527,3.105080824,0.033057172,0.362240014,0.269255556,0.022894434,0.500435429,0.0255,3.55,0.23,0.78
1206,2,4.189355589,0.005489388,3.309539974,0.024432816,0.550349943,0.254315274,0.016205808,0.52438753,0.022166667,3.98,0.32,0.8
1206,3,3.778792244,0.008066967,3.226572339,0.019952253,0.401723912,0.276529837,0.012950489,0.496809072,0.034333333,3.8,0.24,0.78
1207,1,3.653148799,0.006616475,3.044330942,0.019464795,0.472193073,0.252450271,0.012979388,0.521267517,0.031,3.66,0.29,0.79
1207,3,3.571550938,0.00899883,3.275401809,0.014919833,0.431829023,0.273758558,0.010294523,0.496907873,0.0465,3.81,0.3,0.78
1209,2,3.487312873,0.009797116,3.314536522,0.018073706,0.38278005,0.269548163,0.013541633,0.516058202,0.043333333,3.78,0.31,0.79
1211,2,2.62908477,0.008455724,2.337624697,0.017018789,0.373989794,0.214106552,0.013534045,0.564762436,0.0285,2.77,0.28,0.79
1211,3,3.524220305,0.005809514,3.110657131,0.020066737,0.392620766,0.268057314,0.013975424,0.496785477,0.035833333,3.59,0.29,0.77
1212,2,2.727312911,0.006566657,2.423213125,0.025097352,0.325375205,0.236114626,0.018225714,0.523755785,0.031833333,2.79,0.23,0.77
1212,3,3.330649978,0.008129804,2.895584402,0.021315432,0.518375754,0.240709792,0.015451349,0.516624857,0.042333333,3.5,0.37,0.77
1213,2,3.591256587,0.008617021,3.367245761,0.015084945,0.357675999,0.282712465,0.010791737,0.494711877,0.0405,3.78,0.25,0.79
1213,3,2.973794348,0.007284565,2.785668241,0.020377474,0.331491965,0.26015527,0.015295782,0.498285067,0.037833333,3.13,0.25,0.77
1214,1,3.139239113,0.006664955,2.743307607,0.018695839,0.363090516,0.239283786,0.015073372,0.549637162,0.027,3.11,0.28,0.8
1214,2,3.055278492,0.005999084,2.508164704,0.028466622,0.429697784,0.222005381,0.022306304,0.543844554,0.023833333,2.99,0.32,0.78
1214,3,2.760480352,0.009532584,2.534717185,0.021071187,0.354946308,0.231924693,0.014978387,0.540390587,0.035333333,2.96,0.24,0.78
1215,3,3.243368383,0.005616012,2.654630238,0.030412991,0.506192216,0.233939337,0.021104396,0.508037625,0.0335,3.23,0.35,0.76
1216,1,3.4921378,0.00951063,3.083376376,0.019391345,0.49041737,0.260835898,0.013636026,0.499272548,0.0425,3.68,0.34,0.77
1216,2,3.418048806,0.01010427,3.068094927,0.02405077,0.417346276,0.256964989,0.016958482,0.521882563,0.041,3.57,0.25,0.79
1216,3,3.056117765,0.005759544,2.569533053,0.039285397,0.42521343,0.229918058,0.027264082,0.529601504,0.029,3.06,0.23,0.78
1217,2,3.263148587,0.007130697,2.869588223,0.01767194,0.473053137,0.236501769,0.012746155,0.543459966,0.032166667,3.4,0.36,0.79
1217,3,3.009896687,0.007135882,2.795558821,0.015869074,0.29018488,0.255399552,0.012182312,0.528678876,0.031333333,3.1,0.24,0.79
1219,1,2.879568428,0.007226303,2.631429804,0.023574474,0.296460798,0.257991501,0.017015795,0.503259995,0.031333333,2.97,0.22,0.77
1219,2,3.517191783,0.004416212,2.850709929,0.026535361,0.358212456,0.258787301,0.017885562,0.496303449,0.0255,3.27,0.27,0.76
1219,3,2.671711559,0.010199265,2.410400038,0.02305474,0.297393373,0.231799775,0.017511275,0.553747935,0.034333333,2.75,0.24,0.79
1220,1,3.600794088,0.007569026,3.307565332,0.015121698,0.357235319,0.279163151,0.01078054,0.499183917,0.037666667,3.69,0.27,0.78
1220,3,3.168967919,0.01161347,2.946471453,0.011061284,0.382708356,0.263666332,0.008266273,0.498739463,0.039833333,3.33,0.3,0.77
1221,1,3.164985696,0.005619337,2.746685132,0.026417803,0.31634606,0.247705766,0.018211649,0.525623349,0.029833333,3.12,0.23,0.78
1222,2,3.617981418,0.005445168,3.202512816,0.019515375,0.459260873,0.25402919,0.014148464,0.534469632,0.0355,3.74,0.34,0.8
1222,3,3.549494184,0.00712341,3.243710714,0.02426832,0.44410453,0.25698941,0.017010817,0.52729996,0.043333333,3.76,0.28,0.8
1223,1,3.14404968,0.005263587,2.615783682,0.022068095,0.388727735,0.230434596,0.016658542,0.553125925,0.0255,3.07,0.3,0.79
1223,2,3.971648591,0.007047962,3.59218612,0.012418645,0.395012545,0.292249069,0.009511984,0.492907622,0.032166667,3.95,0.36,0.79
1223,3,1.716042537,0.006173757,1.440258428,0.021880019,0.278806706,0.160387775,0.020183133,0.599102884,0.0165,1.71,0.26,0.76
1225,3,2.989059116,0.006685977,2.59250044,0.030443878,0.426098118,0.233360469,0.02220948,0.528992287,0.034666667,3.08,0.29,0.78
1226,1,3.736088798,0.006402038,3.037621202,0.023996161,0.566434697,0.249489956,0.016538682,0.499136217,0.031333333,3.71,0.37,0.77
1226,3,3.626242963,0.007200744,3.031489983,0.024062689,0.499150462,0.243249418,0.015592931,0.521219875,0.0395,3.64,0.3,0.78
1227,1,3.349761546,0.008974819,2.917502038,0.029388162,0.531139011,0.246905025,0.019652998,0.502287588,0.039666667,3.55,0.32,0.77
1227,2,3.220382568,0.009285342,2.727223536,0.018683547,0.465299675,0.238901508,0.011208302,0.524790873,0.033666667,3.33,0.26,0.78
1228,2,3.016846877,0.009513051,2.74585835,0.016704365,0.325537906,0.259275103,0.012388482,0.503255388,0.034833333,3.11,0.22,0.77
1228,3,3.046487763,0.005366908,2.460386303,0.021286409,0.400043191,0.223776636,0.014712423,0.546516666,0.021666667,2.93,0.26,0.78
1229,1,3.504306991,0.005799716,2.974523435,0.019225508,0.4100849,0.251076766,0.014290032,0.523809544,0.026,3.46,0.32,0.78
1229,2,3.023577028,0.005197252,2.568693073,0.022375976,0.367458591,0.226918148,0.016885618,0.566192856,0.0245,2.98,0.29,0.8
1229,3,3.161034348,0.009209374,2.937481735,0.014857625,0.292537891,0.260010077,0.011526056,0.538124978,0.028333333,3.2,0.24,0.8
1230,1,4.049032578,0.008182197,3.545522236,0.020676914,0.493269689,0.274578506,0.016091222,0.503008318,0.0385,4.11,0.35,0.79
1230,2,4.019466082,0.007895722,3.404417531,0.019252753,0.513664821,0.264731289,0.01261167,0.510078588,0.031166667,4.02,0.34,0.79
1230,3,3.948166249,0.009063646,3.485184365,0.021199445,0.414699049,0.285063019,0.014207961,0.489203954,0.038333333,3.98,0.25,0.79
1231,1,3.169843856,0.006924813,2.857847983,0.037323177,0.41498939,0.258040915,0.027240471,0.493799692,0.043166667,3.3,0.3,0.76
1231,2,3.006075541,0.006450647,2.660403864,0.032933196,0.387012245,0.245589288,0.024690985,0.512007672,0.038166667,3.08,0.28,0.77
1232,2,3.601242026,0.00802574,3.286356073,0.035201082,0.448086537,0.281859758,0.022500983,0.439603719,0.044166667,3.8,0.3,0.74
1233,1,3.474438896,0.006444692,2.865353782,0.024222315,0.447609142,0.228948967,0.016150286,0.561914814,0.025,3.41,0.29,0.8
1233,2,3.537463092,0.00698968,2.971830109,0.022874574,0.457073269,0.247383752,0.017111114,0.52818481,0.035666667,3.54,0.3,0.79
1233,3,3.577607428,0.003842564,2.808756622,0.023654273,0.375183265,0.246612759,0.017959255,0.533576868,0.027833333,3.22,0.27,0.79
1234,3,2.852563237,0.006974375,2.475782693,0.024765779,0.392236236,0.234934302,0.016606052,0.496800083,0.029666667,2.91,0.29,0.74
1235,1,3.239581508,0.007565107,2.842581838,0.02240647,0.461772123,0.232619309,0.016092089,0.553973167,0.035666667,3.37,0.32,0.8
1235,2,3.029320769,0.015637675,2.675348073,0.011564668,0.55016804,0.22527089,0.009083756,0.538126988,0.0455,3.25,0.46,0.77
1235,3,3.172775597,0.005377786,2.758241156,0.029530398,0.378319949,0.247316994,0.021754068,0.531709161,0.030666667,3.16,0.29,0.79
1236,1,3.663074408,0.005313445,2.908418172,0.026218922,0.485169629,0.234794962,0.017945108,0.557454845,0.026166667,3.49,0.33,0.8
1236,2,3.685659981,0.005078626,2.881681494,0.020509311,0.478456907,0.233147159,0.014327075,0.550104583,0.0195,3.46,0.34,0.79
1236,3,3.698998327,0.004711671,2.905072858,0.027200002,0.511006564,0.234112493,0.018996696,0.54260871,0.023,3.53,0.34,0.79
1237,1,3.128725141,0.015976132,2.989135351,0.009462505,0.396736091,0.262845349,0.00717672,0.513687094,0.041833333,3.31,0.34,0.78
1237,2,2.927311779,0.012254617,2.648644627,0.01359232,0.403794298,0.236024383,0.010707148,0.5428637,0.037333333,3.06,0.32,0.79
1237,3,3.165781276,0.007490527,2.823626518,0.017618296,0.304456605,0.249143184,0.013980096,0.540418816,0.0225,3.14,0.23,0.8
1238,1,3.220216419,0.004367707,2.564568865,0.02536924,0.371442796,0.224709973,0.020633402,0.573240026,0.019,2.96,0.26,0.81
1238,2,3.88682788,0.004543967,3.072048162,0.029798316,0.456438155,0.246191016,0.02168928,0.534857139,0.021166667,3.59,0.32,0.79
1238,3,3.289418711,0.004936194,2.672671003,0.02535629,0.427677737,0.225057,0.019491967,0.563741753,0.020333333,3.15,0.31,0.8
1239,2,3.200660429,0.004447709,2.634271348,0.019674073,0.424775632,0.223876522,0.014276678,0.561967551,0.027833333,3.09,0.37,0.79
1239,3,3.193139143,0.007119737,2.93410412,0.016335412,0.320563468,0.270644539,0.011632691,0.487662955,0.030333333,3.26,0.27,0.76
1240,1,2.740758259,0.012929089,2.556506256,0.016915879,0.352350024,0.236019056,0.013775289,0.54078999,0.033333333,2.92,0.29,0.78
1240,2,3.301781372,0.012241521,3.080155825,0.01451393,0.433245729,0.267291497,0.010788308,0.495398745,0.041,3.5,0.33,0.77
1240,3,3.403148812,0.006703734,2.919756492,0.018025361,0.412255779,0.250334765,0.013130713,0.53550375,0.029166667,3.42,0.28,0.8
1242,1,3.427358704,0.005991674,2.974631663,0.026517588,0.441164651,0.246214478,0.018688223,0.535722733,0.0355,3.48,0.29,0.79
1242,2,3.022632887,0.010134713,2.740268223,0.01720839,0.407521102,0.244406728,0.013166232,0.533709584,0.039833333,3.2,0.3,0.79
1242,3,3.359689776,0.00790525,3.037422251,0.019253403,0.421510154,0.25361797,0.014519763,0.523692448,0.045666667,3.53,0.3,0.79
1243,2,3.103925958,0.01738544,2.832824273,0.012558427,0.389824869,0.252418647,0.0085056,0.518357166,0.0485,3.31,0.26,0.78
1244,1,2.96773371,0.003427986,2.202249915,0.028050776,0.348283018,0.215109973,0.020267998,0.547396684,0.018,2.6,0.23,0.78
1244,2,3.166448606,0.006549487,2.810337872,0.021355147,0.352393745,0.255547329,0.016186064,0.516923793,0.0255,3.17,0.29,0.78
1244,3,2.864414333,0.004545491,2.286595946,0.023810196,0.333304033,0.229129731,0.018232227,0.525328117,0.016333333,2.67,0.21,0.77
1245,1,3.121826597,0.01227693,2.906632573,0.014683064,0.442741473,0.255257025,0.010964618,0.499936695,0.042833333,3.34,0.33,0.77
1245,2,3.194713173,0.008597666,3.032465721,0.01202831,0.317398099,0.264590358,0.008810732,0.524110623,0.034,3.3,0.26,0.79
1245,3,3.382763348,0.008516991,3.24611849,0.01204586,0.340891487,0.290093116,0.008739816,0.47849401,0.040666667,3.58,0.26,0.77
1246,1,3.541215884,0.019789648,3.05510427,0.019222603,0.557922796,0.251666713,0.011408185,0.501602134,0.0585,3.77,0.29,0.78
1246,2,3.595080784,0.022486376,3.053750825,0.020028382,0.578912118,0.252816201,0.011798865,0.497232414,0.063666667,3.78,0.28,0.78
1246,3,3.551027402,0.012403986,3.147169504,0.016200398,0.437689752,0.26351835,0.011250846,0.509202235,0.044166667,3.69,0.27,0.79
1247,2,2.769999833,0.005817696,2.477206338,0.01560583,0.320215731,0.222299162,0.013007154,0.575255869,0.026166667,2.77,0.27,0.8
1247,3,3.42357799,0.008975505,2.98332853,0.010972862,0.658145225,0.243084581,0.008161633,0.506654349,0.043666667,3.62,0.56,0.76
1248,1,3.371024286,0.008489109,2.953531585,0.017910054,0.40268335,0.264991415,0.01235578,0.486361457,0.034,3.42,0.25,0.77
1248,2,3.522544794,0.004595364,2.834754323,0.022143418,0.398048308,0.246099451,0.016896141,0.537330768,0.0195,3.31,0.29,0.79
1249,1,3.276461069,0.004863824,2.597127098,0.018036739,0.432954245,0.220444678,0.013165331,0.568250717,0.022,3.11,0.34,0.8
1249,2,3.664840104,0.004120564,2.858120238,0.023403049,0.451567169,0.238329174,0.015825148,0.540682247,0.023833333,3.41,0.33,0.79
1249,3,3.385762489,0.003342849,2.454172885,0.021819568,0.444801793,0.214695285,0.015797223,0.575759599,0.019166667,2.96,0.35,0.8
1250,1,3.394401186,0.005552518,2.774065042,0.02241684,0.4446187,0.233126801,0.01776026,0.554545319,0.0225,3.29,0.34,0.8
1250,2,3.179368708,0.005893073,2.790225322,0.020744413,0.346292209,0.256313967,0.014789354,0.512250198,0.028166667,3.17,0.29,0.77
1250,3,3.09771256,0.00559696,2.588544265,0.022260975,0.393639516,0.229315772,0.017477312,0.554438364,0.018666667,3.02,0.32,0.79
1251,1,3.39266861,0.009078326,3.020671576,0.016770624,0.432415122,0.256972938,0.01224788,0.50299854,0.040333333,3.5,0.3,0.77
1251,3,3.196032556,0.015777105,2.699723331,0.014002744,0.467072934,0.237209658,0.009579961,0.534436839,0.048666667,3.36,0.31,0.78
1252,1,3.25278498,0.008146696,2.871015861,0.011881022,0.387700978,0.268125123,0.008250846,0.474048499,0.0345,3.32,0.28,0.75
1252,2,3.366130612,0.005638202,2.899426914,0.016635253,0.413988671,0.250083999,0.012161908,0.529929888,0.028833333,3.34,0.32,0.79
1252,3,2.735783119,0.014378477,2.537553407,0.018098056,0.346415929,0.227577987,0.01420014,0.54858649,0.036166667,2.89,0.29,0.78
1253,2,3.375579367,0.010024244,2.940134188,0.017800215,0.538398024,0.24180357,0.012038508,0.526750087,0.040666667,3.56,0.33,0.79
1254,1,3.746812245,0.010946541,3.14336138,0.016738128,0.479177761,0.252314527,0.010785368,0.523584555,0.042666667,3.78,0.29,0.79
1254,2,3.478415597,0.008259271,2.924893948,0.020033587,0.514246313,0.244532236,0.013220874,0.506795958,0.0335,3.58,0.31,0.77
1254,3,3.635897339,0.008346483,3.041996092,0.020045085,0.478151307,0.247258707,0.013540574,0.535165003,0.028833333,3.64,0.31,0.8
1255,1,3.547534194,0.010581178,3.116992441,0.015074408,0.380900724,0.270315433,0.01084073,0.502190726,0.0375,3.58,0.28,0.78
1255,2,4.037320508,0.005258574,3.184239192,0.020095669,0.465893348,0.252564491,0.01479504,0.535864835,0.017333333,3.73,0.33,0.8
1255,3,3.319952015,0.007270175,2.82626958,0.015375034,0.343117981,0.248839309,0.011121687,0.542224261,0.0225,3.22,0.27,0.8
1256,2,3.595078041,0.011209451,3.112201511,0.009174104,0.532633003,0.265404856,0.005784778,0.494050002,0.049666667,3.82,0.41,0.76
1257,1,3.289226253,0.010534018,2.730218947,0.020150242,0.483660156,0.232785543,0.014048894,0.545521724,0.038333333,3.38,0.35,0.79
1257,2,3.147246317,0.013118069,2.733794634,0.019158974,0.459120472,0.244038747,0.014556426,0.514446198,0.042,3.26,0.37,0.77
1257,3,2.886860182,0.011904684,2.596098064,0.02260258,0.362708904,0.226293259,0.015921308,0.567571467,0.035,3.02,0.26,0.8
1259,1,3.245356181,0.006655596,2.950201571,0.018786552,0.304777812,0.268951368,0.013646293,0.488337789,0.029833333,3.28,0.24,0.76
1259,2,2.865331195,0.009824463,2.472139675,0.01928322,0.432516995,0.22000405,0.013357474,0.556908635,0.0355,2.98,0.31,0.79
1259,3,4.081396297,0.003443168,3.09478077,0.025897423,0.426771967,0.266623279,0.018747672,0.493373075,0.028,3.58,0.34,0.77
1260,2,3.783459784,0.005979278,3.251330752,0.024690397,0.481963282,0.274273294,0.01540661,0.465080576,0.0345,3.85,0.32,0.75
1260,3,3.93412653,0.009845958,3.630681536,0.017589103,0.482821077,0.288624351,0.011656736,0.460632671,0.051166667,4.26,0.33,0.76
1261,1,3.586065208,0.004812599,2.913278359,0.018757894,0.435987025,0.256400115,0.01169979,0.490872856,0.030833333,3.45,0.31,0.76
1261,3,3.161069925,0.009911026,2.868154656,0.020083927,0.410179511,0.258353818,0.013995925,0.488711265,0.042333333,3.38,0.25,0.76
1262,1,4.443988787,0.003159906,3.223149313,0.015753032,0.405346654,0.273334935,0.010976909,0.504183101,0.020833333,3.68,0.32,0.78
1262,2,3.304108033,0.00424672,2.628847501,0.020093551,0.391078704,0.231061046,0.015106616,0.553994542,0.024666667,3.08,0.29,0.79
1262,3,4.367135533,0.003328137,3.152000748,0.018906648,0.475623451,0.27717153,0.012945747,0.439741648,0.025166667,3.68,0.39,0.72
1263,2,3.354063899,0.004507377,2.746143573,0.021391205,0.33056168,0.264854193,0.01578194,0.47047069,0.025666667,3.1,0.27,0.74
1263,3,3.340423117,0.006239398,2.799512615,0.0169095,0.447530085,0.243376851,0.012089608,0.518907967,0.036833333,3.34,0.33,0.77
1264,2,2.478625394,0.011363956,2.363126421,0.017308811,0.29227396,0.237717589,0.01317731,0.539156838,0.032833333,2.66,0.24,0.78
1264,3,2.694228225,0.013050749,2.416951653,0.021082206,0.381916033,0.222705722,0.015513703,0.556481654,0.038166667,2.87,0.28,0.79
1266,1,3.007768647,0.016768869,2.600336092,0.014968613,0.420449206,0.242015063,0.009736781,0.50976413,0.044,3.17,0.32,0.76
1266,3,3.109322338,0.007453369,2.82800047,0.031873584,0.34423838,0.269172294,0.021531982,0.456148715,0.034333333,3.22,0.26,0.73
1267,1,3.477785243,0.005171518,2.847921834,0.018652374,0.432655668,0.246124323,0.013430328,0.520681726,0.026666667,3.33,0.34,0.77
1267,2,3.28750683,0.006187903,2.711887955,0.017332117,0.489126311,0.230113312,0.012450249,0.538487696,0.030666667,3.3,0.38,0.78
1267,3,3.553614705,0.008669689,3.104165278,0.016979881,0.571445718,0.255595029,0.01252004,0.496287965,0.042333333,3.76,0.46,0.76
1268,1,3.538067633,0.005870451,2.901673897,0.041025957,0.509809228,0.235167015,0.027216163,0.53233,0.029833333,3.49,0.29,0.79
1268,3,3.231769488,0.018836991,2.7611087,0.01614233,0.473998805,0.236104604,0.011329428,0.53278265,0.0515,3.37,0.29,0.79
1269,1,3.49141637,0.012915284,3.082974873,0.013795261,0.444980115,0.272641854,0.009393009,0.487458439,0.0495,3.65,0.32,0.77
1270,1,3.075481908,0.013735981,2.869301133,0.022118228,0.300566256,0.253990242,0.015580918,0.535056249,0.0445,3.25,0.23,0.79
1271,2,3.358058628,0.007214373,2.808438169,0.015778131,0.514693153,0.23715529,0.010561581,0.519382843,0.039166667,3.43,0.33,0.77
1271,3,3.529790917,0.010531428,3.209875021,0.018956168,0.420058744,0.264145284,0.012704156,0.513473305,0.0475,3.8,0.25,0.79
1272,3,3.326171156,0.011265624,2.888023747,0.014970427,0.465526534,0.242555802,0.010731651,0.537617523,0.042166667,3.47,0.34,0.79
2002,1,3.544328861,0.007147693,3.197461373,0.017417084,0.397459842,0.282079979,0.012709294,0.470735019,0.039166667,3.64,0.29,0.76
2002,2,4.133537252,0.005001667,3.342895338,0.019579311,0.456303647,0.259797655,0.013513082,0.52811527,0.02,3.9,0.33,0.8
2002,3,4.372626884,0.004984146,3.641064045,0.030635477,0.545612674,0.283744345,0.019949419,0.449761676,0.038166667,4.26,0.35,0.75
2003,1,3.242525325,0.006679406,2.670997921,0.023533447,0.508910649,0.228861563,0.016058999,0.532176245,0.035666667,3.28,0.33,0.78
2003,2,2.898550982,0.005851209,2.364594894,0.027993103,0.487144148,0.223095463,0.019873371,0.507842781,0.0315,2.91,0.32,0.75
2005,1,2.998242144,0.007155791,2.778297111,0.023162724,0.293915454,0.270124394,0.01698785,0.491578331,0.035833333,3.1,0.22,0.77
2005,2,3.318855755,0.00590931,2.893520649,0.027195405,0.394825205,0.24380564,0.018726602,0.536242239,0.031,3.34,0.26,0.79
2005,3,3.330734687,0.00413319,2.685548688,0.023585603,0.34373364,0.231799774,0.017511274,0.563747936,0.024833333,3.08,0.26,0.8
2006,1,3.660266912,0.00874466,3.270957384,0.010603534,0.487333019,0.260438523,0.008216321,0.513094612,0.036333333,3.74,0.39,0.78
2006,2,3.531314369,0.007683451,3.081793112,0.019395828,0.446531668,0.250160844,0.01361261,0.539708154,0.0345,3.64,0.32,0.8
2006,3,3.673185596,0.009296764,3.283639885,0.01163266,0.472674702,0.271253872,0.008543724,0.510574825,0.037333333,3.76,0.38,0.79
2007,2,3.953767826,0.003599898,3.110178865,0.026449795,0.408276232,0.270819531,0.017741699,0.464862817,0.0275,3.57,0.3,0.75
2007,3,4.075077198,0.005882396,3.574904867,0.026997861,0.450230384,0.290841984,0.018496387,0.464581554,0.039,4.09,0.34,0.77
2008,3,3.274199868,0.006804041,2.799345321,0.01763241,0.470994362,0.244406727,0.013166232,0.513709585,0.0355,3.33,0.32,0.77
