"Plot","Repeat","A_maxPAR"
"1283","3",25.2634634757498
"1063","1",37.4161724753538
"1311","2",32.2225662228324
"1085","1",24.6318062538887
"1152","2",21.8481250684212
"1195","1",34.2205567714158
"1251","1",20.8776028970085
"1021","1",12.6211128529408
"2020","1",18.5572449907432
"1119","2",19.5255326104179
"1101","1",27.9999849822134
"2024","1",23.4448001958898
"1311","1",25.9360642304398
"1259","2",25.7215951824444
"1156","2",30.3514087561607
"1271","1",26.5066348691189
"1088","3",16.8617868114903
"1021","2",17.4408582001568
"1152","3",23.487564246219
"1032","2",29.1162822864746
"1283","1",28.2714456997859
"2020","3",18.1112481489427
"1276","3",26.8364345001214
"1131","3",22.5220442408303
"1318","1",34.7777749620108
"1259","1",30.4818518229298
"1054","3",37.6621095225455
"2011","2",18.1200292959365
"1280","2",26.085814154232
"1063","3",28.5745765492599
"1156","1",19.8513529685632
"1139","1",14.9260019623283
"1139","3",27.8160680162575
"1141","1",11.0869544662034
"1195","3",19.98047387598
"1195","2",27.2319876781444
"1029","1",10.0563947288902
"1276","2",12.8300071308376
"1247","3",26.318194906512
"1247","3",26.4770664419618
"1199","2",32.3341438047372
"1176","3",23.7649690128657
"1131","2",23.8267227752149
"1141","3",25.3292806492116
"1271","2",30.1504981322713
"1054","1",29.132525790748
"1023","1",26.0851066022416
"1247","2",26.5869628109409
"1119","1",24.9564555463485
"1085","2",23.7109733391964
"1152","1",20.7736179326824
"1029","2",15.272504921881
"1311","3",16.6054463467557
"1247","1",29.1661638359244
"2080","3",32.6359227280702
"2086","2",30.5030475495103
"1118","3",37.2324309397635
"2224","1",26.4412915364446
"1209","1",41.1649578794871
"1079","3",34.4239115639775
"1246","1",17.1752246496142
"1078","2",40.7594118637734
"2240","1",28.9461902967234
"1319","3",39.067106258987
"2239","3",39.2902690186807
"1065","2",31.3697781218271
"1097","3",26.9469448100553
"2111","2",17.1298298841226
"2280","2",25.6148911191036
"2080","1",28.4962323984198
"2296","1",21.4339097003149
"2224","2",30.1138803336091
"1047","1",1.80791055474317
"1078","1",28.0275205537019
"2208","1",37.1678932743421
"1150","3",22.7790726386017
"2008","3",19.6886541309695
"2111","1",24.0096220503891
"2296","2",32.7366937718482
"1191","1",37.0939351717442
"2086","3",24.3082323547284
"2280","3",25.3645662079448
"1320","1",26.6034569491951
"1320","3",19.7030885723531
"2072","1",30.8451486114057
"1191","3",30.1615262520142
"1312","2",30.1304820040366
"2038","2",17.0999586158821
"2080","2",24.5575540548675
"2296","3",27.3423221648631
"1239","2",15.8973969758753
"2206","2",33.1533841721887
"1079","2",32.5745893633557
"1047","3",19.3984411318236
"2240","2",34.71298202196
"1246","2",32.0935553000878
"1168","1",20.3774563251004
"2240","3",30.5035025131466
"1319","2",32.9868691508394
"1168","3",13.7889482447243
"1065","3",6.77986804919533
"1038","3",9.93930157871127
"1057","3",18.3415717775779
"1118","1",33.7986883832074
"2320","1",17.8667395038335
"2320","2",31.5216368860104
"1118","2",28.498445370921
"1239","3",33.2932962008543
"2111","3",35.7800523620811
"2120","2",2.12356072902154
"2208","3",39.782414013847
"1097","2",35.2101673091292
"1057","1",35.2986330132689
"2320","3",28.6170142965202
"1079","1",26.5436131979637
"2239","1",30.424814243017
"1078","3",23.8811815454836
"2072","3",31.1866443054823
"2072","2",13.6659847633002
"1150","1",12.4064866783913
"1207","3",24.1791943199965
"1190","2",6.48036648900317
"1205","1",4.36537152675236
"2180","2",17.9358142392801
"1203","3",40.748988563733
"2164","3",27.6284963947048
"1060","2",28.7773259460242
"2033","3",32.3255296440531
"2113","2",20.5810146681551
"1281","3",29.7808516437887
"2081","3",20.5733756940898
"1027","2",34.2092016440496
"1217","2",32.1095582827925
"2029","1",18.451002101567
"1221","2",17.3356451698336
"1212","2",17.2255805513168
"1221","1",31.5545947186477
"1075","3",33.2593217012044
"1075","2",34.143467707207
"2029","2",7.10319819629315
"2036","1",6.40213193643716
"2033","1",4.18162904985806
"2081","1",19.2057081955336
"2017","3",31.8865792721488
"2145","2",28.6589423980516
"1011","3",13.7280884769863
"2217","3",24.7656494685467
"2017","1",26.6555548967885
"1212","1",21.7233113399115
"2029","3",10.3561805281482
"2036","2",16.5251848011613
"1212","3",26.6072594972314
"1235","3",32.2362475779072
"1027","1",22.5361097766454
"2315","3",24.5721845636835
"1221","3",16.0956562019771
"2043","2",8.56476425907737
"1060","1",26.6325177951522
"1067","1",24.3444376653101
"2217","2",29.8581128958543
"1273","2",10.316840899013
"1273","1",25.0853226611729
"1217","3",29.1115263817603
"1313","3",6.01223027363194
"1173","1",23.5524342510433
"1300","2",3.73588372170709
"1235","2",30.4100861397719
"1117","2",30.1277710960091
"2123","1",25.7125338736974
"2123","3",15.58557722909
"1203","1",29.4202110096673
"2017","2",11.2549467608033
"1300","1",14.3254399405435
"2043","3",18.8725940160398
"1117","1",26.3207865026345
"2113","3",17.1262609325673
"1313","1",22.2834973149368
"2145","3",17.8199118104488
"1011","2",17.6429947935789
"1205","3",23.9772855910036
"1203","2",14.6907649448568
"1300","3",23.652065564312
"2036","3",14.0136461593803
"2060","2",26.7863815241982
"2180","1",27.175952267463
"2123","2",27.0485869930421
"1117","3",21.8018723059391
"1173","3",3.42112702409025
"1313","2",18.4734979385887
"1281","2",22.9964349777992
"2081","2",9.67568866129059
"2145","1",19.9952800281127
"2315","2",27.3320319771512
"1011","1",13.8565666735725
"2253","2",27.7121470750766
"2261","2",20.9063346335342
"1231","3",25.3749556971623
"2254","1",25.3443866634913
"2270","2",31.8775674696523
"1040","2",28.0797698156939
"1224","3",22.4689744552822
"1224","2",22.2462180565945
"2253","1",17.82112547692
"1256","2",3.27814835899322
"1046","3",15.1783506048067
"2094","1",2.19919120458871
"2222","1",25.6394869676897
"1112","2",26.6928616891765
"2014","2",23.5713818683053
"2045","3",30.3195286647408
"1215","2",26.8512307249893
"2198","2",22.4328758155386
"2070","2",29.841668079553
"1120","2",25.3716184606466
"1040","3",14.0791192513247
"1264","1",-0.466293868622704
"2173","1",16.4971172500221
"2253","3",12.7084504957797
"1030","3",15.0382609778958
"1022","3",10.07230350195
"1022","1",17.5590971842805
"2094","3",0.838559633222031
"2246","3",17.0812427449224
"1272","2",33.179071682643
"2214","1",33.5024434064985
"1134","2",19.0100971950261
"1039","2",31.0683850179911
"2246","1",6.59152905423112
"1024","3",23.4324151427374
"1112","1",15.6073908386707
"1112","3",27.5671701303571
"2149","1",20.658921129629
"2173","2",6.75835252376451
"2277","3",15.3893254619892
"1254","2",24.2291410761869
"1134","1",24.636792178216
"1263","2",20.414620865708
"2270","3",17.2974203971299
"2270","1",12.5004066072467
"1256","1",17.0104216171363
"2173","3",24.4714942350343
"1263","1",29.1373532902764
"2261","3",31.4525163152953
"2261","1",21.8589804767073
"1215","1",20.8374991823783
"1208","1",13.8043980468501
"1208","2",14.7756998943138
"1224","1",14.763275770836
"2277","1",19.9036327476277
"1022","2",17.1289704669342
"1254","1",13.309566698325
"1263","3",22.0497305610315
"2246","2",4.60582495823946
"1231","2",12.7320292656579
"1264","3",22.1761591886841
"2149","2",23.2954408134771
"2198","1",31.782841516066
"1215","3",31.9502488620162
"2222","2",23.020086837758
"1039","3",21.9751860546685
"2070","3",22.8928838282136
"1120","1",21.9793768675845
"2014","3",26.9647679472646
"1208","3",20.8678046299265
"2149","3",21.5164061379683
"1030","1",9.66038789924522
"1046","1",19.5167550247991
"1134","3",16.538707388237
"2286","2",18.4382485029548
"2286","1",17.2432337885106
"2025","1",37.4750575911553
"1033","2",40.7905482582581
"1137","1",7.82659786092584
"1146","1",30.3838946985535
"1121","3",22.2329691165976
"1129","3",38.2310525249707
"2144","1",27.9271792005184
"2317","1",21.037591726761
"2184","2",31.4554551789745
"1122","1",24.3741693804059
"2184","3",32.2883035992872
"1218","2",30.6825085538364
"1106","1",12.5212953491733
"1210","3",16.7578895666883
"1089","2",29.232802587012
"1137","2",21.001030140164
"1146","3",21.1543111295691
"1094","1",10.2394512560848
"1094","3",8.45541340016574
"2317","2",18.304390081559
"2121","1",14.3205726801584
"1298","2",30.1657983854397
"1218","3",23.2085110388329
"1122","2",22.2131421515614
"1210","2",29.0813497269909
"1178","1",28.3356904597061
"2025","2",23.1688104660393
"1049","1",10.7622807866574
"1089","1",34.8464699757625
"1170","3",27.1615345240028
"2144","2",36.3106760350237
"1170","1",23.2335271015547
"1034","3",28.7355583959627
"1282","2",29.4147621007494
"2209","2",23.2091543727833
"1297","1",15.6322299185347
"2153","3",15.8449884243306
"1129","2",29.3109510884369
"1049","2",20.4511638047699
"1193","1",27.8306259772731
"1170","2",17.454300867723
"2155","1",23.2750076292389
"2155","3",25.1384103063487
"1210","1",34.4224024639317
"1282","1",28.5618365591784
"1106","2",16.6401067741684
"2153","1",24.2916358167373
"1033","3",35.5245209110901
"1193","2",28.6502373736729
"1049","3",19.4429445293629
"1193","3",22.0845249306022
"2308","1",23.3846122236547
"1094","2",19.150228899065
"1298","1",30.3522938993144
"2209","3",15.550245322455
"2121","3",17.13827237809
"1298","3",28.778366674337
"1122","3",-0.430521174768521
"2209","1",26.7853476248464
"1178","2",28.9579560725486
"2065","3",15.7669436014237
"1106","3",20.1705004583746
"1194","3",24.5126309888543
"1148","3",27.9558336183021
"2163","1",36.0272332183749
"1236","1",33.1465236453873
"2019","3",33.7496111768111
"2274","2",24.7076704661235
"2235","1",25.6369876269235
"2171","2",16.8587783416071
"2235","3",34.7218014430862
"1244","1",29.6057520352917
"1236","2",29.9224663238926
"1132","1",24.8317334724686
"1196","2",29.0528102227956
"1132","2",7.83102117869638
"1292","1",30.927937844034
"2067","1",28.9768104757998
"2163","2",36.5735931457807
"2147","2",16.4332191725086
"1035","1",28.7781783607737
"2227","2",27.4412050681303
"1315","3",12.1484670690497
"1196","3",27.1429187505519
"1108","2",23.1105176518004
"1306","1",28.0362445186173
"2138","1",0.90713858394028
"1148","1",36.1026634882998
"2210","2",23.373860445315
"2210","1",21.4588540758431
"2067","2",24.8461187425696
"2186","3",12.815826801516
"1211","3",23.4851588488902
"2203","1",6.67057629978144
"1299","1",18.2256290448158
"2211","1",26.2497177512738
"1211","2",25.1347968387117
"1124","2",5.61917761377769
"2203","2",22.7602965765783
"2250","2",21.9277098083465
"2098","1",7.76651329488974
"1292","2",21.7839207923586
"2186","1",11.0616158912555
"2067","3",28.3076559160904
"2019","2",28.2626720065233
"1299","3",13.4103135429847
"1147","1",25.8813186627078
"1148","2",0.315962714208245
"2171","1",12.0531093242639
"1036","3",31.2610282367824
"1116","2",20.487094200643
"2186","2",11.8912872244594
"2227","1",17.4455408108485
"2250","1",24.9460482921168
"1155","2",33.2502996380833
"1155","1",38.7197776913961
"2019","1",35.9377761928824
"1306","2",12.4224615464003
"1147","3",22.0085745702003
"2227","3",16.9913004955159
"1108","3",28.1007757527725
"1124","3",22.1012642567665
"1132","3",18.5451221287599
"1147","2",3.9912702965892
"2138","2",24.997445541116
"1253","3",32.5406181233477
"1253","2",29.2008192035637
"2134","3",29.4327128296978
"2129","3",31.6349348747051
"1070","1",9.74688522348754
"2030","1",32.5590464800917
"1053","3",35.6900169140856
"1069","2",29.1257495048145
"2301","3",21.9077592639163
"2085","1",18.5311801322328
"2013","2",23.7612518455757
"2172","1",40.6171508834553
"1070","3",18.7749338489677
"2142","3",23.6529613198427
"1062","1",25.0751920683523
"2140","3",29.0758533436714
"2284","2",32.2486302044398
"1142","2",27.1665466931272
"1142","3",41.5741476373591
"1198","1",26.6003175510946
"2220","3",20.4794234283645
"2117","1",15.7915874713736
"2229","1",14.2963553092461
"2125","3",18.2846567205415
"1165","3",21.6147006527265
"2125","2",22.4705891281365
"2013","3",32.5556179855477
"2085","3",26.1314405254902
"2182","2",33.4283942589874
"1126","2",33.4475874286892
"2230","2",8.88503769245315
"2124","1",21.5797867202154
"2218","2",27.1547312768114
"2228","3",22.9298265543311
"2284","1",34.2647094994915
"2229","2",22.6658327131985
"2293","3",23.9005294288993
"2053","1",17.5244232354663
"2293","2",23.9738068509998
"2085","2",13.3925119337558
"2284","3",13.8909396887114
"2140","2",21.454859736829
"1126","1",18.9842719521434
"1070","2",6.99114523579181
"2140","1",24.1578204230533
"1062","2",18.7950820564775
"2118","2",20.4251438081864
"2182","3",17.2206329534179
"2118","3",18.9771492339085
"2220","2",16.8914494051825
"2030","2",15.1404127646772
"2293","1",19.5863859648742
"1125","3",6.68442179146801
"2021","1",15.2057036881436
"1125","1",4.54059514939993
"2213","1",13.56009631675
"2125","1",14.529071709279
"1301","2",31.0325685799463
"1301","1",28.1019571112501
"2172","3",12.1887459202281
"2134","1",30.2914375280659
"1253","1",4.25518926050621
"1126","3",27.247649262329
"2134","2",21.2752616853792
"1278","2",18.3025059483784
"2118","1",37.849121588714
"2142","1",19.1266604168628
"2142","2",7.79999146459643
"2220","1",21.5048938225999
"2021","3",19.2785976497942
"1165","2",19.7854271478907
"2053","2",21.0342271676303
"2053","3",25.7555630841765
"1031","3",30.4396337770118
"2119","3",28.8345590054364
"1103","2",13.8852047937799
"2055","1",27.6096135750158
"1135","1",12.4037686013738
"1288","1",24.4375554094217
"2032","2",21.9046297516651
"1288","2",28.6609704787638
"1240","1",31.3398488891221
"1009","2",17.4228590612096
"2200","1",30.8579479214811
"2264","1",9.9003742998732
"1103","1",12.7929191112063
"2135","3",24.7973441866788
"2119","2",27.4793520907494
"2071","2",26.0463859925218
"1015","2",23.1695891488503
"1071","2",23.8615778696904
"2311","1",18.8186711537659
"1296","1",24.8489828787131
"2264","2",24.0818301947791
"1016","2",26.7707947940215
"1192","3",41.7102439617974
"1192","1",26.3140436197697
"1031","2",30.9021398434604
"2079","1",19.0370929081776
"2279","3",25.7083832027624
"1135","3",27.1360369055511
"2263","2",9.92520342839434
"1223","2",24.9292037543786
"1128","3",11.6012199607702
"2311","2",16.1202195862539
"1296","3",23.4770918893733
"1058","2",26.2749419341405
"1071","1",20.6086718601903
"2264","3",14.8883802446289
"1128","2",12.4204902216942
"1128","1",6.58288384425477
"2119","1",18.0902840376742
"2295","2",7.25519487897424
"2287","1",12.3556007358406
"2287","2",12.7128890212243
"1240","2",20.328960290579
"1015","3",13.6162405883056
"1296","2",17.5916466438149
"1080","1",21.3707551708329
"1058","3",12.2523774983673
"1009","1",7.31430433280197
"2295","3",14.4747154755399
"2135","1",31.0854231431765
"2279","2",19.6212819809014
"2079","3",16.1607136247201
"1071","3",22.3358315551619
"1031","1",24.9351400979707
"1303","3",29.7453575939118
"2263","3",7.53396782785715
"1135","2",13.8642367703925
"1240","3",27.0573150968985
"1073","3",34.7067080840459
"3032","3",12.2490446779123
"1016","1",18.9816737868067
"2195","1",15.2241458124973
"1077","1",25.4624277185943
"2195","2",33.0497991398313
"2006","3",18.4571836806
"1186","2",9.58019878758954
"1110","1",23.0028901175116
"1309","2",28.9051955173763
"1092","3",17.763094747699
"1092","1",11.11618680808
"1316","2",31.2465532018408
"1066","3",31.1677802255252
"1159","1",16.9688642476306
"2102","3",22.1718138304392
"1133","2",13.3245920090668
"1133","1",14.7698040907563
"1186","3",23.2074525024523
"1174","3",15.3347404434107
"1174","2",31.0976334736177
"2318","2",22.3230633903647
"1059","1",39.0559559194401
"2010","3",11.0112428123204
"1174","1",41.042765995594
"2188","3",15.4951446737493
"1295","2",17.0199939738621
"1159","3",12.2249826635928
"2202","1",12.2001015004075
"1013","1",28.71293679271
"1013","2",21.5512026016978
"1243","2",25.1506027985496
"1186","1",4.01750101862961
"1309","1",18.7900017289154
"1316","1",23.4831906463739
"2068","1",20.6181783183983
"1066","1",16.3146079146725
"1243","3",12.7994515930134
"1110","2",11.2296361177207
"2202","2",7.66585171091033
"2318","3",7.73897282355714
"1013","3",22.4282730055978
"1182","3",21.0893579503924
"1005","1",5.15967370061029
"2202","3",10.7144509765755
"2197","3",2.23680418897478
"1274","3",17.9014685979482
"2068","2",8.14794661552055
"2215","3",18.2536750085402
"2195","3",17.9950966031264
"1066","2",18.2834727626254
"2015","1",13.656317349721
"2061","3",17.5865974032629
"2015","2",8.46147122535127
"1077","3",19.9911545383862
"2061","1",11.5294684184832
"2251","1",25.5199421505624
"1317","3",33.0488771879261
"1005","2",1.81935870061239
"1059","2",23.899707382033
"2188","1",14.0229513286329
"2188","2",32.5738257976709
"2131","2",14.7682393177151
"1295","1",34.4786760294928
"2197","2",16.924713239189
"1226","3",23.9874821690307
"1200","1",28.7356613723178
"1095","2",21.9110642876338
"1025","2",26.0499219221575
"1003","3",28.3820381343528
"2219","3",29.6890296968463
"2236","3",24.321986457428
"1048","3",31.8658973159609
"1041","2",31.5901673486899
"1270","2",10.7597831616654
"1270","3",8.99821495736301
"1261","1",25.5090094034234
"1149","1",6.50583186287548
"1200","2",30.8346712321714
"1041","1",31.8100864177806
"1127","1",22.4337687782431
"1127","2",16.9760004019918
"1048","1",31.1483675165204
"1275","2",3.4396788217296
"1074","2",16.3928193734334
"2100","3",18.3216267485079
"1003","2",29.2343888793996
"1270","1",10.2580758447763
"2087","3",20.5273401322404
"1261","3",24.5345253751588
"1200","3",23.949479484864
"1185","3",36.7403694452968
"1095","1",28.9175468281546
"2159","3",28.1141717676077
"2004","1",20.6658294748298
"1138","2",26.9719052241448
"1222","3",18.1595400383709
"1185","2",10.7950268223637
"2087","1",0.0741219088150064
"1285","3",2.11727245441354
"1226","2",23.5959757522499
"1226","1",22.5958440831017
"2112","1",18.7291597372765
"1074","3",6.09650192409773
"1275","1",18.8335031131558
"1138","1",20.5668455515274
"2159","1",18.9933348442356
"2257","2",5.49519043285511
"2219","1",17.6476703152401
"2236","1",19.381727660052
"2236","2",20.2223951287828
"2112","3",16.0799119604289
"2031","1",13.1402195273189
"1149","3",6.59293276710606
"1285","2",17.3545510919637
"1041","3",29.5573681868902
"1222","1",22.1684809912837
"1025","1",7.96125045618408
"1275","3",23.2290370924784
"2219","2",25.0452924866251
"1138","3",25.3676590652944
"2257","3",10.3766144202039
"2257","1",7.76620353735378
"2112","2",27.3809429205211
"1285","1",12.1233513740945
"2266","3",11.475557903042
"1187","2",25.4889018826759
"1068","3",20.449472261295
"1068","2",17.8480398095666
"1179","3",33.748364509665
"2290","1",16.9835854712111
"1228","3",22.4724950359104
"1252","1",29.5290893234397
"1100","1",21.3523930011509
"2037","1",20.3592990310686
"1113","1",4.87825565044419
"1113","3",12.1300535588974
"2037","3",6.17402275553434
"1115","2",12.7720978495626
"1197","1",8.85288652066182
"1187","1",35.1592212147116
"2101","2",24.5630098472473
"1061","1",20.274068399355
"1163","1",32.640090424195
"1267","1",16.722235730616
"2290","2",24.5488768527918
"1267","3",29.882931166943
"2083","3",15.100369349232
"1227","3",13.0438930543371
"1100","3",27.6701943856611
"2133","3",3.85517194250701
"1307","1",25.6006008455089
"2095","1",20.0819606358625
"1026","1",33.5072193379522
"1289","1",16.0562744157206
"1233","2",32.7304855911124
"1172","3",16.0201705117413
"2083","2",27.4495934112651
"2168","2",29.6974890817627
"2165","1",27.5108995012512
"2095","3",18.8574165098288
"1268","2",17.6191414704012
"2168","3",6.01988185354483
"1061","3",21.692223093376
"1164","2",16.237194245734
"2133","1",20.2146716034424
"1113","2",15.8712801230556
"1268","3",17.0232415967053
"1233","3",16.6849913443072
"2189","3",0.258821956120934
"1233","1",21.5061568021836
"1169","3",13.2260620919776
"1026","2",7.68846069540445
"1179","1",9.46571828688503
"2165","2",10.673400158563
"1061","2",16.0862152082267
"1289","2",9.27735726318158
"1267","2",18.085098665857
"1068","1",15.1836996646549
"2101","1",18.7600395551625
"1228","1",14.4121487357128
"2168","1",22.652090276954
"1291","2",9.20749112154926
"1169","2",8.34811986408164
"1197","3",6.74078495877368
"1291","1",18.9079663030476
"1164","1",7.43992414408241
"1044","3",37.6999932218971
"1144","2",15.0523424740957
"2207","2",8.57845349337477
"1279","1",17.674310418576
"2143","2",29.0983256145843
"2207","1",7.68413632050877
"1257","1",21.204897483257
"2207","3",7.15410983260738
"1232","1",26.1425791008344
"2062","2",21.3411584952351
"2062","1",13.179789699985
"2128","1",23.6118745309214
"1241","1",24.6514093028279
"1087","2",18.1247868391416
"1102","2",37.3315149945602
"2103","3",15.3116841688419
"2103","2",14.6117923975554
"1262","2",9.85436848061177
"1216","3",27.3596528787318
"1279","3",12.5117129304475
"1279","2",20.0943534508748
"2063","2",11.5418464219629
"1286","1",12.3719738136317
"2062","3",1.01151782074428
"2136","1",3.37452883717986
"2039","3",15.9768128485808
"1230","3",24.3747635163632
"2039","1",11.2505135938129
"1144","1",19.4642504939713
"1232","3",20.2326760238443
"1257","3",28.5766428246849
"2084","3",23.6724000601682
"2128","3",30.8683476788827
"1286","2",12.8869596668395
"1206","2",23.8901794808095
"1102","3",25.6732199417979
"2167","3",9.74141766984145
"1286","3",18.6927455007925
"1201","1",24.0935792687658
"1087","1",15.8429841429082
"1183","3",17.307571801313
"1245","1",15.7529201585179
"2063","3",7.48868076270145
"1230","2",22.3719948301958
"1216","2",10.6127518262159
"1104","2",14.4166945022115
"1104","1",13.4028117659646
"1245","2",18.5642830189207
"1201","2",19.4074889908463
"1102","1",31.4123985889013
"1044","2",26.327000612445
"1287","2",18.3707510238075
"2007","2",15.3144693968105
"1262","3",9.51123831282674
"1232","2",32.1185676942312
"1245","3",18.8762699006857
"2107","2",21.6377440354383
"1087","3",11.9411772024651
"1183","1",29.4383163313001
"1262","1",7.96533951545076
"1014","1",25.6600328434919
"1064","2",13.403970591308
"1229","2",17.6241249945438
"1238","1",24.8715411858077
"2262","2",24.7214797736539
"1277","2",38.5326006095834
"2069","1",32.2047836301237
"2109","2",21.5003189403395
"2205","3",28.548959392113
"1189","3",18.8101129474026
"1294","3",24.4592092832057
"1248","1",34.9858434205964
"1160","1",32.7814551555238
"1158","2",19.8241276210569
"2166","2",38.1630693980619
"2205","2",28.2546825488146
"1293","2",23.7083097697092
"2282","3",12.8856095307644
"1158","1",15.912963202224
"2262","3",25.7358704659317
"1160","2",11.1490059416876
"2282","2",14.2157244432538
"1229","1",22.3562928047121
"1213","2",15.1932079686273
"1277","1",18.9833050099213
"1189","2",16.6463629623546
"1188","2",21.9062306031854
"1310","1",14.2045107970229
"1302","2",12.5660705148256
"1302","1",19.7828516849917
"1294","1",15.9522684336852
"1293","3",18.8793911060347
"2278","1",17.7625792144238
"1136","2",23.2193189666447
"2282","1",26.1290857890863
"2116","2",25.5908808728729
"1006","1",16.3021861888207
"1189","1",26.7021149950472
"2265","2",17.5644037578816
"2157","2",9.2242913079709
"1293","1",20.3605384516937
"2166","1",17.54027991202
"1006","3",23.407182452888
"1294","2",34.7306278245014
"1064","1",8.31483641541818
"1248","3",23.8824508852405
"2166","3",35.321546878175
"1143","3",24.3895376596855
"2054","2",44.1498525096031
"1171","1",26.6350406800102
"1083","2",24.6087648095228
"2022","3",31.3502693270218
"2022","2",37.8613785285478
"2126","1",35.5787962639296
"1181","2",15.310548761026
"1220","1",30.8957084096947
"1143","2",20.4359531080041
"1019","1",27.590643264394
"2154","2",26.1747401367568
"1181","1",29.4425324349402
"1220","3",26.4311433205503
"1105","3",12.0106463695371
"2206","1",18.0157307298706
"1269","1",22.5437180393767
"1151","2",32.8319512112199
"2022","1",24.7452586254989
"1143","1",15.4380520490223
"2054","3",25.5944577979266
"2154","3",18.2508904716768
"1171","3",23.4560754181346
"1154","2",22.6543318621963
"2206","3",15.3942900687241
"2126","2",22.6867184496612
"1055","2",6.56712055031869
