PlotID,Repeat,C,N,CN,d13C,d15N
1280,Pooled,44.14,3.25,13.565296,-15.78,2.26
1281,1,41.15,2.88,14.30106812,-15.84,2.39
1281,2,43.20,3.40,12.72084685,-16.13,2.96
1281,3,39.90,3.15,12.67100688,-15.89,1.32
1282,Pooled,43.70,2.78,15.7084435,-15.45,0.67
1283,Pooled,46.70,3.25,14.3799884,-15.69,2.09
1284,Pooled,45.10,2.96,15.21286085,-15.64,1.84
1285,1,43.51,2.81,15.46726872,-16.13,3.68
1285,2,44.29,3.00,14.74247961,-16.20,4.40
1285,3,42.44,2.67,15.89854867,-16.10,2.43
1286,Pooled,45.59,3.12,14.59493083,-15.71,2.80
1287,1,41.20,2.60,15.82533963,-15.53,3.17
1287,2,43.28,3.21,13.47038242,-15.53,2.84
1287,3,43.35,2.70,16.05291004,-15.42,2.72
1288,1,41.08,3.21,12.78190413,-16.36,3.12
1288,2,43.36,2.69,16.10117158,-16.01,2.92
1288,3,44.05,2.28,19.2995859,-16.14,3.30
1289,Pooled,42.75,2.95,14.48247927,-15.72,2.29
1290,Pooled,45.29,3.34,13.54568232,-15.95,1.53
1291,Pooled,49.79,2.98,16.68390428,-15.58,1.73
1292,Pooled,42.90,3.23,13.29568744,-15.65,1.75
1293,Pooled,42.71,2.39,17.8664215,-15.75,3.33
1294,Pooled,42.28,3.06,13.79490404,-15.66,2.22
1295,Pooled,43.48,3.33,13.04824059,-15.53,2.99
1296,Pooled,42.81,2.86,14.9433931,-15.78,3.62
1297,1,42.09,2.65,15.8613956,-16.76,4.76
1297,2,43.16,2.77,15.58687219,-17.01,3.94
1297,3,44.15,3.01,14.6462625,-16.84,4.57
1298,Pooled,46.22,2.26,20.46123623,-15.95,1.91
1299,Pooled,42.92,2.41,17.84121321,-15.82,2.27
1300,1,43.64,3.32,13.16454116,-15.95,3.08
1300,2,43.32,2.85,15.19863362,-15.77,2.39
1300,3,43.79,3.11,14.10058403,-15.71,2.13
1301,1,44.26,3.63,12.17670368,-16.09,3.38
1301,2,43.51,3.05,14.2628437,-16.09,2.82
1301,3,43.78,3.35,13.05699613,-15.94,2.93
1302,Pooled,43.91,3.07,14.29330108,-15.63,3.26
1304,Pooled,46.39,3.31,14.03489782,-15.77,3.30
1305,1,43.95,2.39,18.39129628,-15.81,1.88
1305,2,43.96,3.07,14.313959,-15.91,0.53
1305,3,44.21,2.54,17.40249777,-15.84,0.78
1306,Pooled,46.39,2.24,20.70949923,-15.49,1.54
1307,Pooled,,,,,
1308,Pooled,44.55,3.10,14.35658278,-15.71,0.35
1309,1,43.63,3.46,12.60243401,-15.71,2.69
1309,2,44.55,3.03,14.69075554,-15.36,3.01
1309,3,38.73,3.14,12.33071235,-15.59,2.68
1310,Pooled,45.97,3.33,13.79562371,-15.88,2.96
1311,1,45.03,3.32,13.56220371,-15.80,2.39
1311,2,44.30,2.60,17.02464487,-16.73,1.69
1311,3,44.06,2.75,16.0260478,-15.73,1.85
1312,1,46.24,3.08,14.99107584,-15.95,1.96
1312,2,43.94,3.37,13.05858086,-16.17,1.80
1312,3,45.73,3.13,14.60483972,-16.00,0.85
1313,1,42.34,3.15,13.45771598,-16.04,0.75
1313,2,42.77,3.57,11.98117757,-16.14,1.04
1313,3,43.27,3.04,14.23013559,-15.98,0.86
1314,Pooled,43.49,3.56,12.21468593,-16.07,1.68
1315,Pooled,44.78,3.81,11.74503668,-15.90,1.30
1316,Pooled,44.94,2.62,17.13816869,-15.57,0.86
1317,1,42.19,2.46,17.16545439,-15.55,3.09
1317,2,39.21,2.13,18.38208861,-15.86,4.67
1317,3,42.21,2.43,17.37815234,-16.00,3.06
1318,Pooled,45.29,2.93,15.46919815,-15.99,2.87
1319,Pooled,44.75,2.84,15.77694456,-15.83,2.22
1320,Pooled,46.92,3.20,14.66026767,-15.96,1.52
2001,Pooled,45.78,3.50,13.07508389,-15.69,0.88
2002,1,43.76,3.53,12.39126259,-16.01,2.41
2002,2,44.03,3.22,13.6607865,-15.88,1.45
2002,3,40.94,2.93,13.97986229,-15.87,1.89
2003,Pooled,45.28,2.93,15.46686194,-15.61,1.78
2004,Pooled,45.31,3.89,11.64431549,-15.94,0.71
2005,1,46.64,2.41,19.32308852,-16.10,3.59
2005,2,45.44,2.18,20.85026447,-16.08,3.36
2005,3,46.07,2.67,17.25212896,-16.25,1.80
2006,1,43.52,3.23,13.48739126,-15.37,3.68
2006,2,43.24,3.16,13.67031477,-15.50,3.24
2006,3,42.92,2.52,17.06555059,-15.26,1.25
2007,Pooled,43.78,3.30,13.26187561,-15.94,3.11
2008,Pooled,45.71,4.51,10.14443407,-15.94,3.56
2009,1,43.21,3.45,12.54182197,-16.10,3.59
2009,2,44.39,3.05,14.53315721,-16.23,3.04
2009,3,43.51,3.54,12.30852142,-16.42,0.85
2010,Pooled,43.21,3.98,10.86491079,-15.90,1.29
2011,1,42.94,1.90,22.5628133,-15.83,1.31
2011,2,43.43,2.14,20.32047733,-16.10,2.19
2011,3,,,,,
2012,Pooled,44.70,3.17,14.08893878,-15.34,0.89
2013,1,42.78,2.29,18.65473679,-16.03,1.69
2013,2,42.47,2.46,17.25845595,-16.21,1.46
2013,3,43.53,2.69,16.17436112,-16.08,3.23
2014,Pooled,43.76,3.75,11.65269911,-15.76,3.09
2015,1,43.64,2.79,15.62397405,-15.79,1.55
2015,2,46.06,3.63,12.68128712,-15.92,3.10
2015,3,44.87,3.08,14.5669266,-15.81,1.37
2016,1,45.13,4.91,9.183809118,-16.90,4.67
2016,2,43.47,3.84,11.31038536,-17.04,2.82
2016,3,43.37,3.38,12.84710633,-16.74,3.07
2017,Pooled,43.17,2.98,14.49093701,-15.43,1.76
2018,1,48.77,3.65,13.35186343,-15.75,2.99
2018,2,43.06,3.51,12.26802503,-15.87,2.65
2018,3,41.81,2.90,14.42981562,-15.45,3.28
2019,Pooled,43.41,2.55,17.02458634,-15.78,1.86
2020,Pooled,46.82,3.29,14.24475879,-15.83,0.83
2021,1,37.41,2.28,16.42000043,-16.50,2.08
2021,2,63.64,3.99,15.95687601,-16.11,2.94
2021,3,42.41,2.36,17.93584192,-16.29,2.62
2022,1,46.19,3.73,12.39815421,-16.04,3.08
2022,2,45.31,3.58,12.66020385,-16.03,4.34
2022,3,44.38,2.49,17.81925051,-15.44,3.17
2023,1,46.85,3.33,14.06963061,-15.94,1.99
2023,2,44.41,3.21,13.8152046,-15.75,3.07
2023,3,43.69,3.58,12.20235988,-16.12,2.33
2024,Pooled,46.15,3.22,14.34771621,-16.22,2.74
2025,Pooled,45.75,2.59,17.6759685,-16.00,3.33
2026,Pooled,45.52,2.24,20.34059446,-15.50,2.29
2027,1,43.98,2.83,15.54719614,-15.83,2.90
2027,2,44.35,2.90,15.28339182,-15.90,4.50
2027,3,43.70,3.34,13.07929931,-15.76,2.99
2028,1,41.48,2.43,17.09680146,-16.46,0.04
2028,2,42.48,2.85,14.89454693,-16.08,0.36
2028,3,42.36,2.64,16.07343758,-16.18,1.53
2029,Pooled,45.38,2.76,16.41172369,-15.56,2.18
2030,1,41.27,2.25,18.37108437,-15.97,2.15
2030,2,53.16,3.70,14.3565768,-15.80,3.42
2030,3,45.16,2.78,16.21848173,-15.99,1.52
2031,Pooled,46.30,1.88,24.60127293,-15.33,0.36
2032,1,47.99,3.61,13.28294434,-15.52,2.93
2032,2,44.76,3.22,13.9142102,-15.24,1.83
2032,3,47.35,3.64,13.00378654,-15.72,2.26
2033,Pooled,46.07,2.85,16.15334504,-15.42,1.60
2034,Pooled,44.28,3.71,11.92870376,-15.77,1.94
2035,Pooled,47.16,3.49,13.50086249,-16.24,3.17
2036,1,46.35,2.62,17.68684232,-15.89,0.88
2036,2,47.33,2.66,17.76796764,-15.88,1.50
2036,3,43.25,2.17,19.92506563,-15.79,1.26
2037,Pooled,48.75,3.18,15.33305443,-15.65,2.37
2038,Pooled,46.33,3.47,13.36401812,-15.79,4.44
2039,Pooled,34.73,2.63,13.21248206,-15.83,1.42
2040,Pooled,43.16,3.27,13.21477527,-15.71,3.23
2041,Pooled,39.11,2.55,15.31970061,-15.52,0.69
2042,1,47.72,3.28,14.55697539,-15.73,2.88
2042,2,47.52,2.58,18.44926116,-15.82,2.18
2042,3,47.59,2.55,18.68002278,-16.08,2.32
2043,Pooled,43.95,3.44,12.78857404,-15.57,4.48
2044,Pooled,47.03,3.70,12.69354549,-15.66,2.35
2045,Pooled,42.47,3.06,13.8654,-15.73,0.46
2047,1,45.88,2.81,16.32052051,-15.80,2.81
2047,2,44.39,2.95,15.06830636,-15.88,1.49
2047,3,46.99,2.59,18.16629075,-15.93,1.49
2048,Pooled,45.75,2.88,15.86190827,-15.51,2.31
2049,1,45.01,2.83,15.87930596,-15.68,3.37
2049,2,45.63,2.94,15.54157774,-16.09,3.13
2049,3,44.32,3.34,13.27138307,-16.07,4.50
2050,Pooled,45.79,2.83,16.16131932,-15.53,1.08
2051,Pooled,44.37,3.64,12.20128637,-15.70,4.44
2052,Pooled,45.73,2.30,19.89128515,-15.78,1.88
2053,Pooled,43.76,2.99,14.63722126,-15.84,1.42
2054,1,44.13,3.79,11.62937213,-16.07,4.43
2054,2,43.65,3.11,14.02561716,-15.60,4.24
2054,3,43.13,3.54,12.1857339,-16.03,4.95
2055,1,42.96,2.61,16.47686313,-15.68,1.70
2055,2,42.85,3.20,13.39105711,-15.68,1.18
2055,3,44.10,3.26,13.53671481,-15.72,2.51
2056,Pooled,42.12,2.54,16.55136301,-15.63,2.82
2057,Pooled,46.21,3.63,12.72712231,-16.50,1.99
2058,Pooled,47.10,3.53,13.33303383,-16.44,2.19
2059,1,42.66,3.02,14.14932029,-15.95,3.72
2059,2,42.20,2.93,14.40996176,-16.16,4.10
2059,3,42.40,2.37,17.87862974,-15.92,2.52
2060,1,43.07,2.56,16.82876668,-16.06,0.78
2060,2,42.77,2.64,16.22806319,-15.95,1.07
2060,3,42.58,2.55,16.72608741,-16.08,1.38
2061,1,43.47,2.89,15.02814676,-15.99,3.05
2061,2,42.16,2.83,14.91267068,-16.08,2.34
2061,3,41.72,3.06,13.64381137,-16.00,0.75
2062,Pooled,46.58,2.54,18.3085955,-15.71,3.73
2063,Pooled,45.55,3.46,13.15428109,-15.50,1.86
2064,Pooled,44.23,3.28,13.4637779,-15.84,2.41
2065,1,43.13,2.95,14.62302998,-16.21,3.86
2065,2,41.25,2.94,14.04554323,-16.28,2.22
2065,3,45.12,3.27,13.80351114,-16.40,4.54
2066,1,42.49,2.19,19.38573437,-16.34,2.70
2066,2,44.06,2.72,16.22136038,-16.42,3.20
2066,3,43.86,2.37,18.52944508,-15.80,1.35
2067,1,43.54,3.23,13.46566713,-16.78,3.41
2067,2,43.75,3.36,13.03269158,-16.23,4.63
2067,3,43.76,3.44,12.7252178,-16.19,4.22
2068,Pooled,45.37,3.63,12.51118964,-16.08,1.31
2070,Pooled,44.16,3.45,12.7941898,-16.00,3.66
2071,Pooled,45.03,2.60,17.31047724,-15.53,1.29
2072,1,45.94,3.01,15.25221862,-15.71,3.89
2072,2,45.27,2.62,17.26025813,-15.62,3.89
2072,3,44.41,2.61,17.024035,-15.64,3.47
2073,Pooled,44.20,3.20,13.82921022,-15.97,3.28
2074,Pooled,45.33,3.26,13.89946625,-15.63,1.13
2075,Pooled,46.14,3.03,15.20296431,-15.45,2.54
2076,Pooled,44.35,3.73,11.87782927,-16.28,0.36
2077,Pooled,46.22,3.57,12.94433708,-16.41,4.21
2078,Pooled,43.69,2.59,16.83686882,-15.50,2.36
2079,Pooled,43.70,2.73,16.01621388,-15.43,2.70
2080,Pooled,44.53,3.07,14.48649534,-15.85,2.35
2081,1,44.10,2.93,15.03306796,-15.78,4.11
2081,2,36.44,2.15,16.92527763,-15.84,4.28
2081,3,39.43,3.17,12.43409686,-15.97,1.93
2082,1,44.00,2.76,15.93096848,-15.75,2.33
2082,2,44.53,2.81,15.8353145,-15.85,3.34
2082,3,43.52,3.40,12.80582663,-16.00,2.59
2083,1,42.11,2.93,14.36650198,-16.33,3.42
2083,2,43.30,3.07,14.10208379,-16.31,3.51
2083,3,42.36,2.48,17.08719071,-15.95,2.95
2084,Pooled,42.86,3.93,10.89642523,-15.88,2.27
2085,Pooled,45.75,2.69,16.99270952,-15.63,1.98
2086,1,47.94,2.29,20.92254222,-15.61,2.77
2086,2,46.31,2.60,17.78466684,-15.64,3.07
2086,3,48.19,2.89,16.69353406,-15.98,3.55
2087,1,46.22,3.06,15.08725999,-15.75,3.19
2087,2,45.20,3.06,14.7714616,-15.86,2.06
2087,3,44.01,2.15,20.42605418,-15.46,1.81
2088,Pooled,47.47,4.22,11.24462186,-16.10,2.46
2089,1,44.85,2.43,18.46325961,-15.21,4.24
2089,2,44.01,2.39,18.37881509,-15.51,2.42
2089,3,43.02,2.47,17.4175344,-15.74,2.05
2090,Pooled,41.11,2.88,14.25131932,-15.82,2.56
2091,Pooled,,,,,
2092,Pooled,39.16,2.34,16.72726736,-15.58,2.85
2093,1,42.48,2.93,14.51274469,-15.59,3.25
2093,2,42.95,2.31,18.58256783,-15.71,3.24
2093,3,41.74,2.29,18.26073768,-15.57,3.40
2094,1,44.25,2.74,16.14911542,-15.94,3.19
2094,2,43.13,2.48,17.38400884,-16.21,2.30
2094,3,43.09,2.88,14.95846549,-16.02,3.02
2095,1,39.86,3.06,13.02969437,-15.86,3.05
2095,2,43.29,3.19,13.58468316,-15.86,5.43
2095,3,40.70,3.10,13.14778575,-15.76,3.77
2096,Pooled,47.69,3.49,13.67126886,-15.78,2.91
2097,Pooled,43.72,2.99,14.59744896,-15.53,2.94
2098,Pooled,45.16,2.79,16.17098566,-15.62,2.52
2099,Pooled,45.21,3.53,12.79416863,-15.85,2.88
2100,1,43.17,3.25,13.29738104,-16.15,1.72
2100,2,43.94,3.62,12.12143873,-16.07,2.54
2100,3,44.72,3.53,12.6845875,-16.05,3.14
2101,Pooled,43.19,2.85,15.15776421,-15.34,2.88
2102,Pooled,46.44,2.64,17.56329549,-15.78,3.63
2103,Pooled,46.27,3.52,13.16062595,-15.94,2.50
2104,Pooled,44.07,2.78,15.8269258,-15.47,4.48
2105,1,41.48,2.93,14.14136532,-17.17,5.32
2105,2,42.71,3.36,12.71854982,-16.76,5.51
2105,3,39.84,3.21,12.39529496,-17.07,3.97
2106,Pooled,,,,,
2107,Pooled,45.53,2.35,19.35675776,-16.24,2.88
2108,1,47.18,2.70,17.49443468,-15.47,3.22
2108,2,47.15,2.49,18.92041649,-15.63,2.57
2108,3,47.43,2.68,17.67923802,-15.81,4.57
2109,Pooled,44.11,2.89,15.28356726,-15.91,3.09
2110,1,42.10,2.71,15.5514891,-16.03,3.63
2110,2,44.08,2.60,16.98739786,-16.03,3.68
2110,3,47.42,2.88,16.49226945,-15.97,3.97
2111,Pooled,45.83,3.63,12.6278688,-15.55,3.65
2112,Pooled,45.08,3.19,14.11556311,-15.52,3.85
2113,Pooled,47.17,3.62,13.03166729,-15.86,2.67
2114,1,44.40,2.23,19.89667543,-15.57,2.00
2114,2,44.45,2.72,16.36037963,-15.57,2.50
2114,3,45.50,3.19,14.2471121,-15.66,4.03
2115,1,47.63,2.90,16.44536676,-15.94,3.99
2115,2,47.80,2.72,17.58248505,-15.82,3.41
2115,3,46.74,2.58,18.12469174,-15.95,3.70
2116,Pooled,44.90,2.94,15.29500857,-15.93,1.51
2117,Pooled,46.58,2.89,16.09768813,-15.78,3.63
2118,Pooled,43.09,2.77,15.56858136,-15.63,4.24
2119,Pooled,44.05,3.42,12.88400668,-15.64,3.76
2120,1,36.39,2.11,17.23241828,-15.78,1.40
2120,2,43.57,2.73,15.94718929,-15.64,3.10
2120,3,42.81,3.31,12.94918377,-15.74,2.10
2121,Pooled,49.93,3.07,16.26845457,-15.84,2.75
2122,Pooled,44.65,2.51,17.78159122,-15.62,1.77
2123,1,43.17,2.47,17.47359468,-16.16,3.68
2123,2,41.61,2.47,16.86302438,-16.38,4.08
2123,3,44.05,2.67,16.52162921,-16.18,4.27
2124,Pooled,40.57,2.64,15.34556933,-16.71,1.96
2125,Pooled,44.93,2.77,16.22350253,-15.69,3.81
2126,Pooled,44.19,3.14,14.09078449,-15.47,4.24
2127,Pooled,44.95,2.68,16.79651498,-15.44,3.81
2128,Pooled,42.65,2.59,16.45856329,-15.34,2.52
2129,Pooled,43.05,3.43,12.55502674,-15.66,2.77
2130,Pooled,45.22,3.60,12.54387652,-15.81,2.86
2131,Pooled,,,,,
2132,Pooled,41.63,2.42,17.20603587,-15.25,2.16
2133,1,43.39,2.93,14.8285398,-16.57,3.20
2133,2,42.59,3.00,14.197997,-16.14,2.42
2133,3,44.12,3.07,14.37201607,-16.32,4.04
2134,Pooled,43.08,3.20,13.45024499,-15.97,3.23
2135,Pooled,45.57,3.22,14.15969995,-15.68,3.38
2136,1,44.72,2.85,15.68435623,-15.79,4.02
2136,2,45.44,3.16,14.39353001,-15.68,3.44
2136,3,44.90,2.96,15.15851034,-15.74,3.49
2137,Pooled,46.81,2.84,16.47518303,-16.13,3.84
2138,Pooled,44.43,2.93,15.14367573,-15.52,2.54
2139,1,40.53,2.59,15.63661503,-16.16,2.78
2139,2,43.22,2.99,14.43531387,-15.82,4.29
2139,3,39.60,2.60,15.24619612,-15.96,3.66
2140,1,48.66,4.17,11.67536159,-16.41,2.94
2140,2,47.46,3.81,12.44094345,-16.29,4.06
2140,3,45.04,3.96,11.36494061,-16.58,2.62
2141,1,43.54,3.60,12.08498817,-17.29,7.06
2141,2,44.24,4.11,10.77327675,-17.15,6.40
2141,3,43.53,3.49,12.46809463,-17.03,5.86
2142,Pooled,48.33,3.79,12.7556086,-16.03,3.68
2143,Pooled,44.35,3.64,12.18370129,-15.63,2.41
2144,1,42.69,2.81,15.20242553,-16.16,3.16
2144,2,43.67,2.63,16.60044069,-16.39,3.46
2144,3,44.16,2.77,15.95694537,-16.20,3.50
2145,Pooled,43.69,3.17,13.76774678,-16.02,3.93
2146,1,45.83,3.10,14.79162381,-15.68,4.61
2146,2,45.97,2.61,17.59622136,-15.71,3.84
2146,3,45.70,3.69,12.38792463,-15.99,3.63
2147,Pooled,45.89,2.83,16.23053526,-15.32,3.39
2148,Pooled,46.11,3.25,14.16600447,-15.25,3.45
2149,Pooled,45.98,4.03,11.41407664,-15.78,4.28
2150,1,47.33,2.96,15.96499284,-15.81,3.41
2150,2,46.10,3.33,13.84885808,-16.18,2.78
2150,3,45.87,3.07,14.95682342,-16.24,3.51
2151,Pooled,44.68,3.44,12.98576553,-15.57,3.11
2152,Pooled,44.72,2.48,18.01795371,-15.82,3.60
2153,1,41.71,3.29,12.67908888,-17.13,5.98
2153,2,43.63,3.28,13.31081633,-17.14,5.68
2153,3,43.37,3.33,13.01690791,-17.27,4.79
2154,1,45.61,3.48,13.10009576,-15.95,4.10
2154,2,44.17,3.32,13.31247101,-16.04,3.47
2154,3,45.66,3.51,13.01038294,-16.02,2.66
2155,Pooled,47.46,2.97,16.00265069,-15.83,4.55
2156,Pooled,45.78,3.64,12.59036502,-16.14,1.45
2157,1,46.82,2.88,16.22829807,-15.94,4.45
2157,2,44.91,2.43,18.46576506,-15.28,4.32
2157,3,44.53,2.76,16.13986459,-15.60,4.62
2158,Pooled,43.64,3.14,13.8860107,-15.87,3.00
2159,1,45.33,3.02,15.0282826,-15.55,3.31
2159,2,45.06,2.62,17.19075738,-15.34,3.54
2159,3,42.30,2.83,14.96925666,-15.64,3.99
2160,1,45.30,2.78,16.30269599,-15.93,4.58
2160,2,45.80,3.20,14.29157832,-16.00,3.55
2160,3,46.90,3.09,15.16618057,-16.45,3.54
2161,Pooled,44.86,3.74,11.97894782,-15.51,4.04
2162,Pooled,45.67,2.71,16.86523868,-15.57,3.52
2163,Pooled,,,,,
2164,1,43.37,2.63,16.51539404,-15.84,4.25
2164,2,47.34,2.81,16.86104582,-15.83,4.77
2164,3,47.14,2.88,16.34024787,-15.68,3.21
2165,Pooled,44.61,2.97,14.99518306,-15.45,2.10
2166,Pooled,46.07,2.70,17.05307113,-15.45,4.06
2167,Pooled,43.56,2.62,16.61456232,-15.86,3.65
2168,Pooled,44.31,3.74,11.85087166,-16.17,3.10
2169,Pooled,42.10,2.66,15.80641325,-15.71,3.57
2170,Pooled,46.31,3.12,14.83562983,-15.79,3.80
2171,1,43.94,2.98,14.73342785,-15.42,4.44
2171,2,44.37,3.25,13.63548331,-15.71,4.22
2171,3,45.26,3.09,14.66580541,-15.60,3.27
2172,Pooled,45.36,2.69,16.85974572,-15.29,4.34
2173,Pooled,44.98,3.52,12.78805653,-15.47,4.88
2174,Pooled,47.08,4.19,11.24793745,-15.72,3.45
2175,1,45.52,3.79,12.02524092,-15.91,4.29
2175,2,44.78,3.04,14.72856433,-15.79,3.44
2175,3,45.45,3.00,15.15745703,-16.05,3.74
2176,1,44.06,2.65,16.65481873,-15.96,4.21
2176,2,44.50,2.69,16.55095149,-15.65,4.29
2176,3,44.83,2.71,16.52625296,-15.73,5.55
2177,Pooled,44.93,3.08,14.5983247,-15.43,4.34
2178,Pooled,46.50,4.21,11.05720071,-16.14,4.70
2179,1,44.40,3.42,12.97247285,-15.55,4.63
2179,2,43.52,3.25,13.39634416,-15.78,4.90
2179,3,43.47,3.57,12.19200614,-15.83,5.20
2180,1,44.72,2.94,15.19025294,-15.98,3.16
2180,2,44.95,2.67,16.80731475,-15.75,2.12
2180,3,43.09,2.30,18.70892329,-16.03,3.34
2181,Pooled,45.81,3.47,13.18902266,-15.52,5.05
2182,Pooled,42.74,3.12,13.68083645,-15.67,3.23
2183,1,44.98,2.47,18.19058089,-15.37,2.50
2183,2,45.51,2.04,22.29884398,-15.40,2.52
2183,3,45.65,2.68,17.03353486,-15.44,2.84
2184,Pooled,43.46,3.08,14.09538243,-15.58,4.83
2185,Pooled,43.74,2.27,19.31047546,-15.52,2.77
2186,Pooled,42.92,3.20,13.40824594,-15.83,2.12
2187,1,42.57,3.23,13.19994551,-16.33,3.76
2187,2,42.67,3.18,13.40111324,-16.52,3.66
2187,3,42.11,2.54,16.56835111,-16.18,4.28
2188,Pooled,44.68,2.20,20.30297829,-15.94,2.37
2189,1,45.07,2.50,18.01656555,-15.62,3.74
2189,2,45.43,2.72,16.72732103,-16.13,4.72
2189,3,45.78,3.16,14.48396236,-16.04,3.66
2190,1,47.57,3.38,14.0668435,-16.05,4.45
2190,2,46.03,2.73,16.86544833,-15.90,4.24
2190,3,46.19,2.71,17.02883621,-15.72,3.66
2191,Pooled,47.17,3.88,12.15203185,-15.93,3.37
2192,1,43.11,3.01,14.30114176,-16.92,4.13
2192,2,43.31,2.91,14.89911624,-16.75,5.38
2192,3,43.83,3.51,12.49965772,-17.25,4.39
2194,1,45.58,3.65,12.48570976,-15.50,4.82
2194,2,45.30,2.98,15.20038984,-15.56,5.41
2194,3,45.29,3.58,12.65128848,-15.73,3.99
2195,1,43.19,3.29,13.13293455,-16.59,3.73
2195,2,44.48,3.22,13.81515522,-16.21,4.85
2195,3,43.39,2.94,14.76131757,-16.19,4.25
2196,Pooled,44.42,2.95,15.06227118,-15.70,1.37
2197,Pooled,45.11,1.83,24.65843018,-15.46,2.51
2198,1,43.41,3.20,13.55527257,-15.79,3.53
2198,2,43.52,2.62,16.64061605,-15.70,4.12
2198,3,43.66,2.83,15.43548198,-15.69,3.75
2199,Pooled,43.97,3.25,13.53032956,-15.82,3.17
2200,Pooled,42.97,3.17,13.57404142,-15.68,3.09
2201,Pooled,43.96,3.64,12.08308792,-15.88,3.60
2202,1,43.30,2.93,14.77086078,-16.39,6.55
2202,2,44.33,3.37,13.16317514,-16.90,3.69
2202,3,42.71,3.39,12.59010002,-16.71,5.64
2203,Pooled,43.80,3.74,11.69792785,-15.86,2.67
2204,1,45.08,2.54,17.73479,-15.45,2.93
2204,2,46.26,2.82,16.42803473,-15.61,3.07
2204,3,46.30,3.14,14.75429786,-15.91,3.50
2205,Pooled,44.84,3.32,13.52072909,-16.07,2.35
2206,Pooled,46.08,2.96,15.55515371,-15.48,3.52
2207,1,43.03,3.19,13.4947974,-16.44,4.60
2207,2,42.99,3.84,11.20110892,-16.76,4.20
2207,3,43.28,3.74,11.58548252,-16.72,3.30
2208,Pooled,46.23,2.87,16.11783849,-15.66,2.60
2210,Pooled,44.52,3.17,14.06238124,-15.55,3.47
2211,1,43.65,3.44,12.70330961,-15.82,4.06
2211,2,43.14,2.87,15.02142644,-16.38,4.17
2211,3,43.21,2.92,14.79810037,-16.12,4.82
2212,Pooled,45.89,3.48,13.19876541,-16.04,3.68
2213,Pooled,43.23,3.42,12.64252913,-16.16,3.42
2214,Pooled,46.88,3.07,15.26244758,-16.03,3.45
2215,Pooled,46.51,3.57,13.02558009,-16.19,3.40
2216,1,45.51,3.44,13.23655331,-16.03,2.29
2216,2,45.12,3.45,13.08976901,-16.06,2.95
2216,3,43.92,2.90,15.13504405,-15.90,1.83
2217,1,44.11,4.17,10.56859867,-17.13,6.42
2217,2,43.58,3.37,12.92138561,-16.88,4.95
2217,3,43.56,3.25,13.41294823,-16.83,4.35
2218,Pooled,44.35,2.82,15.747044,-15.51,2.88
2219,Pooled,45.90,3.42,13.43674142,-15.72,4.23
2220,Pooled,42.84,2.34,18.28111541,-15.35,1.52
2221,1,47.32,3.64,12.9896451,-15.69,5.12
2221,2,45.52,2.82,16.16901022,-15.58,5.11
2221,3,47.22,3.42,13.81853857,-15.51,4.88
2222,Pooled,43.99,2.57,17.08582768,-15.50,2.85
2223,Pooled,44.74,3.54,12.63313184,-15.98,1.35
2224,Pooled,45.42,2.17,20.96885567,-15.12,4.09
2225,Pooled,45.67,3.14,14.54156445,-15.75,3.78
2226,1,43.58,3.08,14.14160304,-17.01,2.66
2226,2,43.09,2.77,15.55261782,-16.94,3.35
2226,3,41.89,3.40,12.31279101,-17.27,4.93
2227,Pooled,44.87,4.16,10.79013664,-15.94,3.28
2228,1,45.23,3.38,13.36234045,-15.46,2.85
2228,2,45.04,3.53,12.74964001,-15.64,4.27
2228,3,47.18,3.37,13.99722346,-16.18,3.95
2229,Pooled,43.81,2.86,15.33895551,-15.50,4.41
2230,1,41.97,2.89,14.51202241,-17.01,4.88
2230,2,43.21,3.53,12.23414937,-16.89,4.40
2230,3,43.20,3.61,11.98062502,-17.09,3.88
2231,Pooled,44.95,3.16,14.21824463,-15.33,2.89
2232,Pooled,43.53,2.95,14.73672782,-15.61,2.78
2233,1,44.87,1.97,22.72180976,-15.88,4.23
2233,2,47.46,2.62,18.11818296,-15.79,4.66
2233,3,45.59,2.46,18.51849074,-16.45,4.11
2234,Pooled,45.40,2.63,17.23246774,-16.23,2.08
2235,Pooled,44.74,2.46,18.17846176,-15.74,2.04
2236,1,43.11,3.24,13.29450141,-16.09,2.79
2236,2,43.75,3.26,13.42427137,-16.02,2.53
2236,3,43.81,3.26,13.45756722,-15.95,2.54
2237,Pooled,44.81,2.26,19.85232515,-15.33,3.11
2238,Pooled,47.31,3.20,14.80575949,-15.86,2.73
2239,Pooled,46.61,2.74,17.00136821,-15.68,2.41
2240,Pooled,44.91,2.54,17.67879549,-15.52,2.27
2241,Pooled,42.50,3.06,13.90977657,-16.10,4.04
2242,Pooled,46.40,3.62,12.8337367,-15.44,2.93
2243,1,42.30,3.09,13.70613593,-17.02,4.74
2243,2,42.42,3.28,12.94520842,-17.23,4.06
2243,3,43.03,3.11,13.84979088,-16.58,3.56
2244,Pooled,46.36,2.65,17.49190782,-15.49,2.37
2245,1,41.78,2.82,14.79699647,-15.89,1.38
2245,2,44.16,3.49,12.66004044,-15.52,4.75
2245,3,42.45,3.26,13.02328992,-15.86,1.69
2246,1,43.22,4.12,10.4810476,-16.95,4.45
2246,2,42.84,3.86,11.10981829,-17.00,3.31
2246,3,,,,,
