Plot,Repeat,A_sat,gs_sat,ci_sat,iWUE_sat
1001,1,9.108911767,0.076746821,194.8900027,118.6878054
1001,3,4.083137416,0.046353107,244.7846592,88.08767486
1002,1,16.00759882,0.142665144,205.9607242,112.2039929
1002,2,2.348056876,0.044575256,301.635262,52.67624041
1002,3,14.01031511,0.144872774,228.6938029,96.70771634
1003,1,28.2450709,0.372371651,264.2385043,75.85182935
1003,2,27.56507309,0.309842376,241.5147662,88.96482609
1003,3,30.47003857,0.315511203,230.1159876,96.57355522
1004,1,25.52208776,0.261291003,223.302457,97.67687179
1004,2,22.67326768,0.210312438,208.1003964,107.8075453
1004,3,26.22844291,0.287603662,235.7501108,91.1964845
1005,1,14.19804275,0.156193631,235.4832176,90.90026685
1005,2,10.56756658,0.130157835,256.7638534,81.19039932
1005,3,10.11334563,0.075024814,167.5169438,134.8000092
1006,1,26.04165712,0.301316369,246.666018,86.42629417
1006,2,10.03963141,0.105157084,235.875033,95.4727068
1006,3,14.88232247,0.095744661,136.1261663,155.4376229
1007,1,10.48667072,0.099963934,219.8867493,104.9045419
1007,2,14.19802483,0.176992759,257.8005867,80.21811134
1007,3,18.19200636,0.186515532,229.3155883,97.53614714
1008,1,12.97172552,0.146801349,240.1778964,88.3624406
1008,2,4.057400576,0.074302532,302.6220745,54.60649111
1009,1,23.70037743,0.299641608,257.6218758,79.09574915
1009,2,19.26092093,0.178848834,210.8999088,107.6938582
1009,3,22.50830056,0.232879963,226.5826482,96.65194144
1010,1,20.33060885,0.10389847,72.10581445,195.6776544
1010,2,18.51497207,0.150524339,189.2320887,123.0031783
1010,3,11.38420675,0.166316584,277.8669234,68.44901735
1011,1,8.15632663,0.108920454,262.6893085,74.8833332
1011,2,17.27085239,0.215584039,253.9600917,80.1119252
1012,1,0.301155195,0.002935802,127.8260532,102.5802053
1012,2,21.09636587,0.228547254,232.8912223,92.30636331
1013,1,34.71551647,0.949693927,324.7838849,36.5544261
1013,2,30.46943049,0.432199636,267.4243174,70.49851037
1013,3,21.84016788,0.228670764,226.7429113,95.50922686
1014,1,16.17820335,0.174831305,238.0897724,92.53607843
1014,2,17.1571079,0.185929326,234.3613006,92.27757825
1014,3,20.87204442,0.246937417,248.2695949,84.52362019
1015,1,25.49078652,0.231834808,206.7245577,109.9523695
1015,2,30.09743727,0.364897198,249.9006114,82.4819633
1015,3,37.5571895,0.457920218,247.172025,82.01688418
1016,1,14.5384692,0.201770936,273.933027,72.05432787
1016,2,26.69476916,0.340820707,255.7945935,78.32496268
1017,1,23.35018734,0.190694725,183.7579711,122.4479981
1017,2,18.82458564,0.187859273,221.0955444,100.2057833
1017,3,14.73234704,0.18952818,212.4925771,77.73169688
1018,1,30.87029266,0.366828796,243.4601628,84.15449662
1018,2,35.21034733,0.275356581,175.0073274,127.8718205
