"Plot","Repeat","A_sat","ci_sat"
"1239","3",33.2932962008543,75.2889571372046
"2111","3",35.7800523620811,82.671941875585
"2120","2",2.12356072902154,-863.491543924947
"2208","3",39.782414013847,163.513323439741
"1097","2",35.2101673091292,78.7869101892729
"1057","1",35.2986330132689,134.475366573313
"2320","3",28.6170142965202,77.6877372936658
"1079","1",26.5436131979637,122.556620300205
"2239","1",30.424814243017,152.386179224141
"1078","3",23.8811815454836,116.698581407318
"2072","3",31.1866443054823,109.965968586595
"2072","2",13.6659847633002,210.046703862529
"1150","1",12.4064866783913,148.722484314851
"1207","3",24.1791943199965,92.15053125554
"1190","2",6.48036648900317,140.823894058853
"1205","1",4.36537152675236,286.595657299318
"2180","2",17.9358142392801,68.3607626274273
"1203","3",40.748988563733,192.865350188342
"2164","3",27.6284963947048,215.45306923906
"1060","2",28.7773259460242,191.114558253848
"2033","3",32.3255296440531,119.996776138159
"2113","2",20.5810146681551,170.203434249408
"1281","3",29.7808516437887,242.800399141118
"2081","3",20.5733756940898,193.515128922019
"1027","2",34.2092016440496,183.61476215362
"1217","2",32.1095582827925,138.689772374588
"2029","1",18.451002101567,190.394330449342
"1221","2",17.3356451698336,111.130612729462
"1212","2",17.2255805513168,109.809094323621
"1221","1",31.5545947186477,165.965125542704
"1075","3",33.2593217012044,56.3950933431708
"1075","2",34.143467707207,76.5029717166193
"2029","2",7.10319819629315,101.876804900203
"2036","1",6.40213193643716,180.024803822386
"2033","1",4.18162904985806,180.17576476752
"2081","1",19.2057081955336,152.99017305325
"2017","3",31.8865792721488,140.178519901907
"2145","2",28.6589423980516,127.552577262223
"1011","3",13.7280884769863,98.218808470151
"2217","3",24.7656494685467,111.348298745085
"2017","1",26.6555548967885,73.677173184599
"1212","1",21.7233113399115,127.888998433872
"2029","3",10.3561805281482,89.7713708935668
"2036","2",16.5251848011613,148.673881069038
"1212","3",26.6072594972314,12.9994497129911
"1235","3",32.2362475779072,119.072925448022
"1027","1",22.5361097766454,84.4678071947288
"2315","3",24.5721845636835,91.7220672202332
"1221","3",16.0956562019771,60.2868617848469
"2043","2",8.56476425907737,94.505030477083
"1060","1",26.6325177951522,121.777832576238
"1067","1",24.3444376653101,86.3831795756111
"2217","2",29.8581128958543,108.854082784289
"1273","2",10.316840899013,106.830925282263
"1273","1",25.0853226611729,61.625563986005
"1217","3",29.1115263817603,81.8868041446733
"1313","3",6.01223027363194,165.904110938598
"1173","1",23.5524342510433,231.843479980287
"1300","2",3.73588372170709,303.415835155514
"1235","2",30.4100861397719,237.360118144885
"1117","2",30.1277710960091,249.876437572939
"2123","1",25.7125338736974,155.640003688865
"2123","3",15.58557722909,177.431935717681
"1203","1",29.4202110096673,182.3072168066
"2017","2",11.2549467608033,154.129943158068
"1300","1",14.3254399405435,193.721337821337
"2043","3",18.8725940160398,232.113083555643
"1117","1",26.3207865026345,229.627878471402
"2113","3",17.1262609325673,202.620153639276
"1313","1",22.2834973149368,196.256168265632
"2145","3",17.8199118104488,228.492379079029
"1011","2",17.6429947935789,246.781947407001
"1205","3",23.9772855910036,134.552744789704
"1203","2",14.6907649448568,190.452048091624
"1300","3",23.652065564312,129.915373302483
"2036","3",14.0136461593803,150.604435733199
"2060","2",26.7863815241982,90.0310978111225
"2180","1",27.175952267463,166.711151217243
"2123","2",27.0485869930421,142.319998199273
"1117","3",21.8018723059391,148.938425566064
"1173","3",3.42112702409025,267.801173671103
"1313","2",18.4734979385887,78.1012561830724
"1281","2",22.9964349777992,148.468911296194
"2081","2",9.67568866129059,177.071546547439
"2145","1",19.9952800281127,133.765409572599
"2315","2",27.3320319771512,136.684008345727
"1011","1",13.8565666735725,92.1789177520063
"2253","2",27.7121470750766,32.0560299416618
"2261","2",20.9063346335342,155.783058249606
"1231","3",25.3749556971623,205.396289589551
"2254","1",25.3443866634913,118.566786938442
"2270","2",31.8775674696523,148.504823920311
"1040","2",28.0797698156939,225.866224600434
"1224","3",22.4689744552822,197.496743597982
"1224","2",22.2462180565945,148.028376414328
"2253","1",17.82112547692,262.988138046984
"1256","2",3.27814835899322,278.643136774843
"1046","3",15.1783506048067,207.517707398008
"2094","1",2.19919120458871,348.482999545811
"2222","1",25.6394869676897,114.260669661449
"1112","2",26.6928616891765,156.255131984162
"2014","2",23.5713818683053,117.999966850274
"2045","3",30.3195286647408,149.250774356301
"1215","2",26.8512307249893,96.36484297329
"2198","2",22.4328758155386,55.1544440958211
"2070","2",29.841668079553,120.894315383779
"1120","2",25.3716184606466,156.376980441523
"1040","3",14.0791192513247,242.226409047254
"1264","1",-0.466293868622704,404.51135278006
"2173","1",16.4971172500221,127.983299278036
"2253","3",12.7084504957797,180.745095288503
"1030","3",15.0382609778958,94.7755509832414
"1022","3",10.07230350195,95.2919655607625
"1022","1",17.5590971842805,130.992214756156
"2094","3",0.838559633222031,340.379375022479
"2246","3",17.0812427449224,164.992058895504
"1272","2",33.179071682643,75.9287891529161
"2214","1",33.5024434064985,93.1138357809084
"1134","2",19.0100971950261,179.148015648689
"1039","2",31.0683850179911,102.8426973303
"2246","1",6.59152905423112,84.999331520934
"1024","3",23.4324151427374,92.6175321331803
"1112","1",15.6073908386707,247.938175090442
"1112","3",27.5671701303571,169.260200791968
"2149","1",20.658921129629,134.395623831693
"2173","2",6.75835252376451,190.902321340702
"2277","3",15.3893254619892,118.913057209965
"1254","2",24.2291410761869,58.1652817358168
"1134","1",24.636792178216,112.767710364258
"1263","2",20.414620865708,123.09506146283
"2270","3",17.2974203971299,66.2415838273801
"2270","1",12.5004066072467,143.901961645992
"1256","1",17.0104216171363,208.997691520885
"2173","3",24.4714942350343,175.757350762569
"1263","1",29.1373532902764,203.914562999958
"2261","3",31.4525163152953,174.364533568129
"2261","1",21.8589804767073,205.428017449903
"1215","1",20.8374991823783,221.244375132724
"1208","1",13.8043980468501,264.161392601698
"1208","2",14.7756998943138,272.1018539652
"1224","1",14.763275770836,260.189105889561
"2277","1",19.9036327476277,256.958180473675
"1022","2",17.1289704669342,203.696941611012
"1254","1",13.309566698325,242.550907698494
"1263","3",22.0497305610315,189.198267432857
"2246","2",4.60582495823946,204.565041241531
"1231","2",12.7320292656579,256.599611194028
"1264","3",22.1761591886841,145.917892680159
"2149","2",23.2954408134771,114.695139240499
"2198","1",31.782841516066,122.514124749906
"1215","3",31.9502488620162,159.56480747923
"2222","2",23.020086837758,105.07583844359
"1039","3",21.9751860546685,166.864429444004
"2070","3",22.8928838282136,194.263818908948
"1120","1",21.9793768675845,137.018867094641
"2014","3",26.9647679472646,130.249030187094
"1208","3",20.8678046299265,155.430514834742
"2149","3",21.5164061379683,131.205576711805
"1030","1",9.66038789924522,202.733560501448
"1046","1",19.5167550247991,141.518314143955
"1134","3",16.538707388237,115.88366858837
"2286","2",18.4382485029548,139.27625568688
"2286","1",17.2432337885106,157.985021895806
"2025","1",37.4750575911553,142.138891390755
"1033","2",40.7905482582581,186.484472388654
"1137","1",7.82659786092584,228.758753367569
"1146","1",30.3838946985535,135.15813563917
"1121","3",22.2329691165976,130.596629352601
"1129","3",38.2310525249707,116.196997338196
"2144","1",27.9271792005184,135.896930836289
"2317","1",21.037591726761,115.385607051421
"2184","2",31.4554551789745,121.977356741594
"1122","1",24.3741693804059,203.035366877844
"2184","3",32.2883035992872,139.236249024294
"1218","2",30.6825085538364,82.0930515593075
"1106","1",12.5212953491733,222.497627585211
"1210","3",16.7578895666883,264.63157985832
"1089","2",29.232802587012,137.314170675068
"1137","2",21.001030140164,78.0150133498357
"1146","3",21.1543111295691,95.0594828351647
"1094","1",10.2394512560848,191.058514843203
"1094","3",8.45541340016574,251.461606114506
"2317","2",18.304390081559,128.192146230947
"2121","1",14.3205726801584,125.928967780403
"1298","2",30.1657983854397,65.3048633213073
"1218","3",23.2085110388329,83.7016920286519
"1122","2",22.2131421515614,123.531512519055
"1210","2",29.0813497269909,132.639009812728
"1178","1",28.3356904597061,150.561573608792
"2025","2",23.1688104660393,81.9900330377803
"1049","1",10.7622807866574,151.369121129977
"1089","1",34.8464699757625,102.518753541127
"1170","3",27.1615345240028,79.7699155609873
"2144","2",36.3106760350237,75.4534563178887
"1170","1",23.2335271015547,188.189074266448
"1034","3",28.7355583959627,128.799024264639
"1282","2",29.4147621007494,92.1723368822336
"2209","2",23.2091543727833,113.843740782091
"1297","1",15.6322299185347,176.156744334782
"2153","3",15.8449884243306,167.759154017831
"1129","2",29.3109510884369,172.114348980852
"1049","2",20.4511638047699,211.089218081803
"1193","1",27.8306259772731,202.754828643688
"1170","2",17.454300867723,211.769118098151
"2155","1",23.2750076292389,173.4319815572
"2155","3",25.1384103063487,166.973698247247
"1210","1",34.4224024639317,206.770295711917
"1282","1",28.5618365591784,211.213027546207
"1106","2",16.6401067741684,233.813289702237
"2153","1",24.2916358167373,188.478433031677
"1033","3",35.5245209110901,111.789238726245
"1193","2",28.6502373736729,121.943944394786
"1049","3",19.4429445293629,210.543329206083
"1193","3",22.0845249306022,134.667690028043
"2308","1",23.3846122236547,90.9097256591184
"1094","2",19.150228899065,102.446820321545
"1298","1",30.3522938993144,142.468421359237
"2209","3",15.550245322455,129.730087414099
"2121","3",17.13827237809,117.844695437623
"1298","3",28.778366674337,111.706790511336
"1122","3",-0.430521174768521,427.52959413351
"2209","1",26.7853476248464,117.530917474565
"1178","2",28.9579560725486,107.123655811575
"2065","3",15.7669436014237,112.439769595423
"1106","3",20.1705004583746,101.297911939786
"1194","3",24.5126309888543,135.282621811723
"1148","3",27.9558336183021,173.383403153686
"2163","1",36.0272332183749,225.82605110212
"1236","1",33.1465236453873,173.238181596061
"2019","3",33.7496111768111,221.829312823894
"2274","2",24.7076704661235,175.448218703432
"2235","1",25.6369876269235,219.664581116574
"2171","2",16.8587783416071,151.480746360615
"2235","3",34.7218014430862,211.704080169098
"1244","1",29.6057520352917,154.826269641987
"1236","2",29.9224663238926,288.309777729684
"1132","1",24.8317334724686,250.601322449403
"1196","2",29.0528102227956,242.961140557911
"1132","2",7.83102117869638,255.72945301164
"1292","1",30.927937844034,54.0282527037722
"2067","1",28.9768104757998,86.9044843334428
"2163","2",36.5735931457807,118.605249888909
"2147","2",16.4332191725086,85.84418737276
"1035","1",28.7781783607737,78.9822208445197
"2227","2",27.4412050681303,73.3623836748721
"1315","3",12.1484670690497,122.339871670349
"1196","3",27.1429187505519,107.873255357289
"1108","2",23.1105176518004,34.5398746137486
"1306","1",28.0362445186173,91.8339024458145
"2138","1",0.90713858394028,300.509542733949
"1148","1",36.1026634882998,62.0044233165961
"2210","2",23.373860445315,107.434899758762
"2210","1",21.4588540758431,57.1678758377623
"2067","2",24.8461187425696,131.125151466036
"2186","3",12.815826801516,79.2475910858797
"1211","3",23.4851588488902,97.4472956098541
"2203","1",6.67057629978144,136.121775421397
"1299","1",18.2256290448158,71.9326148805068
"2211","1",26.2497177512738,139.208072856072
"1211","2",25.1347968387117,120.772814251337
"1124","2",5.61917761377769,156.186758072243
"2203","2",22.7602965765783,105.993940346272
"2250","2",21.9277098083465,20.6978769433788
"2098","1",7.76651329488974,83.3854653314311
"1292","2",21.7839207923586,248.045991856506
"2186","1",11.0616158912555,223.376580090607
"2067","3",28.3076559160904,196.344733256353
"2019","2",28.2626720065233,230.720829596899
"1299","3",13.4103135429847,198.438313007659
"1147","1",25.8813186627078,194.073766450019
"1148","2",0.315962714208245,368.07409041101
"2171","1",12.0531093242639,293.922056937017
"1036","3",31.2610282367824,208.547913324115
"1116","2",20.487094200643,236.086696303045
"2186","2",11.8912872244594,223.688135641123
"2227","1",17.4455408108485,110.565273694577
"2250","1",24.9460482921168,104.20136547078
"1155","2",33.2502996380833,126.86644536397
"1155","1",38.7197776913961,152.930021860113
"2019","1",35.9377761928824,166.369914105062
"1306","2",12.4224615464003,150.87123469056
"1147","3",22.0085745702003,146.367346583242
"2227","3",16.9913004955159,91.359423008885
"1108","3",28.1007757527725,133.082008524938
"1124","3",22.1012642567665,46.6348322651616
"1132","3",18.5451221287599,95.8212350581007
"1147","2",3.9912702965892,199.924265650777
"2138","2",24.997445541116,89.3429483845079
"1253","3",32.5406181233477,197.305837998509
"1253","2",29.2008192035637,196.302128597151
"2134","3",29.4327128296978,214.79190461367
"2129","3",31.6349348747051,162.36273848131
"1070","1",9.74688522348754,209.314842676814
"2030","1",32.5590464800917,191.682822118902
"1053","3",35.6900169140856,230.725471429243
"1069","2",29.1257495048145,230.369963146876
"2301","3",21.9077592639163,207.556002712458
"2085","1",18.5311801322328,167.055275386059
"2013","2",23.7612518455757,134.56064689719
"2172","1",40.6171508834553,112.148357411162
"1070","3",18.7749338489677,132.880997297057
"2142","3",23.6529613198427,149.805698386897
"1062","1",25.0751920683523,136.720543818858
"2140","3",29.0758533436714,69.0726884354766
"2284","2",32.2486302044398,107.084399085093
"1142","2",27.1665466931272,94.5659124900833
"1142","3",41.5741476373591,100.065096240219
"1198","1",26.6003175510946,82.4459778968517
"2220","3",20.4794234283645,136.187367370257
"2117","1",15.7915874713736,139.614605261942
"2229","1",14.2963553092461,250.394860847548
"2125","3",18.2846567205415,116.523870408635
"1165","3",21.6147006527265,127.748341171506
"2125","2",22.4705891281365,38.8567396069992
"2013","3",32.5556179855477,113.05179689604
"2085","3",26.1314405254902,129.05836053566
"2182","2",33.4283942589874,133.353504808446
"1126","2",33.4475874286892,119.268786310752
"2230","2",8.88503769245315,98.5457161041943
"2124","1",21.5797867202154,109.420180078196
"2218","2",27.1547312768114,97.4009703399094
"2228","3",22.9298265543311,59.5080982880175
"2284","1",34.2647094994915,90.9087816384619
"2229","2",22.6658327131985,114.540617729233
"2293","3",23.9005294288993,137.594788982758
"2053","1",17.5244232354663,88.722809334713
"2293","2",23.9738068509998,122.767150174079
"2085","2",13.3925119337558,209.396169209416
"2284","3",13.8909396887114,196.382452097282
"2140","2",21.454859736829,201.492499518075
"1126","1",18.9842719521434,274.380565441894
"1070","2",6.99114523579181,270.143978546258
"2140","1",24.1578204230533,207.545952052983
"1062","2",18.7950820564775,220.274387443062
"2118","2",20.4251438081864,237.548731764092
"2182","3",17.2206329534179,226.641686683589
"2118","3",18.9771492339085,225.850015903377
"2220","2",16.8914494051825,230.989162820168
"2030","2",15.1404127646772,231.578283758135
"2293","1",19.5863859648742,233.722289551754
"1125","3",6.68442179146801,267.812769310744
"2021","1",15.2057036881436,215.109026019156
"1125","1",4.54059514939993,203.188341534263
"2213","1",13.56009631675,189.880415021502
"2125","1",14.529071709279,165.387081027657
"1301","2",31.0325685799463,109.636092953196
"1301","1",28.1019571112501,141.507392075795
"2172","3",12.1887459202281,29.1266918067987
"2134","1",30.2914375280659,146.97491799962
"1253","1",4.25518926050621,343.028439817677
"1126","3",27.247649262329,132.202384800972
"2134","2",21.2752616853792,135.906245411351
"1278","2",18.3025059483784,153.946013647637
"2118","1",37.849121588714,137.716242701887
"2142","1",19.1266604168628,176.60102646355
"2142","2",7.79999146459643,70.7368283378958
"2220","1",21.5048938225999,124.578657423036
"2021","3",19.2785976497942,145.757944564945
"1165","2",19.7854271478907,125.123252626974
"2053","2",21.0342271676303,137.751489093456
"2053","3",25.7555630841765,131.705980156813
"1031","3",30.4396337770118,268.331892009189
"2119","3",28.8345590054364,228.666195738541
"1103","2",13.8852047937799,315.908665926356
"2055","1",27.6096135750158,241.729490389557
"1135","1",12.4037686013738,267.23362232905
"1288","1",24.4375554094217,213.049320552959
"2032","2",21.9046297516651,263.765767394678
"1288","2",28.6609704787638,253.740606612418
"1240","1",31.3398488891221,203.284124066775
"1009","2",17.4228590612096,246.856826258346
"2200","1",30.8579479214811,195.27715105135
"2264","1",9.9003742998732,241.557723423321
"1103","1",12.7929191112063,338.554519206825
"2135","3",24.7973441866788,171.830774982132
"2119","2",27.4793520907494,99.5764468668192
"2071","2",26.0463859925218,165.908943079722
"1015","2",23.1695891488503,142.000295139775
"1071","2",23.8615778696904,94.2493048688212
"2311","1",18.8186711537659,122.369459590958
"1296","1",24.8489828787131,55.8646375233888
"2264","2",24.0818301947791,135.600021630832
"1016","2",26.7707947940215,65.6239110724793
"1192","3",41.7102439617974,148.809691869253
"1192","1",26.3140436197697,124.633930247223
"1031","2",30.9021398434604,169.123281468912
"2079","1",19.0370929081776,19.198982502476
"2279","3",25.7083832027624,37.767299262826
"1135","3",27.1360369055511,55.2280516633368
"2263","2",9.92520342839434,152.756416163902
"1223","2",24.9292037543786,109.179110458535
"1128","3",11.6012199607702,89.362091899487
"2311","2",16.1202195862539,139.765847796399
"1296","3",23.4770918893733,101.25600684619
"1058","2",26.2749419341405,142.269014349748
"1071","1",20.6086718601903,65.6516010600777
