"Plot","Repeat","A_sat","ci_sat"
"2264","3",14.8883802446289,98.1202799152172
"1128","2",12.4204902216942,197.638355037971
"1128","1",6.58288384425477,206.421166375384
"2119","1",18.0902840376742,204.491680030737
"2295","2",7.25519487897424,229.409037495812
"2287","1",12.3556007358406,228.346639063672
"2287","2",12.7128890212243,226.91567194504
"1240","2",20.328960290579,226.151851002831
"1015","3",13.6162405883056,238.492599516168
"1296","2",17.5916466438149,206.688238911769
"1080","1",21.3707551708329,222.197167907091
"1058","3",12.2523774983673,228.945202052583
"1009","1",7.31430433280197,233.528856822623
"2295","3",14.4747154755399,124.6530739241
"2135","1",31.0854231431765,126.497224500189
"2279","2",19.6212819809014,164.547827936812
"2079","3",16.1607136247201,103.956813613697
"1071","3",22.3358315551619,148.403549204123
"1031","1",24.9351400979707,151.114445264233
"1303","3",29.7453575939118,107.889398625723
"2263","3",7.53396782785715,190.451736086756
"1135","2",13.8642367703925,127.727420491717
"1240","3",27.0573150968985,106.502131668323
"1073","3",34.7067080840459,131.502747844411
"3032","3",12.2490446779123,133.506738061844
"1016","1",18.9816737868067,120.834690357252
"2195","1",15.2241458124973,268.146073804959
"1077","1",25.4624277185943,259.166633755572
"2195","2",33.0497991398313,134.673046824103
"2006","3",18.4571836806,202.904270934235
"1186","2",9.58019878758954,291.791176893187
"1110","1",23.0028901175116,211.051470357419
"1309","2",28.9051955173763,118.326224880635
"1092","3",17.763094747699,230.495085620504
"1092","1",11.11618680808,271.739164616289
"1316","2",31.2465532018408,191.661052623419
"1066","3",31.1677802255252,120.691981450706
"1159","1",16.9688642476306,164.164668137394
"2102","3",22.1718138304392,167.604419371064
"1133","2",13.3245920090668,91.6481882055224
"1133","1",14.7698040907563,157.301367842389
"1186","3",23.2074525024523,100.61341477736
"1174","3",15.3347404434107,276.293760748424
"1174","2",31.0976334736177,151.221476163659
"2318","2",22.3230633903647,127.926306398042
"1059","1",39.0559559194401,149.972389354144
"2010","3",11.0112428123204,220.805287714708
"1174","1",41.042765995594,115.855501502844
"2188","3",15.4951446737493,117.769686442107
"1295","2",17.0199939738621,126.352421981612
"1159","3",12.2249826635928,221.233621352494
"2202","1",12.2001015004075,216.249359716757
"1013","1",28.71293679271,168.004526243867
"1013","2",21.5512026016978,202.180057662293
"1243","2",25.1506027985496,203.955235931833
"1186","1",4.01750101862961,298.36334430159
"1309","1",18.7900017289154,212.253519088477
"1316","1",23.4831906463739,252.368720069944
"2068","1",20.6181783183983,206.932732061926
"1066","1",16.3146079146725,244.388620942463
"1243","3",12.7994515930134,227.501794235896
"1110","2",11.2296361177207,241.81848901321
"2202","2",7.66585171091033,243.890547776521
"2318","3",7.73897282355714,287.806351718712
"1013","3",22.4282730055978,227.086364210949
"1182","3",21.0893579503924,267.970733026389
"1005","1",5.15967370061029,356.111739019429
"2202","3",10.7144509765755,262.671868269821
"2197","3",2.23680418897478,348.004546862112
"1274","3",17.9014685979482,246.817551598383
"2068","2",8.14794661552055,252.086548236908
"2215","3",18.2536750085402,241.058905477649
"2195","3",17.9950966031264,263.868821436912
"1066","2",18.2834727626254,231.109540230904
"2015","1",13.656317349721,268.662625056618
"2061","3",17.5865974032629,225.594578293485
"2015","2",8.46147122535127,279.136513912357
"1077","3",19.9911545383862,168.838038392659
"2061","1",11.5294684184832,59.7849123310553
"2251","1",25.5199421505624,131.990464882659
"1317","3",33.0488771879261,152.920723125667
"1005","2",1.81935870061239,305.268608740287
"1059","2",23.899707382033,147.282328045457
"2188","1",14.0229513286329,157.367181884153
"2188","2",32.5738257976709,131.415960479651
"2131","2",14.7682393177151,80.7959756735732
"1295","1",34.4786760294928,144.596280642412
"2197","2",16.924713239189,155.551308279719
"1226","3",23.9874821690307,229.236811126169
"1200","1",28.7356613723178,154.472872467805
"1095","2",21.9110642876338,299.718930698193
"1025","2",26.0499219221575,205.830561973462
"1003","3",28.3820381343528,103.793936060635
"2219","3",29.6890296968463,228.244598024294
"2236","3",24.321986457428,247.494433836384
"1048","3",31.8658973159609,224.162634685733
"1041","2",31.5901673486899,131.555942132824
"1270","2",10.7597831616654,306.289120637586
"1270","3",8.99821495736301,229.16608300576
"1261","1",25.5090094034234,237.610941936235
"1149","1",6.50583186287548,295.914784015346
"1200","2",30.8346712321714,142.762532353489
"1041","1",31.8100864177806,122.127347954118
"1127","1",22.4337687782431,166.104380002084
"1127","2",16.9760004019918,122.3767918449
"1048","1",31.1483675165204,118.833011516729
"1275","2",3.4396788217296,270.828660074025
"1074","2",16.3928193734334,177.328656803951
"2100","3",18.3216267485079,140.450392771002
"1003","2",29.2343888793996,106.525048946921
"1270","1",10.2580758447763,185.139838887859
"2087","3",20.5273401322404,116.850542557925
"1261","3",24.5345253751588,206.544887243795
"1200","3",23.949479484864,129.684129453786
"1185","3",36.7403694452968,51.7183712837197
"1095","1",28.9175468281546,146.355016082338
"2159","3",28.1141717676077,173.386456752611
"2004","1",20.6658294748298,200.435897149265
"1138","2",26.9719052241448,207.037811045092
"1222","3",18.1595400383709,88.0019134493908
"1185","2",10.7950268223637,198.888169522145
"2087","1",0.0741219088150064,384.671747758525
"1285","3",2.11727245441354,327.123470073192
"1226","2",23.5959757522499,240.560920947471
"1226","1",22.5958440831017,228.510047182466
"2112","1",18.7291597372765,241.330369137551
"1074","3",6.09650192409773,235.771950705284
"1275","1",18.8335031131558,280.346988637364
"1138","1",20.5668455515274,246.140812959864
"2159","1",18.9933348442356,205.235880936384
"2257","2",5.49519043285511,303.616031055522
"2219","1",17.6476703152401,270.71522233287
"2236","1",19.381727660052,234.092910213387
"2236","2",20.2223951287828,222.047677600199
"2112","3",16.0799119604289,245.063364016057
"2031","1",13.1402195273189,282.527680140036
"1149","3",6.59293276710606,302.526527537697
"1285","2",17.3545510919637,258.545475321891
"1041","3",29.5573681868902,139.092636188105
"1222","1",22.1684809912837,106.91313199277
"1025","1",7.96125045618408,212.576304835061
"1275","3",23.2290370924784,167.729204055664
"2219","2",25.0452924866251,176.62468376604
"1138","3",25.3676590652944,218.448881215792
"2257","3",10.3766144202039,154.51839491118
"2257","1",7.76620353735378,269.066606461893
"2112","2",27.3809429205211,122.244356145539
"1285","1",12.1233513740945,265.644237590722
"2266","3",11.475557903042,137.700247388718
"1187","2",25.4889018826759,192.75686920927
"1068","3",20.449472261295,188.561559284735
"1068","2",17.8480398095666,201.496439733283
"1179","3",33.748364509665,178.543221585178
"2290","1",16.9835854712111,221.839760476187
"1228","3",22.4724950359104,227.366518298744
"1252","1",29.5290893234397,214.805919578131
"1100","1",21.3523930011509,204.386304502366
"2037","1",20.3592990310686,246.099309820298
"1113","1",4.87825565044419,235.076956934222
"1113","3",12.1300535588974,310.997628414481
"2037","3",6.17402275553434,283.967445703019
"1115","2",12.7720978495626,192.113173337747
"1197","1",8.85288652066182,260.38419330013
"1187","1",35.1592212147116,202.484754345837
"2101","2",24.5630098472473,77.5628835019385
"1061","1",20.274068399355,123.350900522254
"1163","1",32.640090424195,187.75171950153
"1267","1",16.722235730616,276.188776100106
"2290","2",24.5488768527918,156.051300465168
"1267","3",29.882931166943,104.704531055026
"2083","3",15.100369349232,209.024623071143
"1227","3",13.0438930543371,223.110286512597
"1100","3",27.6701943856611,123.951224364934
"2133","3",3.85517194250701,362.951685085954
"1307","1",25.6006008455089,67.4327824040625
"2095","1",20.0819606358625,70.6797415587911
"1026","1",33.5072193379522,118.988674999378
"1289","1",16.0562744157206,164.695591627447
"1233","2",32.7304855911124,91.86100944685
"1172","3",16.0201705117413,168.282892639778
"2083","2",27.4495934112651,159.301628815113
"2168","2",29.6974890817627,77.8872039948097
"2165","1",27.5108995012512,99.3251814946869
"2095","3",18.8574165098288,156.276808197106
"1268","2",17.6191414704012,144.731153388215
"2168","3",6.01988185354483,103.25930518624
"1061","3",21.692223093376,241.987730590701
"1164","2",16.237194245734,244.698084193193
"2133","1",20.2146716034424,192.928235232143
"1113","2",15.8712801230556,192.092631921912
"1268","3",17.0232415967053,247.404176094754
"1233","3",16.6849913443072,235.241240699858
"2189","3",0.258821956120934,312.469297700148
"1233","1",21.5061568021836,179.679619437475
"1169","3",13.2260620919776,194.052763641504
"1026","2",7.68846069540445,128.194904776465
"1179","1",9.46571828688503,227.726620858771
"2165","2",10.673400158563,264.688491479642
"1061","2",16.0862152082267,176.917754405598
"1289","2",9.27735726318158,170.986541149072
"1267","2",18.085098665857,196.06987669207
"1068","1",15.1836996646549,60.4579522858546
"2101","1",18.7600395551625,77.7079469670121
"1228","1",14.4121487357128,240.812809370863
"2168","1",22.652090276954,174.144833168431
"1291","2",9.20749112154926,123.609870983133
"1169","2",8.34811986408164,313.533743643294
"1197","3",6.74078495877368,287.936083799901
"1291","1",18.9079663030476,95.7701300500189
"1164","1",7.43992414408241,263.988968321601
"1044","3",37.6999932218971,186.976935848421
"1144","2",15.0523424740957,144.485816789731
"2207","2",8.57845349337477,280.801363661989
"1279","1",17.674310418576,283.846709212254
"2143","2",29.0983256145843,137.038554506189
"2207","1",7.68413632050877,304.06469699105
"1257","1",21.204897483257,120.940965375196
"2207","3",7.15410983260738,223.645953023095
"1232","1",26.1425791008344,218.06355107442
"2062","2",21.3411584952351,213.175249374087
"2062","1",13.179789699985,211.67061830504
"2128","1",23.6118745309214,201.235890182058
"1241","1",24.6514093028279,139.472727843926
"1087","2",18.1247868391416,229.361243765094
"1102","2",37.3315149945602,135.493737953549
"2103","3",15.3116841688419,213.001348105641
"2103","2",14.6117923975554,227.975390367255
"1262","2",9.85436848061177,261.715886904875
"1216","3",27.3596528787318,128.740726291885
"1279","3",12.5117129304475,232.493476215177
"1279","2",20.0943534508748,142.622053244639
"2063","2",11.5418464219629,233.712324475326
"1286","1",12.3719738136317,243.770763920122
"2062","3",1.01151782074428,295.724131379239
"2136","1",3.37452883717986,37.8705553281543
"2039","3",15.9768128485808,169.067951055257
"1230","3",24.3747635163632,134.991453192801
"2039","1",11.2505135938129,38.0839159060083
"1144","1",19.4642504939713,111.420413574504
"1232","3",20.2326760238443,112.661716605328
"1257","3",28.5766428246849,-9.30255517308142
"2084","3",23.6724000601682,79.0051184651527
"2128","3",30.8683476788827,75.3851424725689
"1286","2",12.8869596668395,205.08544562108
"1206","2",23.8901794808095,197.864336407133
"1102","3",25.6732199417979,188.512981855499
"2167","3",9.74141766984145,225.477912014837
"1286","3",18.6927455007925,229.498830963723
"1201","1",24.0935792687658,231.370069429722
"1087","1",15.8429841429082,244.783249122952
"1183","3",17.307571801313,235.80494416736
"1245","1",15.7529201585179,241.178998051754
"2063","3",7.48868076270145,262.217944654453
"1230","2",22.3719948301958,235.936169540148
"1216","2",10.6127518262159,261.180366323995
"1104","2",14.4166945022115,240.945020335509
"1104","1",13.4028117659646,182.372639508888
"1245","2",18.5642830189207,172.448514997527
"1201","2",19.4074889908463,193.744739046105
"1102","1",31.4123985889013,116.340384337768
"1044","2",26.327000612445,114.835662344598
"1287","2",18.3707510238075,203.989868650784
"2007","2",15.3144693968105,180.501945095453
"1262","3",9.51123831282674,270.495833593354
"1232","2",32.1185676942312,174.865950749029
"1245","3",18.8762699006857,163.232379249706
"2107","2",21.6377440354383,133.184570779932
"1087","3",11.9411772024651,178.974170315138
"1183","1",29.4383163313001,124.352725932727
"1262","1",7.96533951545076,197.315313167159
"1014","1",25.6600328434919,241.278039359875
"1064","2",13.403970591308,224.129750862587
"1229","2",17.6241249945438,207.827740152593
"1238","1",24.8715411858077,125.986711689306
"2262","2",24.7214797736539,264.657904291719
"1277","2",38.5326006095834,138.228938324686
"2069","1",32.2047836301237,197.43986215892
"2109","2",21.5003189403395,189.428831435985
"2205","3",28.548959392113,201.569895425013
"1189","3",18.8101129474026,143.017205979637
"1294","3",24.4592092832057,233.845415818796
"1248","1",34.9858434205964,19.3848063141602
"1160","1",32.7814551555238,100.657616068106
"1158","2",19.8241276210569,72.5457994960947
"2166","2",38.1630693980619,117.763941690409
"2205","2",28.2546825488146,118.937478093876
"1293","2",23.7083097697092,164.89903715388
"2282","3",12.8856095307644,137.827337296676
"1158","1",15.912963202224,69.3115608382801
"2262","3",25.7358704659317,96.1321910278244
"1160","2",11.1490059416876,242.659257839426
"2282","2",14.2157244432538,224.587686148603
"1229","1",22.3562928047121,193.212403961197
"1213","2",15.1932079686273,204.001280289264
"1277","1",18.9833050099213,203.28128899478
"1189","2",16.6463629623546,233.584969689555
"1188","2",21.9062306031854,202.911782526003
"1310","1",14.2045107970229,240.584547739564
"1302","2",12.5660705148256,285.822355477591
"1302","1",19.7828516849917,230.033219714358
"1294","1",15.9522684336852,222.301072230254
"1293","3",18.8793911060347,207.357957260871
"2278","1",17.7625792144238,174.20349819752
"1136","2",23.2193189666447,109.89931059599
"2282","1",26.1290857890863,125.236713906024
"2116","2",25.5908808728729,153.931884324293
"1006","1",16.3021861888207,113.089625136295
"1189","1",26.7021149950472,139.142774700633
"2265","2",17.5644037578816,117.613470054491
"2157","2",9.2242913079709,121.230497742705
"1293","1",20.3605384516937,165.064518960159
"2166","1",17.54027991202,251.119390950083
"1006","3",23.407182452888,127.229337771511
"1294","2",34.7306278245014,122.464789080453
"1064","1",8.31483641541818,231.645097885801
"1248","3",23.8824508852405,92.3752930545541
"2166","3",35.321546878175,141.246783578965
"1143","3",24.3895376596855,192.146968199149
"2054","2",44.1498525096031,185.118078991606
"1171","1",26.6350406800102,232.445589301542
"1083","2",24.6087648095228,213.634303292937
"2022","3",31.3502693270218,200.150047114952
"2022","2",37.8613785285478,152.693293806293
"2126","1",35.5787962639296,230.960864508218
"1181","2",15.310548761026,274.482116908652
"1220","1",30.8957084096947,223.814088699357
"1143","2",20.4359531080041,127.687108369808
"1019","1",27.590643264394,123.455571149624
"2154","2",26.1747401367568,199.900517005545
"1181","1",29.4425324349402,22.2970010464254
"1220","3",26.4311433205503,181.515879055765
"1105","3",12.0106463695371,271.608288659437
"2206","1",18.0157307298706,51.8732349489891
"1269","1",22.5437180393767,-13.3711621641806
"1151","2",32.8319512112199,54.6468527663105
"2022","1",24.7452586254989,64.2594324586274
"1143","1",15.4380520490223,186.545850379853
"2054","3",25.5944577979266,170.47506415427
"2154","3",18.2508904716768,247.178055537171
"1171","3",23.4560754181346,189.397921138906
"1154","2",22.6543318621963,200.544487019339
"2206","3",15.3942900687241,214.220958233258
"2126","2",22.6867184496612,226.974516062979
"1055","2",6.56712055031869,248.781447030307
"2088","2",11.1450881318965,206.709953775375
"2096","3",5.00374702481145,275.450396466941
"1019","2",25.3540791526133,130.993168178094
"1181","3",23.8564171795649,116.822699948346
"1154","1",3.17345720695422,274.505170634628
"2126","3",34.7879731072843,174.183614871007
"2206","2",6.51466654686856,182.680216462818
"1171","2",31.8492257873659,132.26520227991
"2285","3",29.3671738465713,77.9674480728776
"2306","2",21.1900575584203,144.916758270139
"2051","2",27.8994644626095,219.520245523106
"2237","2",17.66648601908,248.992972662771
"2199","1",33.4236215454486,143.377684237315
"2247","3",26.6106848885459,229.487408907749
"2127","2",29.3736673669918,145.637566264601
"2259","1",18.2204857770267,224.644543654076
"2212","1",26.5111501669302,161.011525508488
"2215","1",17.3530492161889,194.860021598863
"2090","3",19.7061109029311,195.710816785997
"2051","3",9.43717843176123,203.29573366578
"2237","3",15.5,71.2
"2122","2",28.2,41.3
"2309","3",8.36,294
"2150","3",29.1,67.8
"2075","3",20,130
"2191","3",9.02165848043761,256.162784487425
"2122","3",18.0750036288148,137.619113501638
"2218","1",30.609870455612,131.958001084332
"2302","2",23.3972504511861,142.177093065088
"2199","2",20.2202597144137,137.171753060384
"2150","2",20.8818840011533,184.508865262054
"2183","3",16.3915610770836,185.620914001498
"2259","2",22.8189440088089,157.794988023594
"2047","2",26.1801274651734,112.653534502981
"2174","1",21.0820007828382,178.926324319623
"2183","1",28.4408515791657,212.838819089829
"2091","3",23.3947891016318,225.1283201835
"2091","2",24.6498276360371,217.320792927009
"2299","3",28.5985175709358,205.128491608613
"2242","1",28.1155359689389,250.799448819653
"2223","2",20.1813914442179,230.325696054014
"2302","3",25.4665518086316,219.726317069203
"2237","1",17.9797306490705,231.681553145378
"2175","1",27.5489567969507,204.405328268479
"2223","3",19.4570364050264,194.995562088192
"2082","3",27.0926522516749,200.01086350895
"2260","2",21.3196690570981,232.63140604093
"2269","3",17.7424363401702,266.858246413383
"2075","1",14.1094824590632,266.332136065305
"2127","1",41.3008449933203,102.397357448023
"2285","1",31.7401762629398,77.1816594528959
"2245","1",31.7730211711276,103.693470925675
"2191","2",34.6169498806962,102.637674031316
"2309","1",8.75198858795155,194.827504802874
"2150","1",21.6661991938855,159.621553482146
"2175","2",31.911260408535,86.6926104189205
"2306","3",5.93497776196223,154.028663235853
"2259","3",19.9574213596811,113.321813641978
"2300","1",11.7538114661599,105.770568994714
"2269","2",22.4282205729801,163.037717622548
"2194","3",26.5998163018631,150.47319952583
"1225","2",36.6508614333832,174.156585626099
"2114","3",25.7369947004055,160.629763317008
"2193","1",25.891371264722,183.273034294341
"2066","1",35.7370154668982,230.786356299516
"2066","2",40.2477627624113,147.628526994954
"1050","2",28.1826308299685,247.972767795268
"1042","1",41.5544114182273,254.205923592636
"1258","2",43.1736404655241,209.648284712056
"2048","1",30.3996520584702,222.698121529676
"1130","2",36.9165622451341,196.528117272
"1130","1",39.6675744633921,247.801851152039
"1018","3",17.0910508855373,275.690116249955
"2272","1",39.3739815311154,274.380534373343
"2193","3",15.2569909275751,253.055337151312
"2161","3",30.2129818959926,132.795027116972
"2160","1",36.4274237059729,139.633642414569
"2106","2",31.8372551228913,108.186916057873
"2169","1",21.2210338586204,103.699487179402
"2089","2",23.2141036838295,118.165752374828
"1161","1",29.7946033346918,89.067502948679
"2066","3",37.1595041205225,98.2238893613356
"1258","1",32.7346032871806,109.061952961669
"2305","1",3.78136560359003,268.946624413077
"1250","3",20.3632119033919,75.924232994936
"2114","1",23.8240451344377,71.8360177217044
"2106","1",0.547966889627396,263.333495229162
"2304","2",8.51042370093813,227.488915775074
"2256","1",9.59059355321043,167.116501542491
"2248","3",22.0523114567953,89.5299755885264
"1290","2",-1.03585599796359,420.082817936368
"1153","3",33.8579994779483,118.861991999485
"1225","1",33.6954928835813,123.860923757394
"1314","3",5.58370613384625,231.12808638356
"2271","2",31.5244327049503,125.444430313227
"2151","1",24.0810201963878,143.805996989215
"2271","1",30.9113124616994,147.070846388814
"2305","2",21.0449527576112,66.7374111432193
"2073","3",13.7514298368553,87.2061358392474
"2304","1",18.723555986244,80.956837921453
"1290","3",13.1666599039068,58.2927942068016
"2161","1",32.9294867867178,258.135519861879
"1153","2",28.1136124353071,222.141322400749
"1050","1",25.9721630577661,230.811563234841
"2193","2",21.2465367122739,224.041648091604
"2281","3",30.8734647608432,255.869984270652
"1161","2",25.2666459570754,233.594529238394
"2151","3",23.7573585109599,250.600677037851
"2160","3",29.6124361804313,254.515119337798
"1258","3",16.6186584228747,281.299780938801
"2064","2",23.7214760913568,251.309423619027
"1018","1",6.14845640013007,327.934718982155
"2256","3",7.63669213489508,282.526500397168
"2272","2",7.86874434152886,290.802828007854
"1290","1",18.495539841448,259.849158957937
"2169","3",24.401185477601,279.932861389888
"1153","1",31.3941827016057,147.446113498129
"1042","2",32.5083803207381,128.844751134619
"2042","2",15.9186598358814,181.59686377382
"1314","2",10.9101147114846,182.004570736175
"2169","2",19.4949190307984,124.184038293309
"1050","3",24.9763981669736,142.18295582443
"2089","1",24.8194515138357,106.596844928516
"1161","3",33.0407732112031,132.198788497592
"1018","2",18.5114638239505,77.0581789247594
"1242","1",19.5790118843198,134.972049787149
"1130","3",23.0486682187999,130.923223775144
"2114","2",31.8342103483011,129.669001175389
"1002","3",27.1458954039536,77.5299220233805
"2304","3",8.9377653550963,140.976174863598
"2248","1",24.3276324129082,84.1766256670474
"1123","2",35.1859394159669,198.716922215179
"1043","1",38.0550115678089,231.729448813638
"2268","2",32.3900514234046,114.324548476318
"1284","1",18.904173535069,223.35174812301
"1308","3",21.1858381785484,256.395270658871
"1091","2",16.573002714786,222.209976951252
"2268","3",31.3771726625481,219.719320691237
"2258","1",33.1826015704896,228.412237118024
"1093","1",36.6117715774648,258.788959610395
"1107","1",20.2880087406529,122.54221038223
"2182","2",0.921059648048413,142.706418098088
"1093","2",27.2733700829843,130.81439078463
"2258","3",8.51014181223845,32.3035885872706
"2120","1",30.8231302615735,32.6533885101303
"2141","1",28.8345297286372,96.5781285452966
"1052","2",20.359864722861,36.8245145873374
"2108","2",37.1399189055114,50.1891351773
"2076","1",23.6923784179552,78.9415592655412
"1204","1",23.1476689514798,112.147732675878
"1076","1",18.6288106570133,97.1207121747824
"2204","3",38.5064956606181,100.535824021906
"2244","3",34.7751147642814,74.682594300542
"1123","1",34.0691121003839,119.649169245538
"2314","2",23.4195122331312,96.9625135824658
"1107","3",30.3607506566992,129.280162314308
"1091","1",30.8704846750956,86.754199906119
"2181","1",5.72842457289699,130.355141554613
"2141","2",18.574073988286,101.234547367306
"1219","3",28.5139912281177,87.7227882988359
"1219","1",25.2935434733154,62.5299208731512
"1204","3",25.3935179552969,94.2000691126691
"1308","1",16.8971577852738,19.4245886572896
"1260","3",20.5168435323496,-49.4048505420524
"1076","2",22.5376616327278,34.1430870108978
"2244","1",27.6882516837816,149.71477140403
"2108","3",5.8181497080916,9.83564851116439
"2314","1",20.4841739108476,38.4434645388324
"2196","1",13.897533578517,-3.08055560803827
"2146","3",19.7201413726464,18.7809865075395
"1123","3",42.3806877689935,77.4230341478441
"1043","3",38.6495647175451,125.515661941685
"2181","3",2.5519697814354,-18.6208870215591
"2221","2",28.9522541520865,-11.1177732332066
"2170","3",16.9116931587062,204.469561161879
"1045","3",6.95224770334523,273.493182742881
"1180","1",36.1421158804631,266.987678597387
"1204","2",23.7762925786658,289.510067915036
"1020","2",29.7264432132108,264.863906472015
"2148","1",17.7667025838315,284.539073029329
"2108","1",21.900700462749,266.709570699861
"1260","1",21.0915719683158,252.521252216696
"2234","1",10.4554527271253,296.157186780911
"2196","3",17.8645860177738,234.827527713165
"2268","1",29.2927232445894,243.317271412679
"2307","1",7.37196083292212,306.436804135994
"1107","2",28.1742697913926,278.604921536386
"1109","3",26.157040144883,240.763316693678
"1219","2",20.6680810699567,165.078210171298
"1091","3",32.2252571547806,122.009210290777
"2258","2",17.5701499650532,73.8946810272256
"1308","2",19.609392376859,142.610950179968
"2076","3",33.9525128394834,157.32739882652
"1020","3",31.9424811393101,123.746955847121
"1284","2",28.0023606966854,128.246492398236
"2234","3",11.7755726097232,156.209383883774
"1020","1",27.4572073128536,140.118499848166
"2204","1",32.7956854679255,124.070753157947
"2204","2",28.5962018239962,112.653843353827
"1043","2",26.0311671820345,157.103152017321
"2146","1",28.088324644451,122.659141906705
"1045","1",6.4614662363701,186.959616273976
"2307","2",3.77759457704091,170.044420618023
"2221","3",28.9237645195288,133.289811116746
