Plot,Repeat,Vpmax,Vmax,SL,a400,gsw,Vpmax.Vmax,iWUE
1186,2,10.20042787,7.722164531,0.030253925,6.930247164,0.063471399,0.757043198,109.1869299
1186,3,24.16977152,19.61720731,0.131306951,14.7805325,0.121531447,0.811642232,121.6189953
1187,1,53.09035219,43.63768083,0.206994127,30.62837854,0.295666656,0.82195124,103.5909119
1187,2,51.5267523,39.08881585,0.273862286,25.30471908,0.182070705,0.758612063,138.9829248
1187,3,26.59270546,20.45891557,0.239765943,13.45132946,0.093142965,0.769343142,144.415946
1206,1,122.6827609,48.48971845,0.0989454,42.92007307,0.312857542,0.39524476,137.1872732
1206,2,54.68469814,37.72245975,0.154091818,29.4160873,0.266587976,0.689817463,110.3428883
1206,3,92.25700459,41.31766229,0.071319929,37.42885752,0.291469294,0.447853932,128.4144105
1213,1,56.62180345,35.24688203,0.116074051,29.2135572,0.243209474,0.622496633,120.1168553
1213,3,22.70196548,18.9183406,0.487060098,8.367207457,0.047344838,0.833334921,176.7290335
1214,3,68.54110164,41.0183546,0.211474534,30.50899952,0.210474841,0.598449013,144.9531898
1216,2,65.02701231,44.96085876,0.234404989,31.79679375,0.242002294,0.691418184,131.3904641
1219,1,53.82363799,40.2113655,0.254071398,26.40691795,0.193651511,0.747094901,136.3630874
1219,2,39.73775207,32.9658981,0.497374801,13.3868898,0.094410336,0.829586385,141.7947475
1219,3,66.03807135,41.86743126,0.276665418,27.93687044,0.183332492,0.63398931,152.3836288
1221,1,76.78223431,37.33007072,0.049807392,34.20974996,0.282988157,0.486181095,120.8875675
1221,2,38.18755168,17.94445401,0.067779218,15.97508689,0.099148263,0.469903233,161.1232145
1221,3,49.86083531,19.54075197,0.134655178,16.21943765,0.091057052,0.391905828,178.123904
1222,1,39.48368025,30.33108514,0.431719217,15.54499312,0.09515186,0.768192958,163.3703546
1222,3,46.25002921,37.45471991,0.385576386,20.3336186,0.129755728,0.80983127,156.7069059
1223,1,69.74011243,34.96358265,0.249677822,25.24558415,0.151242639,0.501341071,166.9210767
1223,2,53.69430469,32.932294,0.208233259,24.30978234,0.167481783,0.613329369,145.1488154
1223,3,76.50231334,36.4434778,0.132929179,30.51361899,0.206734101,0.476370925,147.5983828
1225,1,69.92326682,36.72079512,0.050547623,32.30715855,0.272910689,0.52515846,118.3799677
1225,2,99.33873665,43.9996621,0.075687396,39.38720006,0.310237715,0.442925525,126.9581298
1225,3,67.72861849,33.59442202,0.02782127,30.42164125,0.251920248,0.496015167,120.759016
1226,1,91.59013884,35.92853237,0.093401826,31.65611747,0.224363669,0.392275116,141.0928858
1226,2,74.9688973,36.62054347,0.100424979,31.76688246,0.226409652,0.488476485,140.3071036
1226,3,68.19306593,28.99141143,0.082129205,25.01145543,0.169527984,0.425137234,147.5358511
1238,2,84.27592684,36.62852585,0.122200054,31.13771477,0.207261368,0.4346262,150.2340501
1239,2,25.54896305,18.84453587,0.471162868,8.929552987,0.051274106,0.737585155,174.1532663
1244,1,70.69333597,36.3186871,0.202503008,27.52614536,0.173065683,0.513749798,159.0502801
1244,2,48.46477914,30.63430572,0.190975198,22.49988911,0.165946532,0.632094198,135.5851722
1246,2,87.59194965,40.81076646,0.185622769,32.20728634,0.205192748,0.465919147,156.9611335
1246,3,37.90452865,24.68344193,0.4347817,12.47387007,0.068505462,0.65120034,182.0857741
1253,1,14.7782234,17.01153915,0.236585402,9.768312401,0.103433557,1.151122072,94.44045691
1253,2,80.82496129,37.42339189,0.166260162,30.22214982,0.200744153,0.463017752,150.5505854
1259,1,123.1853167,43.24558456,0.185397158,35.31204728,0.199699621,0.351061196,176.82581
1259,2,140.9825189,40.52317358,0.122369218,35.32217049,0.205536852,0.28743403,171.8532234
1259,3,80.69654284,50.91858775,0.370513193,31.15763814,0.188464026,0.630988466,165.3240607
1271,1,103.3707234,52.67427416,0.278163858,34.09949855,0.209266783,0.509566659,162.9474969
1272,1,33.12263485,30.29520087,0.259305,21.01685487,0.202289523,0.914637407,103.8949254
1272,2,88.49280748,51.18558051,0.222703612,38.94689073,0.284971863,0.57841515,136.66925
1272,3,48.09799627,24.82990557,0.354974348,14.9633963,0.080977624,0.516235758,184.7843332
1279,1,51.18326008,38.50957853,0.259132776,24.98177927,0.176052875,0.7523862,141.8992975
1279,2,38.46699439,15.20123332,0.37486549,9.373316461,0.047365967,0.395176009,197.8913758
1279,3,18.38144254,20.72563739,0.350614343,9.83683009,0.086628751,1.127530516,113.5515626
1280,2,92.74900697,40.32972403,0.198818051,32.40854828,0.191753624,0.434826478,169.0113989
1280,3,99.16912197,43.61726422,0.287217031,29.85507635,0.167683069,0.439827069,178.0446682
1284,1,57.7918424,34.09133982,0.27627521,22.79427896,0.140643017,0.589898823,162.0718853
1284,2,71.32754451,37.56703845,0.262249273,26.30292747,0.163931098,0.526683467,160.4511151
1284,3,89.05410167,38.55212586,0.185831849,30.27309696,0.196278143,0.432906796,154.2357007
1289,1,21.77460583,13.30754303,0.126044329,10.81942977,0.069535482,0.611149664,155.5958107
1289,2,16.43244705,18.2245987,0.263321445,10.24777402,0.141342355,1.109061763,72.50320689
1292,1,71.94860819,39.70433473,0.225206808,29.33906689,0.192157957,0.551842985,152.6820294
1292,2,37.15699483,32.35547232,0.196154839,21.46572917,0.191955614,0.870777426,111.8265247
1297,1,80.64558978,33.64053406,0.12473008,28.52598698,0.178263776,0.417140406,160.0212201
1297,2,95.47433798,26.85167817,0.209072112,21.13202886,0.10931029,0.281244979,193.3214962
1297,3,46.6427849,23.85599792,0.152098169,18.93812636,0.113132458,0.511461697,167.3978156
1300,2,8.421941418,6.433160174,0.129663692,5.158144397,0.053941564,0.763857151,95.62467251
1300,3,58.98563436,34.45296592,0.202030205,25.43178689,0.164258368,0.584090793,154.8279529
1301,1,28.4807363,16.37853468,0.363140168,9.700028223,0.051148503,0.575074131,189.6444219
1301,2,59.68557688,40.21006636,0.204662932,29.62411788,0.224034486,0.673698211,132.2301688
1301,3,72.18711256,34.26380115,0.137521782,28.38983534,0.196567782,0.474652607,144.4277139
1303,1,89.15902621,37.30627289,0.186816406,29.10249824,0.180857716,0.418423961,160.9137769
1303,2,58.7793699,38.42244844,0.232880293,26.84363897,0.191513537,0.653672343,140.1657523
1303,3,112.2409715,36.36326704,0.129015039,31.16479958,0.182518711,0.323974985,170.7485186
1314,1,18.44323772,14.74563398,0.226809989,9.993405353,0.073156984,0.799514392,136.6022045
1315,1,29.85368295,24.59697906,0.424339598,12.27163378,0.074609601,0.823917742,164.4779448
1315,2,53.50751982,31.60280448,0.20060112,23.56036116,0.14786646,0.590623609,159.3353972
1315,3,39.50544364,27.82524714,0.226210965,19.12291433,0.136904299,0.704339569,139.6808901
2003,2,67.9682074,28.7116075,0.119873487,24.46773063,0.160248144,0.422427023,152.686515
2003,3,75.5409588,36.89929071,0.218931036,26.4170026,0.156344041,0.488467333,168.9671217
2005,3,73.20518624,37.04870983,0.163575832,28.24060367,0.169736948,0.506094059,166.3786464
2011,2,86.6135034,36.99761088,0.353956266,23.03671837,0.123383391,0.427157538,186.7084237
2011,3,136.5118144,87.50693772,0.282424349,61.71732195,0.404777104,0.641020985,152.4723642
2012,2,89.87753156,30.85529527,0.164725007,25.86892695,0.13737297,0.343303768,188.3116231
2013,1,86.28507008,38.20476354,0.221440805,28.72071467,0.169194643,0.442773744,169.7495507
2013,2,60.23358212,30.55341657,0.098942731,26.17501546,0.187151087,0.507248872,139.8603443
2013,3,84.42058026,41.25018605,0.122526868,33.41196089,0.228050341,0.488627132,146.5113392
2025,1,108.7746735,46.08534933,0.109420269,39.9955221,0.281593054,0.423677202,142.0330561
2025,2,61.95135062,30.28825342,0.060989132,27.3741405,0.216796438,0.488903843,126.2665604
2025,3,68.36462162,30.04080135,0.140655971,24.95249747,0.156362489,0.439420283,159.5810972
2026,1,54.13931591,32.98670571,0.110708345,27.44796935,0.208098504,0.609292991,131.8989271
2026,2,47.75101481,23.32620123,0.255030381,16.614033,0.089689023,0.48849645,185.240429
2026,3,104.8953728,47.31079878,0.150962138,39.42661258,0.268870321,0.451028463,146.6380241
2027,1,46.33787122,28.394841,0.317683113,18.23827032,0.105608833,0.612778279,172.6964472
2027,2,85.72237236,36.63235008,0.273001434,26.12181644,0.145869319,0.427337101,179.0768388
2027,3,52.81313335,36.20413502,0.302439608,24.03451156,0.15107066,0.685513862,159.0945029
2029,1,59.6493126,38.31129389,0.177549755,29.07649597,0.213829383,0.642275531,135.9798897
2029,2,13.04039867,8.181089808,0.097596378,6.925127045,0.064620164,0.627365007,107.1666582
2033,1,37.06908304,21.98438253,0.33705864,13.23675303,0.075785156,0.593065183,174.6615534
2033,2,66.84019139,32.69750607,0.318389335,20.7752828,0.111371954,0.489189294,186.5396268
2033,3,114.3909557,44.15869249,0.190521633,35.2251356,0.214377649,0.386033076,164.3134711
2034,3,71.54625221,32.41390482,0.219920292,24.21714988,0.144517567,0.453048257,167.5723605
2036,1,47.32571073,29.54735175,0.277875024,19.2118196,0.129058963,0.62434037,148.8607929
2036,2,43.12906831,27.01612227,0.15066795,20.72227326,0.151873052,0.626401713,136.4447014
2036,3,70.80090478,31.25956771,0.126049503,26.38486677,0.178583547,0.441513676,147.745227
2039,1,41.24267996,35.2910771,0.308824358,20.01227443,0.139584308,0.855693111,143.3705173
2039,3,26.66390727,22.45470148,0.116433805,17.16188933,0.176426426,0.842138448,97.27504939
2043,2,28.31440243,17.82562639,0.207468392,12.78560649,0.082155825,0.629560396,155.6262923
2043,3,64.61602903,29.86117259,0.082685737,26.51611394,0.197983897,0.462132586,133.9306597
2045,1,79.18187506,39.59260147,0.052551541,36.49061141,0.304676973,0.500021014,119.7681958
2045,2,76.37754571,28.97599476,0.089194272,25.75002479,0.172527308,0.379378448,149.2518782
2045,3,47.59098789,34.09503326,0.166588266,25.29350969,0.219607271,0.716417851,115.1761032
2048,1,88.87306445,29.45743975,0.049706423,27.34003283,0.240017032,0.331455204,113.9087196
2048,3,73.30080766,20.49471899,0.098060147,18.11468825,0.106642614,0.279597451,169.8635056
2049,2,70.23085424,36.10712133,0.147915073,29.56248786,0.189292737,0.514120492,156.1733867
2054,1,90.61749225,55.13844184,0.226882913,41.05608447,0.316500553,0.608474594,129.7188394
2054,2,105.2451628,49.15187795,0.213193865,37.70067977,0.238656598,0.46702268,157.9704064
2054,3,91.34809236,49.84319179,0.153027637,41.13046493,0.320671236,0.545640204,128.2636555
2064,3,29.98659865,17.82711423,0.26617418,12.0922169,0.068396571,0.594502712,176.79566
2067,1,71.47384326,35.21976754,0.175392774,27.98678922,0.179459931,0.492764429,155.9500721
2067,2,75.38614442,29.85548365,0.083693474,26.58501986,0.186212722,0.396034097,142.7669369
2067,3,125.9621031,35.64062544,0.070906259,32.84492266,0.208152688,0.282947208,157.7924505
2074,1,56.07088451,33.71223428,0.158394189,27.45875865,0.18987603,0.601243133,144.6141393
2074,2,65.65699292,40.44149974,0.266906573,28.51313463,0.187961584,0.615951142,151.6966078
2074,3,52.56682252,42.40391912,0.235516725,30.50086561,0.246984206,0.806666964,123.4931824
2076,1,74.04901072,35.16741051,0.10597705,28.98911173,0.220615375,0.474920734,131.4011399
2076,2,81.19022156,37.36974414,0.14698985,30.69676705,0.200183038,0.460273952,153.343497
2077,1,54.87234383,32.26959119,0.143314049,25.89107837,0.193959084,0.588084797,133.4873205
2077,2,39.96351804,28.91241743,0.192215439,20.41846261,0.158059456,0.723470276,129.1821643
2077,3,50.85412327,30.11461977,0.094498724,25.40730916,0.200735492,0.59217656,126.571086
2079,1,72.6887181,38.23778331,0.349248864,23.11079349,0.129182786,0.526048393,178.8999467
2079,2,79.70388412,40.23357094,0.273536846,27.58665419,0.167595206,0.504788084,164.6028832
2079,3,54.27992971,36.3363057,0.413834851,18.83972601,0.106610134,0.669424332,176.7160905
2080,1,72.38923675,39.20635787,0.271483906,27.79672042,0.169271118,0.541604797,164.2141948
2080,2,65.44640468,39.76747163,0.15281505,31.82213253,0.241620092,0.607634168,131.7031719
2080,3,50.4462541,37.03368532,0.171176417,28.83876895,0.232654059,0.734121611,123.9555804
2085,1,37.20963143,26.70345284,0.243605504,17.76918927,0.123941217,0.717648948,143.3678784
2085,2,48.79266843,25.65617493,0.22004112,18.91077736,0.114972618,0.525820287,164.4807054
2085,3,43.95914505,31.42005491,0.313453956,18.98454784,0.126923102,0.714755823,149.5751958
2086,1,24.78828348,31.30461518,0.04003163,23.06456166,0.142331591,1.262879506,162.0480843
2086,3,58.1285797,31.68294012,0.136949037,26.4530222,0.179010869,0.545049273,147.7732737
2099,1,47.7419605,33.10285726,0.241710136,22.58935818,0.157721458,0.693370295,143.2231125
2099,2,32.437492,25.96109363,0.155635635,18.84022053,0.161164981,0.800342197,116.9002129
2099,3,12.01313641,11.25750354,0.103644739,8.619758554,0.135924142,0.937099452,63.4159499
2101,1,44.98298901,25.18529113,0.096708267,21.23064045,0.143496112,0.559884785,147.9527226
2101,2,75.77571625,38.8867902,0.143224244,31.96771405,0.217611733,0.513182747,146.9025294
2103,1,45.08232935,26.56511683,0.161659618,20.61303221,0.145960393,0.589257858,141.2234635
2103,3,45.04839814,27.33152187,0.186727356,20.51783824,0.136498917,0.606714623,150.3150256
2111,2,52.71259923,23.42188198,0.125885854,19.87499545,0.116811207,0.44433176,170.146306
2111,3,78.07600922,33.58947217,0.162202514,27.40598241,0.171259208,0.430215024,160.0263296
2114,1,64.82642208,41.80232502,0.299947367,27.26498772,0.174074007,0.644834678,156.6287131
2114,3,79.86432392,39.96292246,0.222662648,29.76896111,0.18025739,0.500385159,165.1469664
2119,1,70.97545034,35.47331302,0.111759256,30.32806052,0.216895534,0.499796942,139.8279619
2119,2,78.08520515,34.71678116,0.153965972,28.45319754,0.184191675,0.444601267,154.4760235
2119,3,55.63774343,37.14350428,0.110569293,30.94138016,0.293188359,0.667595449,105.534136
2120,1,81.25389197,45.73774986,0.329123339,30.24982387,0.183017562,0.562899189,165.2837219
2120,3,77.0036398,27.07704381,0.25238625,20.32726129,0.105610484,0.351633298,192.4738961
2122,1,25.67464951,14.90653126,0.037776907,13.63633873,0.097160038,0.580593369,140.3492534
2122,3,84.48349525,37.72795675,0.252615697,27.33308377,0.160974448,0.446571921,169.7976546
2127,1,104.4055382,47.85406143,0.117904394,41.0974872,0.299740123,0.458347921,137.1103968
2127,3,96.80632038,45.06315992,0.146199536,37.40805464,0.264721107,0.465498118,141.3111902
2129,1,74.5973179,37.62882332,0.087095209,33.45437708,0.243464711,0.504425955,137.409553
2129,2,86.09146576,38.1328081,0.098069708,33.78491568,0.22195136,0.442933661,152.2176554
2129,3,83.62753631,38.84341367,0.151243248,32.16943496,0.205440709,0.464481143,156.5874413
2134,3,68.60660696,33.94474471,0.184697678,26.44793138,0.175939199,0.494773699,150.3242681
2135,2,54.29533246,38.71880917,0.295974595,24.50162543,0.173126079,0.713114874,141.5247522
2135,3,60.14855429,31.66382038,0.110749711,26.75891406,0.201495197,0.526426957,132.8017467
2139,1,84.08457506,42.63206115,0.248443275,30.97832048,0.18861073,0.507014052,164.2447406
2139,2,59.3856096,35.68079649,0.208487803,27.40969853,0.178867452,0.600832369,153.2402808
2139,3,58.60980533,34.61247806,0.195161663,25.9749599,0.171574278,0.590557806,151.391923
2144,1,78.29279057,34.19393447,0.079952667,30.61173374,0.216926553,0.436744357,141.1156599
2144,2,106.5270695,41.54093487,0.061442936,38.34216821,0.277042215,0.38995661,138.3982877
2144,3,120.1154458,39.06980825,0.108282969,34.38082945,0.224036564,0.325268811,153.4607962
2146,1,80.66705414,41.50964177,0.135849898,34.63478669,0.248226148,0.514579864,139.5291633
2146,2,56.52862475,33.76769686,0.171404388,26.08000829,0.177977508,0.597355712,146.5354165
2146,3,53.47630814,28.69829534,0.14253059,23.23519101,0.159795361,0.536654387,145.4059169
2150,1,44.0938333,21.59351247,0.033774634,19.97359696,0.176068842,0.489717288,113.441974
2150,2,56.26011311,26.41688539,0.054275544,24.09478584,0.196803209,0.469549098,122.4308584
2150,3,86.41024371,32.10173808,0.039805466,30.24147357,0.227454961,0.371503848,132.9558758
2151,1,48.91185788,31.17471919,0.269398936,21.51707223,0.13805348,0.637365263,155.8604117
2151,2,63.08940599,31.39732473,0.156427482,25.24492912,0.157393735,0.497663978,160.3934811
2151,3,71.90695372,34.05114845,0.261388761,23.18952924,0.130028618,0.473544584,178.3417337
2153,1,81.18169017,31.04838992,0.055610748,28.59628798,0.227731248,0.382455574,125.5703303
2153,2,88.55272636,37.37755328,0.076958244,32.24220361,0.220188614,0.422093761,146.4299313
2153,3,38.17272727,20.79195432,0.106936245,17.39842514,0.111358648,0.54468087,156.2377549
2158,2,40.49322965,41.94353769,0.492557571,16.71662673,0.107319034,1.035816062,155.7657218
2158,3,65.25960498,41.99795207,0.284461561,28.08739908,0.183552351,0.643552042,153.0211894
2159,1,34.31211936,21.93863772,0.484070348,10.12370123,0.053034773,0.639384513,190.8879913
2159,2,36.91215931,21.77424887,0.06070516,19.05221028,0.170484641,0.589893663,111.7532359
2159,3,44.92026809,37.07874158,0.142833051,27.21674092,0.285733693,0.825434557,95.25212313
2160,1,87.93097706,38.81702205,0.141910043,30.61223387,0.204489842,0.441448774,149.7005115
2160,2,50.74005815,25.05994781,0.149974131,20.35577715,0.12526884,0.493888827,162.4967321
