Plot,Repeat,SLA
2124,2,111.1711712
2124,3,134.1304348
2125,1,125.2791878
2125,2,113.7327189
2125,3,120.3902439
2126,1,169.0410959
2126,2,138.6516854
2126,3,137.1111111
2127,1,112.6940639
2127,2,122.7860697
2127,3,127.8756477
2128,1,110.1785714
2128,2,118.0861244
2128,3,127.2164948
2129,1,122.1782178
2129,2,119.2270531
2129,3,114.7906977
2130,1,100.3252033
2130,2,141.0285714
2130,3,125.9183673
2131,2,131.2765957
2131,3,125.2791878
2132,1,113.7327189
2132,2,97.54940711
2132,3,108.245614
2133,1,119.2270531
2133,2,139.4350282
2133,3,118.6538462
2134,1,108.245614
2134,2,110.6726457
2134,3,117.5238095
2135,1,137.877095
2135,2,125.2791878
2135,3,134.1304348
2136,1,145.1764706
2136,2,139.4350282
2136,3,137.877095
2137,1,148.6746988
2137,2,146.9047619
2137,3,150.4878049
2138,1,121.5763547
2138,2,121.5763547
2138,3,134.1304348
2139,1,114.7906977
2139,2,92.78195489
2139,3,110.6726457
2140,1,119.2270531
2140,2,125.9183673
2140,3,108.722467
2141,1,153.2919255
2141,2,152.345679
2141,3,146.035503
2142,1,127.8756477
2142,2,157.1974522
2142,3,118.0861244
2143,1,94.55938697
2143,2,89.09747292
2143,3,87.82918149
2144,1,129.8947368
2144,2,113.7327189
2144,3,128.5416667
2145,1,122.1782178
2145,2,120.3902439
2145,3,138.6516854
2146,1,127.8756477
2146,2,123.4
2146,3,128.5416667
2147,1,118.6538462
2147,2,114.2592593
2147,3,137.1111111
2148,1,124.6464646
2148,2,135.6043956
2148,3,146.9047619
2149,1,131.2765957
2149,2,126.5641026
2149,3,123.4
2150,1,175.035461
2150,2,107.3043478
2150,3,159.2258065
2151,1,106.8398268
2151,2,111.1711712
2151,3,114.2592593
2152,1,123.4
2152,2,120.3902439
2152,3,103.697479
2153,1,94.19847328
2153,2,146.9047619
2153,3,110.1785714
2154,1,131.2765957
2154,2,135.6043956
2154,3,144.3274854
2155,1,114.2592593
2155,2,131.9786096
2155,3,135.6043956
2156,1,125.9183673
2156,2,95.84466019
2156,3,139.4350282
2157,1,141.8390805
2157,2,144.3274854
2157,3,140.2272727
2158,1,144.3274854
2158,2,134.863388
2158,3,137.1111111
2159,1,116.4150943
2159,2,113.2110092
2159,3,105.9227468
2160,1,119.8058252
2160,2,140.2272727
2160,3,122.7860697
2161,1,120.3902439
2161,2,114.7906977
2161,3,202.295082
2162,1,135.6043956
2162,2,131.2765957
2162,3,156.2025316
2163,1,99.11646586
2163,2,104.5762712
2163,3,99.11646586
2164,1,114.2592593
2164,2,100.7346939
2164,3,117.5238095
2165,1,113.2110092
2165,2,89.74545455
2165,3,126.5641026
2166,1,133.4054054
2166,2,119.2270531
2166,3,112.6940639
2167,1,110.6726457
2167,2,109.6888889
2167,3,108.722467
2168,1,119.8058252
2168,2,158.2051282
2168,3,134.1304348
2169,1,127.2164948
2169,2,140.2272727
2169,3,129.8947368
2170,1,125.9183673
2170,2,117.5238095
2170,3,131.2765957
2171,1,139.4350282
2171,2,141.8390805
2171,3,114.2592593
2172,1,110.1785714
2172,2,131.2765957
2172,3,138.6516854
2173,1,140.2272727
2173,2,121.5763547
2173,3,140.2272727
2174,1,101.9834711
2174,2,94.92307692
2174,3,125.9183673
2175,1,122.1782178
2175,2,157.1974522
2175,3,108.722467
2176,1,124.0201005
2176,2,139.4350282
2176,3,127.2164948
2177,1,146.9047619
2177,2,131.2765957
2177,3,129.2146597
2178,1,134.863388
2178,2,153.0542636
2178,3,149.5757576
2179,1,129.8947368
2179,2,122.7860697
2179,3,122.7860697
2180,1,141.0285714
2180,2,126.5641026
2180,3,138.6516854
2183,1,114.7906977
2183,2,128.5416667
2183,3,125.2791878
2184,1,116.9668246
2184,2,134.863388
2184,3,113.2110092
2185,1,124.6464646
2185,2,127.8756477
2185,3,112.6940639
2186,1,144.3274854
2186,2,160.2597403
2186,3,140.2272727
2187,1,144.3274854
2187,2,149.5757576
2187,3,127.2164948
2188,1,114.7906977
2188,2,122.1782178
2188,3,105.0212766
2189,1,180.1459854
2189,2,159.2258065
2189,3,164.5333333
2190,1,127.2164948
2190,2,150.4878049
2190,3,130.5820106
2191,1,157.1974522
2191,2,142.6589595
2191,3,122.7860697
2192,1,144.3274854
2192,2,120.9803922
2192,3,130.5820106
2194,1,134.1304348
2194,2,123.4
2194,3,124.0201005
2195,1,131.2765957
2195,2,129.8947368
2195,3,122.1782178
2196,1,140.2272727
2196,2,147.7844311
2196,3,120.3902439
2197,1,118.6538462
2197,2,120.9803922
2197,3,125.2791878
2198,1,109.2035398
2198,2,110.6726457
2198,3,134.863388
2199,1,130.5820106
2199,2,138.6516854
2199,3,133.4054054
2200,1,117.5238095
2200,2,122.7860697
2200,3,123.4
2201,1,152.345679
2201,2,120.3902439
2201,3,125.2791878
2202,1,146.9047619
2202,2,126.5641026
2202,3,165.6375839
2203,2,112.6940639
2203,3,118.6538462
2204,1,111.6742081
2204,2,121.5763547
2204,3,120.9803922
2205,1,104.1350211
2205,2,130.5820106
2205,3,131.2765957
2206,1,191.3178295
2206,2,107.8907104
2206,3,133.4054054
2207,1,131.2765957
2207,2,141.8390805
2207,3,146.035503
2209,1,134.1304348
2209,2,115.8685446
2209,3,129.8947368
2210,1,116.9668246
2210,2,143.4883721
2210,3,111.6742081
2211,1,122.1782178
2211,2,130.5820106
2211,3,131.9786096
2212,1,108.722467
2212,2,111.1711712
2212,3,109.6888889
2213,2,110.6726457
2213,3,115.3271028
2214,1,144.3274854
2214,2,130.5820106
2214,3,122.7860697
2215,1,128.5416667
2215,2,130.5820106
2215,3,127.8756477
2216,1,166.7567568
2216,2,134.1304348
2216,3,138.6516854
2217,1,143.4883721
2217,2,137.1111111
2217,3,146.9047619
2218,1,137.1111111
2218,2,141.8390805
2218,3,149.5757576
2219,1,146.035503
2219,2,129.2146597
2219,3,121.5763547
2220,1,140.2272727
2220,2,124.6464646
2220,3,106.3793103
2221,1,116.4150943
2221,2,115.8685446
2221,3,127.2164948
2222,1,149.5757576
2222,2,132.688172
2222,3,135.6043956
2223,1,98.72
2223,2,111.6742081
2223,3,91.7472119
2224,1,129.8947368
2224,2,122.1782178
2224,3,144.3274854
2225,1,124.6464646
2225,2,133.4054054
2225,3,146.9047619
2226,1,100.3252033
2226,2,129.2146597
2226,3,134.1304348
2227,1,116.9668246
2227,2,126.5641026
2227,3,102.8333333
2228,1,129.2146597
2228,2,119.2270531
2228,3,124.0201005
2229,1,95.28957529
2229,2,103.697479
2229,3,116.4150943
2230,1,131.2765957
2230,2,129.2146597
2230,3,133.4054054
2231,1,122.1782178
2231,2,127.2164948
2231,3,134.1304348
2232,1,116.4150943
2232,2,120.9803922
2232,3,156.2025316
2233,1,119.2270531
2233,2,112.1818182
2233,3,125.2791878
2234,1,141.8390805
2234,2,164.5333333
2234,3,131.2765957
2235,1,109.2035398
2235,2,136.3535912
2235,3,137.1111111
2236,1,137.1111111
2236,2,141.8390805
2236,3,145.1764706
2237,1,138.6516854
2237,2,129.8947368
2237,3,154.25
2238,1,127.8756477
2238,2,122.1782178
2238,3,132.688172
2239,1,88.14285714
2239,2,120.9803922
2239,3,96.0311284
2240,1,131.9786096
2240,2,147.7844311
2240,3,87.10588235
2241,1,100.3252033
2241,2,111.6742081
2241,3,93.84030418
2242,1,130.5820106
2242,2,125.9183673
2242,3,116.9668246
2243,1,138.6516854
2243,2,136.3535912
2243,3,134.1304348
2244,1,110.1785714
2244,2,98.72
2244,3,102.8333333
2245,1,129.8947368
2245,2,122.1782178
2245,3,141.8390805
2246,1,114.7906977
2246,2,102.8333333
2246,3,115.8685446
2248,1,159.2258065
2248,2,172.5874126
2248,3,169.0410959
2249,1,105.9227468
2249,2,117.5238095
2249,3,115.3271028
2250,1,165.6375839
2250,2,169.0410959
2250,3,146.035503
2251,1,105.9227468
2251,2,146.035503
2251,3,120.3902439
2252,2,105.9227468
2253,1,115.3271028
2253,2,104.5762712
2253,3,140.2272727
2254,1,158.2051282
2254,2,121.5763547
2254,3,134.1304348
2255,1,105.0212766
2255,2,93.57345972
2255,3,117.5238095
2256,1,100.7346939
2256,2,127.2164948
2256,3,117.5238095
2257,1,120.3902439
2257,2,151.4110429
2257,3,116.9668246
2258,1,131.2765957
2258,2,141.0285714
2258,3,149.5757576
2259,1,113.2110092
2259,2,112.6940639
2259,3,141.0285714
2260,1,108.722467
2260,2,151.4110429
2260,3,115.8685446
2261,1,153.2919255
2261,2,132.688172
2261,3,128.5416667
2262,1,131.2765957
2262,2,127.8756477
2262,3,128.5416667
2263,1,154.25
2263,2,114.7906977
2263,3,113.7327189
2264,1,115.8685446
2264,2,93.48484848
2264,3,88.45878136
2265,1,146.9047619
2265,2,123.4
2265,3,140.2272727
2266,1,150.4878049
2266,2,153.2919255
2266,3,135.6043956
2267,1,98.32669323
2267,2,91.0701107
2267,3,99.91902834
2268,1,127.8756477
2268,2,120.9803922
2268,3,155.2201258
2269,1,107.3043478
2269,2,110.1785714
2269,3,123.4
2270,1,122.7860697
2270,2,153.2919255
2270,3,141.8390805
2271,1,148.6746988
2271,2,122.1782178
2271,3,127.2164948
2272,1,132.688172
2272,2,110.6726457
2272,3,125.2791878
2273,1,93.48484848
2273,2,118.6538462
2273,3,110.1785714
2274,1,156.2025316
2274,2,146.035503
2274,3,142.6589595
2275,1,137.1111111
2275,2,122.1782178
2275,3,166.7567568
2276,1,165.6375839
2276,2,109.2035398
2276,3,136.3535912
2277,1,107.3043478
2277,2,112.1818182
2277,3,116.4150943
2279,1,120.3902439
2279,2,134.863388
2279,3,115.8685446
2280,1,141.8390805
2280,2,131.2765957
2280,3,185.5639098
2281,1,133.4054054
2281,2,118.0861244
2281,3,122.1782178
2282,1,171.3888889
2282,2,178.8405797
2282,3,151.4110429
2283,1,111.6742081
2283,2,114.2592593
2283,3,127.2164948
2284,1,145.1764706
2284,2,122.7860697
2284,3,116.9668246
2285,1,140.2272727
2285,2,147.7844311
2285,3,124.6464646
2287,1,102.406639
2287,2,120.9803922
2287,3,110.1785714
2288,1,123.4
2288,2,112.6940639
2288,3,140.2272727
2289,1,140.2272727
2289,2,121.5763547
2289,3,137.1111111
2290,1,128.5416667
2290,2,105.4700855
2290,3,121.5763547
2291,3,145.1764706
2292,1,146.035503
2292,2,134.1304348
2292,3,131.9786096
2293,1,127.2164948
2293,2,148.6746988
2293,3,126.5641026
2294,1,125.9183673
2294,2,138.6516854
2294,3,120.3902439
2295,1,94.55938697
2295,2,91.7472119
2295,3,92.78195489
2296,2,114.2592593
2296,3,137.877095
2297,1,133.4054054
2297,2,146.9047619
2297,3,128.5416667
2298,1,146.9047619
2298,2,141.0285714
2298,3,119.2270531
2300,1,137.877095
2300,2,130.5820106
2300,3,150.4878049
2301,1,150.4878049
2301,2,176.2857143
2301,3,141.0285714
2302,1,122.7860697
2302,2,146.035503
2302,3,131.2765957
2303,1,112.6940639
2303,2,115.8685446
2303,3,134.863388
2304,1,107.7729258
2304,2,112.6940639
2304,3,100.3252033
2305,1,103.2635983
2305,2,118.6538462
2305,3,115.8685446
2306,1,136.3535912
2306,2,125.2791878
2306,3,131.2765957
2307,1,124.6464646
2307,2,146.9047619
2307,3,125.2791878
2308,1,115.3271028
2308,2,115.3271028
2308,3,146.035503
2309,1,106.8398268
2309,2,126.5641026
2309,3,111.6742081
2310,1,150.4878049
2310,2,134.1304348
2310,3,152.345679
2311,1,111.1711712
2311,2,115.3271028
2311,3,94.55938697
2312,1,163.4437086
2312,2,131.9786096
2312,3,130.5820106
2313,1,115.8685446
2313,2,115.8685446
2313,3,128.5416667
2314,1,141.0285714
2314,2,122.1782178
2314,3,126.5641026
2315,1,103.697479
2315,2,130.5820106
2315,3,160.2597403
2316,1,134.1304348
2316,2,131.9786096
2316,3,141.0285714
2317,1,140.2272727
2317,2,125.2791878
2317,3,125.9183673
2318,1,132.688172
2318,2,122.1782178
2318,3,102.8333333
2319,1,139.4350282
2319,2,130.5820106
2319,3,134.863388
2320,1,130.5820106
2320,2,131.2765957
2320,3,141.8390805
