"Plot","Repeat","NPQ_ind_amp","NPQ_ind_rate","NPQ_rel_amp","NPQ_rel_rate","NPQ_rel_res","phiPSII_ind_amp","phiPSII_ind_rate","phiPSII_ind_res","NPQ_ind_linear","maxNPQ","endNPQ","endFvFm","initialFvFm"
1004,"2.00",2.198560385963,0.00556970814283565,1.88044314193962,0.0215310092342674,0.219318318838118,0.211734714701332,0.0184173522046574,0.558367384024431,0.0091,2.11,0.19,0.77,0.8
1004,"3.00",2.35731696592482,0.00979965480725692,2.11746469039866,0.0182777841528018,0.214311157999632,0.223970260856965,0.014244920463635,0.540873839416543,0.0171,2.36,0.2,0.77,0.8
1005,"1.00",2.84284215518665,0.00668758411824204,2.53605884960592,0.0224600215803987,0.214140891002461,0.263343225592687,0.0174442585982242,0.467437948813997,0.0162,2.75,0.21,0.73,0.77
1005,"2.00",2.95621777919439,0.00482986128987401,2.47787015807877,0.0387160115571352,0.231582148941255,0.250660619458756,0.0305656443751335,0.509113230885312,0.0116,2.72,0.21,0.76,0.79
1005,"3.00",2.87149583245854,0.00627426408325025,2.50269007644342,0.0348411027434495,0.23745201126601,0.252961840724205,0.0281849593702655,0.507667421153924,0.0133,2.74,0.23,0.76,0.8
1006,"1.00",2.69259731695869,0.00919703588303692,2.46999289806901,0.0311512648384568,0.189546445530917,0.253049783223723,0.0237953202236597,0.514367629881396,0.0214,2.69,0.14,0.77,0.8
1006,"2.00",2.34969992689666,0.0116712495482769,2.20492630548681,0.0399172457822639,0.167225677289342,0.233199429001208,0.0310984911413841,0.533262918246606,0.0238,2.4,0.12,0.77,0.79
1006,"3.00",2.36812037702684,0.0141812465338109,2.30042465470303,0.0307772496328318,0.127291719966156,0.247982785932725,0.0251681762856216,0.530692927733396,0.0265,2.44,0.12,0.78,0.8
1007,"1.00",3.04971429590899,0.0133078897195679,2.86397065068552,0.0178780251301025,0.183092620890647,0.297006292954634,0.0126534809282463,0.432398670484003,0.0344,3.15,0.15,0.73,0.76
1007,"2.00",3.14271704738966,0.00983105354066554,2.83652242250553,0.0244322305150515,0.176062475871182,0.287552747071041,0.0157394446871211,0.469554987424541,0.0262,3.14,0.11,0.76,0.78
1007,"3.00",3.04225378544159,0.00900798554319901,2.7955756386131,0.022017328037207,0.189620466352701,0.280083568201093,0.0149093710958888,0.482589278017072,0.0254,3.12,0.12,0.77,0.79
1009,"1.00",3.36036636684774,0.0066946599768092,3.04935196399847,0.0250183232938417,0.237282988942446,0.289014319972232,0.0182931552580812,0.467461120053955,0.0215,3.28,0.19,0.76,0.79
1009,"2.00",3.03666222601652,0.00871851294422861,2.8955401664229,0.0240469635728118,0.224822426218072,0.300434269928871,0.0167942503143524,0.408866533307455,0.0282,3.13,0.18,0.71,0.75
1009,"3.00",3.0610467204598,0.0133414221006215,2.82361184167795,0.0188458099517931,0.335208101511339,0.282133073646447,0.0132931488742147,0.418629557097451,0.0347,3.18,0.26,0.71,0.75
1010,"1.00",3.3522807807684,0.0161642526189792,3.00947890548171,0.0140989781420947,0.322687564180443,0.295836360613252,0.00989283003183341,0.385418779337883,0.0419,3.39,0.28,0.68,0.73
1010,"2.00",3.12290802076133,0.0126618847986627,2.9088554952694,0.0180861054750591,0.155860513185651,0.303466463462791,0.0124424486994225,0.445728544281688,0.029,3.18,0.12,0.75,0.77
1010,"3.00",2.72833502964665,0.0155880519628602,2.61737413000452,0.0174296289654682,0.151157123205134,0.286822709731278,0.0122677091006668,0.43822559391944,0.0325,2.81,0.12,0.73,0.75
1011,"1.00",3.64675836467932,0.00608369951388781,3.34388457782527,0.0235145622037349,0.194160500079564,0.328933443621586,0.0155404323863934,0.397559920170149,0.0276,3.56,0.14,0.73,0.75
1011,"2.00",3.75819410450663,0.00708530768570595,3.53450673066946,0.0224504892612565,0.194275429894885,0.32893344321401,0.0155404322549466,0.41755992086936,0.0296,3.75,0.14,0.75,0.78
1011,"3.00",3.13396877283106,0.0103638925267124,2.97577717153145,0.02103081808073,0.195213901961028,0.305853599096305,0.0149711211420328,0.430599107350284,0.0332,3.21,0.15,0.74,0.76
1012,"1.00",2.68492121916062,0.0100362139901257,2.4397264730486,0.0266524462535162,0.209509197503772,0.239024742358069,0.0193546338336327,0.545127649422146,0.0178,2.71,0.17,0.79,0.81
1012,"2.00",2.73367820609411,0.0126645541259007,2.66639830705601,0.0147636153997296,0.143065926478552,0.27010449242519,0.0118557832330896,0.503815027093745,0.0252,2.78,0.15,0.77,0.8
1012,"3.00",2.6460696778269,0.0122936706884712,2.51391727597279,0.0237391966326903,0.162618896662976,0.266842814744775,0.0171912393566971,0.48892404478006,0.0246,2.68,0.13,0.76,0.78
1013,"1.00",3.57533181518467,0.00520156650001585,3.02517339253425,0.0238373147071163,0.247996749450915,0.287026313432507,0.0166137353901718,0.469728547546272,0.0102,3.32,0.18,0.76,0.79
1013,"2.00",3.50202699769569,0.0059738427397868,2.91474993097463,0.0250958377805585,0.295589092683925,0.266320377539192,0.0160797428509436,0.492028497188391,0.0118,3.31,0.17,0.77,0.8
1013,"3.00",3.14998178891087,0.00777311602481435,2.78844937499102,0.0249190586321729,0.23457788620826,0.271160250315001,0.0182379994380121,0.493497809646957,0.0126,3.07,0.17,0.77,0.8
1014,"1.00",3.33910882311461,0.00509612002929371,2.80135055583631,0.0264664969404427,0.282591317936545,0.262341055804303,0.0181337914810595,0.507711538588133,0.017,3.16,0.19,0.78,0.81
1014,"2.00",3.13717248123861,0.00674932040479674,2.78715073246898,0.025975539741299,0.239192022137842,0.267757642337421,0.0185073388023482,0.496417660199972,0.0206,3.09,0.17,0.77,0.8
1014,"3.00",2.61100686585302,0.0149158818855099,2.43252751161693,0.0252225768599361,0.256883320513508,0.247763060444839,0.0177039317628222,0.50663843132654,0.0347,2.76,0.19,0.76,0.79
1015,"1.00",2.98141208316192,0.0102510414996024,2.57796022397735,0.0264794967893114,0.32935270357109,0.245412126581865,0.0164320476923525,0.497747679322489,0.026,3.05,0.22,0.75,0.79
1015,"2.00",3.30028960736473,0.00943784774930371,2.89574034970727,0.0292827577598355,0.31262373437931,0.267033363559086,0.0202943677110196,0.503307795030585,0.0246,3.32,0.19,0.78,0.81
1015,"3.00",2.65468025655833,0.00959720066681683,2.3285637033061,0.0398280014464033,0.311485975873549,0.238149592481308,0.0294963541114299,0.51652048533857,0.0199,2.69,0.23,0.76,0.8
1016,"1.00",3.35162765195927,0.0158629239630903,3.15567293149126,0.0158757442434428,0.213975939608174,0.306789687817628,0.0105124175055584,0.436706963358456,0.0469,3.54,0.14,0.75,0.77
1016,"2.00",3.01549715456329,0.0149045120820438,2.88593559281696,0.0159126486957596,0.238315153819132,0.29816725452589,0.0111868885253008,0.418872552551151,0.0396,3.18,0.19,0.72,0.75
1016,"3.00",2.83363430231115,0.0133653316281615,2.80660223839228,0.0104791020492892,0.13952124472459,0.279790415078275,0.00874273621128044,0.504489673619059,0.0314,2.94,0.15,0.78,0.81
1017,"1.00",2.36352402179552,0.0105997123299851,2.1955423032587,0.0536189383704641,0.23049179613867,0.246203277370676,0.0381119539755923,0.431853140518394,0.0216,2.44,0.19,0.68,0.72
1017,"2.00",2.40853052377461,0.0143205469207546,2.2972984247488,0.0354284317178834,0.168214948389834,0.256740850759612,0.0262938636676571,0.45152595857025,0.0277,2.49,0.14,0.71,0.74
1017,"3.00",2.16775052742936,0.0138124701400428,2.00269990501684,0.0214809843593811,0.178788090325205,0.240869767155834,0.0139356985860441,0.434914744130436,0.0238,2.23,0.13,0.68,0.71
1018,"1.00",3.03054215761943,0.0069236223483168,2.66775732412568,0.0284196427319639,0.240680218039203,0.255914009101098,0.0204972909878003,0.517611337931012,0.0154,2.98,0.19,0.78,0.8
1018,"2.00",3.34200749457401,0.00295241788640822,2.39877908382637,0.0295993302203732,0.232593738296346,0.233647609702699,0.0226477810561327,0.54814318940731,0.0072,2.7,0.16,0.79,0.81
1018,"3.00",2.24229756155725,0.00988977072430424,1.92011226371167,0.0220733195269433,0.291962716307961,0.213120595904792,0.016193554621361,0.511567623544871,0.0217,2.32,0.23,0.73,0.77
1019,"2.00",2.80827645352028,0.0143442400964886,2.63575428321295,0.0160674385661266,0.229290120144046,0.280936833365753,0.0124173104407811,0.445883217731455,0.0299,2.88,0.22,0.73,0.76
1019,"3.00",3.18869902597082,0.010413704457658,2.90504280105938,0.0148697531384681,0.26131386567697,0.297228943005283,0.0110047369526711,0.41472778072191,0.0246,3.2,0.24,0.71,0.75
1020,"1.00",2.41689082072756,0.00727697786693387,2.06133177366487,0.0204905652968365,0.287793320171945,0.217897725229459,0.0159145558302013,0.521101225788691,0.0121,2.37,0.26,0.74,0.78
1020,"2.00",2.50450262521361,0.00719858447922704,2.25755291823244,0.0264849813311136,0.238492027367431,0.239212720902102,0.0210861072934743,0.509796611197675,0.013,2.49,0.24,0.75,0.79
1020,"3.00",2.10057324540661,0.00740323034527507,1.87673036714386,0.0186536521330902,0.185597227706468,0.206798781795271,0.0156867228075137,0.56692888122333,0.0113,2.14,0.17,0.78,0.8
1021,"1.00",1.8439629821718,0.00788273716095214,1.69098257378975,0.0247392707058282,0.145486711897185,0.216566286483976,0.0206687463319707,0.515735750477051,0.0108,1.82,0.16,0.73,0.76
1021,"2.00",2.67705286060989,0.00595183116995614,2.35556861670594,0.0292798234397957,0.230420020994868,0.240332108507053,0.0221083751514081,0.508481948101407,0.0106,2.58,0.2,0.75,0.79
1021,"3.00",2.30850628484732,0.00755330801906182,2.11829631426353,0.0265293063921216,0.159504373804037,0.251116425250295,0.0207216541455837,0.47845586686262,0.0132,2.28,0.14,0.73,0.75
1022,"1.00",2.243028338883,0.0155017821368601,2.23230867117245,0.0119128343413176,0.159955281352822,0.264754103478531,0.00964491771167374,0.447611318477311,0.0262,2.3,0.18,0.71,0.74
1022,"2.00",2.52002235081965,0.0100820423992535,2.43890202554127,0.0121251600899014,0.168709099314559,0.27273386415873,0.00907907193638112,0.439021690858049,0.0264,2.62,0.14,0.71,0.74
1022,"3.00",2.44863217700203,0.0206325244095491,2.47562001567367,0.00945044052204679,0.195122887167803,0.273880877598279,0.00721879754976763,0.429567449462692,0.0362,2.56,0.2,0.7,0.74
1023,"1.00",2.96815162597742,0.015980094857763,2.65835206805691,0.0143961495427165,0.198371129599577,0.260649918307809,0.0100079791383681,0.518414737708992,0.0341,2.99,0.16,0.78,0.8
1023,"2.00",2.59210112495602,0.0100543359179997,2.47339934449011,0.0154217925431359,0.146830859277309,0.266325351078617,0.0118422860794513,0.487379565892899,0.0235,2.64,0.14,0.75,0.78
1023,"3.00",2.75193592176048,0.00790116973260024,2.4499777525573,0.0174069524357012,0.231336597682043,0.252120568533279,0.0126607678126468,0.508064817230406,0.0211,2.76,0.2,0.76,0.79
1024,"1.00",2.96308189992189,0.00955040328091022,2.56057006845178,0.0376073816977858,0.339381261086771,0.262232952399752,0.0239566847860597,0.422863935886011,0.0234,2.97,0.22,0.7,0.74
1024,"2.00",3.26127079847208,0.00734076055017563,2.8283736533505,0.0407338185738575,0.299561375994885,0.263130378247758,0.0291416911465253,0.494338412552435,0.0175,3.16,0.21,0.77,0.8
1024,"3.00",3.32064289288666,0.00822380285739559,2.87582625908522,0.051069855192839,0.32831970210532,0.259146138551685,0.0298803612628699,0.484372403964408,0.0183,3.26,0.16,0.76,0.79
1025,"1.00",2.95066084501757,0.00451993708664195,2.37031357566467,0.030844271234153,0.222242187720348,0.241458118254233,0.0232882756258927,0.525909200244636,0.01,2.65,0.15,0.77,0.8
1025,"2.00",2.72376365692458,0.00569244087958668,2.31831788788895,0.0252638386453222,0.192581478589174,0.239826843924582,0.0185720924085176,0.529355689199307,0.0113,2.59,0.13,0.78,0.8
1025,"3.00",2.97779821993205,0.00394023389602525,2.37011044995471,0.0303088178719716,0.203877435284674,0.247735470675226,0.0231832175679156,0.522533395351226,0.0092,2.6,0.14,0.78,0.8
1027,"1.00",1.63633189950344,0.00951326316252749,1.38322972305788,0.0192510928808808,0.271938807768432,0.165079928222921,0.016999437413089,0.574401384452966,0.0133,1.7,0.24,0.74,0.78
1027,"2.00",1.71385150151102,0.0170139712430891,1.45104037433526,0.0181670838237767,0.273243750148546,0.172342690873288,0.0160883178244587,0.57527305692943,0.0228,1.79,0.24,0.75,0.79
1027,"3.00",1.75610745934478,0.0128114142380226,1.44130530415897,0.0153620260705472,0.336739183965361,0.161728548698998,0.012791489436589,0.595137460297356,0.0194,1.84,0.31,0.76,0.8
1028,"1.00",2.53873310284189,0.00782397919022068,2.11151163011609,0.032694154026962,0.324985900155233,0.211441774071823,0.0223637213376698,0.543738137923698,0.0144,2.52,0.25,0.76,0.8
1028,"2.00",2.29915976564542,0.0133666201325686,2.0788206760842,0.0252853570622548,0.262583479816403,0.224341258507953,0.0197896393504597,0.518199125877794,0.0242,2.36,0.24,0.74,0.78
1028,"3.00",2.72342838459302,0.00733147342209942,2.34211845388406,0.0332662697964341,0.279707301940149,0.234174590318386,0.0234533060992291,0.532178080837941,0.0143,2.7,0.22,0.77,0.8
1029,"1.00",2.47030357643996,0.0119288865179861,2.29144423858888,0.0117701793821818,0.242756819106936,0.251111553585204,0.00903409841729129,0.474224654364498,0.0281,2.61,0.21,0.73,0.76
1029,"2.00",2.62701818797869,0.0160481894752865,2.43200038484722,0.0113032512566364,0.226025503802707,0.256923342664171,0.00830095709827825,0.475749673700362,0.0372,2.77,0.19,0.73,0.77
1029,"3.00",2.37074339427201,0.013969665533453,2.24617294612989,0.0113442652638792,0.233216457744664,0.245154967292462,0.00822287931248308,0.481811144715987,0.0318,2.55,0.21,0.73,0.76
1030,"1.00",2.68987941721861,0.0108380249260085,2.47928041160217,0.0286548635803407,0.219634124627818,0.256026462965927,0.0231785414440691,0.501970860889085,0.0162,2.72,0.18,0.76,0.79
1030,"2.00",3.10240102548758,0.0117770835302803,2.90779047497554,0.0316391100624812,0.245211955871869,0.282367039037386,0.0226018929112107,0.466832462896276,0.0229,3.15,0.22,0.75,0.78
1030,"3.00",2.9346163641293,0.0133791784698643,2.80551052984461,0.0275450414894756,0.212777999828936,0.274465599667079,0.0209058648943857,0.485671053404617,0.0256,2.99,0.19,0.76,0.79
1031,"1.00",2.87809082264161,0.0146711555488474,2.58581590412948,0.0205624986136615,0.245166376836941,0.264471593162727,0.0140265115054859,0.479006816364464,0.0329,2.96,0.17,0.75,0.78
1031,"2.00",2.28427685693981,0.0116508174900926,2.08999734460166,0.0310778427696692,0.222521771157694,0.241635730271904,0.0204304608647728,0.46024764626691,0.0239,2.37,0.14,0.71,0.74
1031,"3.00",2.59585104408905,0.0173883219465591,2.31329799739698,0.0230507135232151,0.279443668144218,0.241732565814576,0.0159800903116899,0.491325833069835,0.0354,2.71,0.21,0.74,0.77
1033,"1.00",2.91911157147203,0.0106196197691224,2.75156698425834,0.0243317590711222,0.13388738044586,0.275926927901629,0.0168486460803744,0.503458233652551,0.0284,2.95,0.08,0.78,0.8
1033,"2.00",2.86934676526822,0.00895706951599777,2.6196854513934,0.0202599038627795,0.152349748722022,0.269424774205604,0.015402285276226,0.496158829126882,0.0219,2.85,0.1,0.77,0.79
1033,"3.00",3.22158677381157,0.00815984527453465,2.98411877461318,0.0227347846649917,0.182408875109186,0.308532216510504,0.0163129562864109,0.41131538118553,0.028,3.22,0.14,0.72,0.75
1035,"1.00",2.53217679692695,0.0135336732374737,2.2150163608814,0.0111795500433693,0.196008554395784,0.243825142801386,0.00807289980650182,0.521151712640449,0.0274,2.61,0.17,0.76,0.79
1035,"2.00",2.95436162072296,0.00667212037274753,2.40138994638854,0.0201214855493897,0.2667051323366,0.243252365999056,0.0126477060501838,0.508285596050639,0.0107,2.85,0.18,0.76,0.79
1035,"3.00",2.67618350544402,0.00758877985089758,2.35609517472035,0.028657535815346,0.262831876988152,0.251906687639455,0.0216203783264289,0.456356885217746,0.0178,2.68,0.23,0.71,0.75
1036,"1.00",2.66159326325943,0.0152658510453625,2.48768374865905,0.0118887120747888,0.194097954190545,0.260347884247727,0.009663609622532,0.505726710629634,0.0314,2.71,0.18,0.77,0.79
1036,"2.00",3.10886934764599,0.00942684835875108,2.92097504227874,0.0192135023890759,0.177458395258347,0.287810136917016,0.0151199806997736,0.485639084473987,0.0183,3.1,0.18,0.77,0.8
1036,"3.00",2.63853566841358,0.0167243871838795,2.51277592550304,0.0126260635216196,0.211101610667935,0.264436932566833,0.0101598716036808,0.49654239744032,0.0331,2.73,0.21,0.76,0.79
1038,"1.00",3.02349088456908,0.00724219996876764,2.80672799448704,0.0206925362233481,0.195155835330561,0.287602699817507,0.0149129308030944,0.460850673375584,0.0195,3.04,0.16,0.75,0.77
1038,"2.00",2.99978285685661,0.00994840877770916,2.85441770011171,0.0160304253030969,0.156017229878187,0.288967887149024,0.0121323619006285,0.475158162168234,0.0226,3.03,0.15,0.76,0.79
1038,"3.00",2.79950471225848,0.00708856247694777,2.57479884541495,0.0200537734909674,0.182218158403031,0.261295567923903,0.0145241017044138,0.501877917573657,0.0179,2.8,0.14,0.77,0.79
1039,"1.00",3.36862370414125,0.00632537461506091,2.95592539741681,0.0385872177320788,0.209199248832227,0.282483141542033,0.0276780196960381,0.493524652759577,0.017,3.2,0.13,0.78,0.8
1039,"2.00",3.25222995990692,0.0105197473091767,3.00287158076272,0.0194456549234527,0.186955918115022,0.293471491483511,0.0143737963522165,0.473063900560341,0.0285,3.27,0.16,0.77,0.79
1039,"3.00",3.32295117315653,0.00944966724383431,3.06962503656858,0.0325802811298857,0.212407312048697,0.287459633045245,0.0225975717489245,0.485317992274017,0.0256,3.34,0.14,0.78,0.8
1041,"1.00",2.72018680097191,0.00519577228706455,2.27772532045563,0.0289532853831418,0.224050428662816,0.248428646932101,0.0214958964518005,0.484651545765502,0.0106,2.54,0.18,0.74,0.77
1041,"2.00",3.04025428159985,0.00563128807957295,2.6052854984741,0.028821590495024,0.204378316433803,0.26346288865147,0.0206521611979414,0.490768556281779,0.0086,2.83,0.16,0.76,0.78
1041,"3.00",3.24330590312024,0.00501188041254369,2.72456422037777,0.0293887797167037,0.219970115343429,0.282534461319631,0.0203559827760113,0.442023885315548,0.0101,2.99,0.16,0.73,0.76
1042,"1.00",2.42255623606005,0.0105307250245256,2.13564997934275,0.0161501002166693,0.246387753537451,0.231436504699553,0.0128685006863687,0.527489892753661,0.0225,2.48,0.22,0.76,0.79
1042,"2.00",2.39681330451731,0.020931838357941,2.37657843501118,0.0114258441594948,0.184290332278792,0.264969904988274,0.0090081219210887,0.458412908086424,0.0378,2.52,0.2,0.72,0.76
1042,"3.00",2.53599978383629,0.0270232172491577,2.59553777945762,0.0106957445824477,0.156484174902883,0.283963975688801,0.00835326898425211,0.444344074892872,0.0465,2.7,0.19,0.72,0.76
1043,"1.00",3.30474400235669,0.00616441535940228,3.01876577886241,0.0261436767267286,0.168145561770262,0.295973687828307,0.0195870830673657,0.475114241009888,0.0179,3.18,0.14,0.77,0.79
1043,"2.00",2.41447651517526,0.0115593378058528,2.33620433310403,0.0240916483504429,0.186493727491225,0.275575115727073,0.0181859766773674,0.398284805225504,0.0269,2.54,0.15,0.68,0.71
1043,"3.00",1.70048769522028,0.012603904973678,1.48281412445474,0.0193700417932824,0.28129294315647,0.193628116467651,0.0148209084520777,0.453186575983582,0.0207,1.8,0.24,0.65,0.7
1044,"1.00",2.7257717279495,0.0268761477998322,2.4977989186082,0.0147866556376025,0.374619102433242,0.260647574845331,0.0111028639971362,0.428250527902127,0.0499,2.89,0.32,0.69,0.75
1044,"2.00",2.81830389558458,0.0159553823508828,2.53489186530433,0.016770427237827,0.341186949435206,0.255788311545825,0.0116700981005627,0.455813524248144,0.0394,2.98,0.26,0.72,0.76
1044,"3.00",2.3235601473692,0.0212281382068789,2.12205290765474,0.0115523078498171,0.319134084867438,0.240443114278261,0.00933329293969326,0.401365861127344,0.0351,2.41,0.32,0.64,0.7
1045,"1.00",2.73885696125338,0.00762728518338262,2.46127328999301,0.0311516532377404,0.301493384565044,0.240938209373497,0.0237844302405,0.511151664278765,0.0189,2.77,0.26,0.76,0.8
1045,"2.00",2.4458393962373,0.0148999958205003,2.26304584392465,0.0263830746878709,0.278235733472804,0.238744983363367,0.0207716670084827,0.486205882254009,0.0292,2.54,0.26,0.73,0.77
1045,"3.00",2.54307190187744,0.00669596281206489,2.15739122329528,0.0322617330040639,0.294953583854875,0.2226539893502,0.0254441306818552,0.523808809921311,0.0152,2.48,0.23,0.75,0.79
1046,"1.00",2.9457532594704,0.00538542971462941,2.48084193960832,0.0288509514159656,0.302513081301131,0.249246256014842,0.0208088270809754,0.498546332885456,0.0185,2.85,0.22,0.76,0.79
1046,"2.00",2.72360660746647,0.00700681099062567,2.42768306086212,0.0201875415428463,0.259353499007658,0.257609993223323,0.014603180030531,0.475231596538034,0.0216,2.75,0.21,0.74,0.77
1046,"3.00",3.12478164107231,0.0046503978860907,2.54729971844652,0.0359310876230292,0.284754164603294,0.243500460870584,0.0271162479110443,0.51833271229088,0.0128,2.89,0.19,0.77,0.8
1047,"1.00",2.67394676243656,0.0102449523155127,2.38515349239857,0.0302462964690592,0.233202638795486,0.261442402535395,0.0226858136578197,0.454304599910645,0.0165,2.66,0.2,0.72,0.75
1047,"2.00",3.47606952635764,0.00896994440028041,3.19649300307946,0.0171345497942371,0.210899011758869,0.307237661978432,0.0124412008497629,0.452194483378288,0.0197,3.47,0.19,0.76,0.79
1047,"3.00",2.97603766839092,0.00858474330017799,2.71429406627526,0.0214397746380107,0.176783034212121,0.270833272490505,0.0147987114438622,0.494691020095816,0.0135,2.95,0.13,0.77,0.79
1048,"1.00",3.2098111701065,0.00889999453422737,2.89911718763881,0.0358301856151807,0.260184283603287,0.272485444785894,0.0254920541797035,0.486297237571266,0.0194,3.21,0.17,0.77,0.79
1048,"2.00",3.21428930733457,0.00670733778311317,2.75428937816405,0.0418141277996415,0.32347294279895,0.260746663732422,0.0303521092685831,0.495966698264144,0.0127,3.12,0.22,0.77,0.8
1048,"3.00",3.06522199100851,0.00586569665183989,2.62899038906306,0.0302632132579813,0.262609667041676,0.253232102095003,0.0211135718049211,0.508468014336801,0.0134,2.95,0.18,0.77,0.8
1049,"1.00",2.80907925738532,0.00858391269423067,2.52574630516679,0.0238748406352277,0.204868165262887,0.255144914798837,0.0180642436688886,0.520697893199196,0.0178,2.77,0.16,0.78,0.8
1049,"2.00",2.45000143943299,0.00830186515637932,2.23952354017236,0.0225857057022256,0.241319595336479,0.253267082671824,0.0166321973814345,0.416312555592769,0.0229,2.49,0.2,0.67,0.71
1049,"3.00",2.75426006574039,0.0050212184588268,2.25417836066353,0.0278455750004347,0.302809094397709,0.224527814103879,0.0209518159399691,0.543988509482414,0.0139,2.61,0.25,0.77,0.81
1050,"1.00",2.68064433841044,0.00773090739786809,2.44473254990845,0.0412336537692336,0.182106718502225,0.262938158316184,0.0310280333393269,0.482452360780287,0.0152,2.65,0.12,0.75,0.77
1050,"2.00",2.73476004580566,0.00650318926182832,2.38699512535385,0.0444128284622343,0.214285709923595,0.253354374387094,0.0326680136414551,0.474998738736023,0.0143,2.63,0.13,0.74,0.76
1050,"3.00",2.83795293829589,0.00425985684845589,2.34370490504916,0.044938762366097,0.218268141906796,0.257403551805205,0.0329914062882453,0.461529910342005,0.0127,2.58,0.15,0.73,0.75
1051,"1.00",2.40124157174331,0.00961088598769364,2.10430971164978,0.0133913903935644,0.26250141334858,0.242050734641036,0.00987825265949884,0.411362069056295,0.0213,2.42,0.23,0.66,0.7
1051,"2.00",3.29692346223654,0.00421965028214791,2.6033203589869,0.0233854303352147,0.307524394973771,0.267236923944741,0.0162027548870957,0.438862333218478,0.0118,3.01,0.24,0.71,0.75
1051,"3.00",2.31337493764972,0.00854131097438298,2.00039533238717,0.0181366481262477,0.23435523518252,0.23355987825037,0.0127056900670411,0.453265436896707,0.0189,2.36,0.18,0.69,0.73
1052,"1.00",3.33244390192265,0.0061823345025691,3.03732578466698,0.0332698471876272,0.243588354828598,0.275881218124257,0.0220998442002644,0.49691359084487,0.0165,3.35,0.18,0.78,0.8
1052,"2.00",3.53900127282613,0.00826867773417644,3.18772600853635,0.0249501996879456,0.210295005057658,0.288388465673137,0.0180146960621936,0.493010842012381,0.0192,3.48,0.17,0.78,0.81
1052,"3.00",3.6720338697198,0.00844100456720896,3.22344236652759,0.0197126549537083,0.251365329754662,0.287596120667026,0.0134784955415537,0.499961896387613,0.0222,3.64,0.19,0.79,0.82
1053,"1.00",3.32487631134035,0.00346399562367998,2.58267917649168,0.0184446511585624,0.19035765109075,0.261295568121897,0.0145241017917987,0.511877917190608,0.0096,2.8,0.15,0.78,0.8
1053,"2.00",3.36000923374598,0.00348271154182599,2.50319873324592,0.0192409002043439,0.260553507223005,0.245421447860286,0.0144562178845308,0.527124433458771,0.0101,2.83,0.21,0.78,0.81
1053,"3.00",3.17467240481208,0.00405014872643717,2.51247393821166,0.0211530695569597,0.223559718210941,0.244625127626324,0.0159397363404658,0.531665896779205,0.0083,2.76,0.18,0.78,0.81
1054,"1.00",3.55700625988991,0.00565198333402,2.98993598529171,0.0237415445742654,0.335420735832427,0.278136453616859,0.0160016208456294,0.460812379242775,0.0144,3.44,0.27,0.74,0.79
1054,"2.00",2.90749885749519,0.0116858333097059,2.5269773367777,0.0142366970743104,0.291993438453998,0.256246442465667,0.0105812276157061,0.489756980392972,0.0262,2.95,0.26,0.75,0.79
1054,"3.00",2.87257940651559,0.00674086576834411,2.43328319670607,0.0225585899622608,0.280706697631302,0.250448562458473,0.016767211488958,0.491279708458547,0.0125,2.78,0.27,0.74,0.78
