"Plot","Repeat","Vcmax","Jmax","TPU","asat","gs","iWUE","a400","sl"
"1001","1",72.2525811245625,128.822606016226,9.82641567361649,11.2996746392609,0.097048926659124,116.432762610039,21.846672201553,0.482773644653413
"1001","2",105.044376725117,191.490335034868,13.0214110490801,26.6318182130862,0.437074535187456,60.9319831494282,32.8875758568757,0.190216441339856
"1001","3",52.4464508266345,116.427744964057,NA,9.08617093465228,0.0935001226960517,97.178171243576,17.9528667892151,0.493887464251077
"1003","1",127.003456722682,261.470365231379,17.9994823153607,28.9228477190007,0.346014326963668,83.5885842439052,42.4273041924392,0.31829635963166
"1003","2",102.418975970987,200.915958141262,13.5416380454555,24.3892102477751,0.34017785045967,71.6954681641348,33.5806571967976,0.273712539190539
"1003","3",118.103211373275,188.959907519991,NA,24.081688832712,0.255703604305521,94.1781360419878,31.3463504970413,0.231754623716563
"1004","1",124.987557472878,225.586402695487,14.5160818192759,27.2960911684639,0.329437418663562,82.8566811845378,37.5222894946892,0.272536629932261
"1004","2",77.1877250276897,139.253494657101,9.77633460093877,17.735112898387,0.228941943355077,77.4655471098225,24.7738382099692,0.284119289547541
"1006","1",96.1824363842229,141.965296576175,10.2571712846086,18.0613311917309,0.177407632604506,101.806956817889,24.481923373525,0.262258486959296
"1006","2",95.5494761776794,179.68419366655,NA,23.2003890159256,0.285979049420472,81.1261841136285,31.6097737726563,0.266037486291822
"1006","3",111.495077837455,191.386998441882,12.8666932599848,22.5944040484457,0.234941834087008,96.1702037282902,33.0717170601686,0.316805837225238
"1007","1",70.4724669241335,160.489511482222,NA,16.6389437589158,0.204601868510536,81.3235181088237,25.2614165677637,0.341329742364928
"1007","2",92.736310865042,164.699885207799,11.7271788435986,18.2121973431519,0.188827951508628,96.4486306060454,28.0088577994718,0.349770080824383
"1007","3",65.5519858242019,119.421758304094,NA,13.9975620994159,0.17532183099813,79.8392420369211,20.4620781898027,0.315926663480759
"1015","2",113.016348496375,183.310246043031,13.038123965641,22.398414861685,0.231283306710021,96.8440618577275,31.1171763453309,0.280191280432621
"1015","3",118.940795305263,230.285835981529,15.8795695666936,27.6244104782786,0.35702950240556,77.3729069787044,39.0684634027875,0.292923036325315
"1017","1",97.1838995024209,143.132312821142,9.18221112699059,19.3340647079759,0.202214623523163,95.6116049923621,25.5267860954834,0.242596986723811
"1017","2",84.3733463216642,158.135418035421,11.1827988283873,18.467309973411,0.202996402603724,90.9735824701368,28.1692997044903,0.344417143232451
"1017","3",73.2716681859973,127.259740345332,9.1023075769978,17.1025302773076,0.219603046801905,77.8792941462925,22.8823145496818,0.252587397128259
"1018","1",99.100968404765,177.923402852499,13.0390202878647,23.9575211014525,0.313381772002399,76.4483554623243,31.0589857990499,0.228644449099
"1018","2",127.928418043708,219.194156143997,14.4428265378083,30.7449452963453,0.476709013712133,64.4941555791748,35.5622600930625,0.135461435356213
"1018","3",116.472791582568,191.530109943886,13.4087372951268,26.6118824017106,0.387315998374321,68.7084512734007,31.0434878634547,0.142754753629378
"1020","1",123.48401789204,246.280146895311,14.6827049814588,27.9237100425475,0.330480690455371,84.494225680996,40.8114894477579,0.315788019001557
"1020","2",94.2494033234125,147.461023494668,9.84665668818048,22.6467402638171,0.300149804876616,75.4514575584236,26.2656929629944,0.137782494612877
"1020","3",97.753520405539,146.93344503644,9.86798050262476,19.0040713143344,0.19431696559154,97.7993416914584,25.7266467659599,0.261307877112087
"1025","1",68.6829637873835,158.940187494392,12.0405204364373,14.22513701,0.143235046,99.3132435619143,23.812004793244,0.402606494769562
"1026","1",100.898332005899,163.547257774134,11.8719977246572,18.9964153503064,0.193199874174934,98.3251952488643,28.1263552370731,0.324604443405901
"1026","2",126.762544849777,218.934034261244,13.3114230877096,25.1443372616785,0.286413376401764,87.7903734021399,36.2310225629032,0.305999790151559
"1026","3",55.1802997613493,868399.820510897,10.6821294649194,23.65585662946,0.271418996846306,87.1562304198455,26.2246333732023,0.0979528181456744
"1028","1",83.8349645355964,151.152004628758,NA,15.8733393147718,0.149738245609713,106.007247848656,27.1114054194938,0.414514331914403
"1028","3",89.9071838451425,164.643864394273,11.8647882858132,22.4749689660852,0.288012704701248,78.0346443029247,29.2465076855088,0.231533241241615
"1030","1",128.686036948704,218.737045339928,14.4882785280373,31.2026666182428,0.380725314052579,81.9558497072606,38.216756874464,0.183534418665127
"1030","2",89.9586674229177,177.545104383591,13.5441322470235,22.3556941058574,0.364299737213135,61.3662098053564,30.5719761287078,0.26875207504611
"1030","3",107.015186526974,157.66478871946,9.88159284078597,18.2260898702446,0.150995643628844,120.706064309017,27.4975486642244,0.337174011661717
"1032","1",66.921576951193,115.622293573448,7.78030207826979,16.0348638266826,0.256000848884509,62.6359791248839,20.2645361902739,0.20872288039937
"1032","2",100.702714182363,185.311530375486,13.0962276558846,24.4242691334459,0.363568628635184,67.1792536807514,31.6720216789734,0.228837698426405
"1032","3",110.412416628812,268.095626755356,NA,24.8745003680707,0.243588284175255,102.116981743564,40.8461883287417,0.391020279104779
"1035","1",112.673688888647,208.333234161568,15.2861582067963,25.5058693342253,0.323698794263957,78.7950705600306,35.7168456785806,0.285886845558671
"1035","2",68.376239091274,117.398054391299,9.32882935538646,14.4272523547211,0.154269641721225,93.5197112909099,21.7655701916107,0.337152565831613
"1035","3",114.807518763236,190.85430369227,14.1097458710303,28.6158946297965,0.448330183135193,63.8277227504163,33.6532498906554,0.149684065498163
"1042","1",112.640399283944,204.9822065652,NA,22.7959839832235,0.232574553182775,98.0158133005577,35.0954740064793,0.350458011223474
"1042","2",47.58585764528,109.814651885866,NA,10.1148725407021,0.0785694007652465,128.738063956016,20.0509099423348,0.495540473235783
"1042","3",139.956857331104,273.479207815301,16.4229433256009,32.3372048159394,0.479662748503004,67.4165440548839,41.5330557037107,0.221410409900316
"1043","1",93.9929648382743,181.421948728968,11.3476346992307,15.7858566105317,0.117564095934915,134.274469471283,31.8862339391406,0.504931920130135
"1043","3",148.825889281862,290.680003000993,17.6060186456375,34.1918795934763,0.43078684457377,79.3707607930937,46.5147831082083,0.264924453932526
"1044","1",131.026336814104,233.57504091871,15.6162039762779,30.8226481195075,0.382308374113588,80.6224770539548,38.3929026236048,0.197178488386627
"1044","3",106.243380275925,181.823712131286,NA,24.8432122278526,0.311971197221803,79.6330316679515,31.7118035958239,0.216594157037345
"1045","1",100.223922496101,197.143213363001,13.6951718451896,24.9457963500189,0.381074211793577,65.4617803514127,34.1540161480521,0.269608697206123
"1045","2",109.627702394353,189.016881545564,12.3288661148477,24.4343844483293,0.304984304795138,80.1168586847189,32.5275366960144,0.248809257316945
"1045","3",92.936166930828,158.015830544525,8.6796813125124,21.7727769748255,0.297460267102396,73.195580663318,25.2930909692525,0.139180853724303
"1048","1",110.170384916433,199.734210889668,13.0020721563375,26.2140288334951,0.366740317987566,71.478448231001,33.281909685595,0.212364041572982
"1048","3",107.49465589982,879506.772676212,12.2276321633719,22.5675588440335,0.266268838094545,84.7547877007687,35.3447520847165,0.361501849271933
"1049","1",94.3998286966656,178.8689785969,12.5647997305558,21.9935972967575,0.300729374804343,73.1341835531255,30.5354765808395,0.279736236029206
"1049","2",88.4142978667663,160.710684685665,11.1562239679592,23.1862279032019,0.436489239197517,53.119815612934,27.6074402919949,0.160145683266223
"1049","3",115.148267154554,235.630345470656,16.2340368835545,30.4616406947562,0.521668645587157,58.3926999493529,39.0607672047662,0.220147404297802
"1066","1",87.5438259365587,206.125408821317,NA,16.521909719454,0.176987822913232,93.3505449555917,30.3501763367285,0.455623929951936
"1066","2",51.8238528211357,165.985744849085,NA,9.6288754872114,0.106893351269536,90.0792740881682,18.3500025856784,0.475265714963634
"1066","3",108.045130857818,215.747376630424,14.9206460146767,24.1930904456358,0.31718121919997,76.2752930537889,35.4392452796986,0.317336183242738
"1067","1",125.687284321089,189.205727817605,12.4054522346461,24.2131156829521,0.229427481067362,105.537120358493,32.3936880165774,0.252535998045017
"1067","3",73.3258923980977,154.995473469752,NA,14.1290615380176,0.141128892067139,100.114592632783,25.5530052997814,0.447068500465637
